full_text,processed
Heboh Mahasiswa Demo Kenaikan UKT di Berbagai Universitas Kemendikbudristek Bilang Begini: Kemendikbudristek buka suara soal maraknya demo mahasiswa menolak kenaikan Uang Kuliah Tunggal (UKT) menurut Sekretaris Dirjen Dikti begini yang terjadi. https://t.co/sJLjrmckiI https://t.co/HUdMKFToIi,heboh mahasiswa demo kenaikan ukt universitas kemendikbudristek bilang-bilang kemendikbudristek buka suara maraknya demo mahasiswa menolak kenaikan uang kuliah tunggal ukt sekretaris dirjen dikti
Viral Kemendikbud Sebut Kuliah Bukan Wajib Belajar Netizen: Warga Miskin Dilarang Kuliah: Viral respons Kemendikbudristek soal Uang Kuliah Tunggal (UKT) Perguruan Tinggi yang mahal. Sekretaris Direktorat Jenderal Pendidikan Tinggi Riset dan Teknologi https://t.co/1rEjMHv6uF https://t.co/wtM54mPzOi,viral kemendikbud kuliah bukan wajib belajar netizen warga miskin dilarang kuliah viral respons kemendikbudristek uang kuliah tunggal ukt perguruan mahal sekretaris direktorat jenderal pendidikan riset teknologi
In this economy? Ditengah UKT yang mahal? Next time Quote retweet aja ga usah di SS,this economy ditengah ukt mahal next time quote retweet enggak ss
terimakasih kaka kaka ub! yg berjuang demi ukt kami,terimakasih kakak kakak ub berjuang ukt
Yang dibutuhkan adalah rektor yg diangkat oleh Presiden Jokowi tdk menaikkan UKT,dibutuhkan rektor diangkat presiden jokowi tidak menaikkan ukt
Komunikasi Petinggi Kampus Buruk Bikin UKT Melejit https://t.co/OsrKRazz6Z,komunikasi petinggi kampus buruk ukt melejit
 Yang kesulitan itu adalah mahasiswa dari keluarga tengah. Mau dibilang miskin dia tidak miskin. Mau dibilang makmur dia keluarganya belum makmur https://t.co/0Y9MtC9T16,kesulitan mahasiswa keluarga dibilang miskin tidak miskin dibilang makmur keluarganya belum makmur
@LexWu_13 Kaisar nya mau rakyat nya pinter beda dengan pemerintah Indonesia kebodohan justru di pelihara. Tapi Sabar dlu kak itu mahasiswa yang mengeluh UKT naik semoga saja mereka bukan yang kemarin pas pemilu milih keberlanjutan ya ,kaisar rakyat pintar beda pemerintah indonesia kebodohan pelihara sabar kak mahasiswa mengeluh ukt semoga bukan kemarin pas pemilu memilih keberlanjutan
work! CW// GAJI ada tips ga ya untuk gaji 2 3jt/bulan bisa buat nabung bayar UKT(8jt 1smster) dan kosan (450k/bln),work cewek gaji tips enggak gaji jtbulan nabung bayar uktjt semester kosan kbln
Komisi X DPR Sentil Kemdikbud soal UKT: Orang Miskin Dilarang Kuliah? https://t.co/TrxreieMDH,komisi dpr sentil kemdikbud ukt orang-orang miskin dilarang kuliah
Dulu stlh keterima SNMPTN sempet ditawarin daftar KIPK dan beasiswa2 tp saya tolak mentah2 meskipun UKT saya tergolong mahal utk keluarga saya (4 6 jt) tp saya masih bisa nyari duit sendiri ketimbang nilep rejeki orang lain.,keterima snmptn ditawarin daftar kipk beasiswa tolak mentah-mentah ukt tergolong mahal keluarga juta mencari duit ketimbang nilep rejeki orang-orang
Pembiayaan kuliah yang tinggi di perguruan tinggi negeri perlu dievaluasi. https://t.co/kRhCNWSwew #Humaniora #AdadiKompas,pembiayaan kuliah perguruan negeri dievaluasi
Tulisan di Kompas ini cukup memberikan sudut pandang kampus dalam hal UKT.,tulisan kompas sudut pandang kampus ukt
Hampir2 sama kaya waktu isu KJMU mau dikurangi kuotanya. Dikira semua penerima KJMU pendukung salah satu paslon aja jadi wajar disukur sukurin kaya gitu. Sekarang mahasiswa yg menuntut perubahan terkait UKT juga diperlakukan sama. Kalo ga bisa bantu apa2 minimal punya empati.,kayak isu kjmu dikurangi kuotanya penerima kjmu pendukung salah paslon wajar disukur sukurin kayak mahasiswa menuntut perubahan terkait ukt diperlakukan enggak bantu apa-apa minimal empati
UKT Mahal ke Mana Mas Menteri Nadiem? https://t.co/iB8gYZCs0D #beritasatu #news #berita,ukt mahal mas menteri nadiem
 liat berita kalo kuliah itu pilihan kebutuhan tersier. tapi sekarang kerja minimal harus S1 ukt kuliah pun makin tinggi. makin banyak deh org berpikir yang bisa kuliah cuma yg kaya aja 12 tahun sekolah kalo kerja cuma dihargai part-time atau ga tukang cuci rumah (cont..),lihat berita kuliah pilihan kebutuhan tersier kerja minimal ukt kuliah deh orang berpikir kuliah kayak tahun-tahun sekolah kerja dihargai parttime enggak tukang cuci rumah cont
Angka Pengangguran Tinggi Membuat Setoran Pajak Jeblok Lulusan Sarjana Sedikit Karena UKT Tinggi Membuat Setoran Pajak Jeblok Upah Rendah Membuat Setoran Pajak Jeblok Kualitas Pelayanan Publik Rendah Membuat Setoran Pajak Jeblok cc @KemenkeuRI @jokowi,angka pengangguran setoran pajak jeblok lulusan sarjana ukt setoran pajak jeblok upah rendah setoran pajak jeblok kualitas pelayanan publik rendah setoran pajak jeblok cc
Susah pak kalo bandingannya zaman skrng. Karena d zaman skrng masuk FK itu semakin mahal (ukt nya) makanya wajar yg sekolah begitu lifestylenya Dulu msh banyak yg sederhana krena masuk dokter masih agak murah ,susah bandingannya zaman zaman masuk fk mahal ukt wajar sekolah lifestylenya sederhana masuk dokter murah
@iqbal_farabi Dah dari jaman UKT pinjol ITB Januari lalu kan gak ada ngomong apa-apa.,farabi deh jaman ukt pinjol itb januari enggak mengomong apaapa
@bimautama77 @ardisatriawan pas bikin kebijakan gak mikirin rambu2 yg dibuat Tuhan tapi giliran ada efek negatif dari aturan yg ngaco baru disuruh inget Tuhan. contoh UKT mahal disuruh pinjol padahal ribawi dilarang salah satu agama resmi disini lucu lucu,pas kebijakan enggak memikirkan rambu tuhan giliran efek negatif aturan mengaco disuruh tuhan contoh ukt mahal disuruh pinjol ribawi dilarang salah agama resmi lucu lucu
sori bgt no hate to 11sma at all gue aja dulu daftar tp kalo against ukt mahal the program ga P0 ga si? kenapa ini aja ga didahuluin dulu? gue gapaham kenapa skrg as if dipersulit buat menengah kebawah dan terutama yg emg di bawah untuk dapet education proper yang lebih perlu?,sori banget no hate at all gue daftar against ukt mahal the program enggak enggak enggak didahuluin gue gapaham as if dipersulit menengah kebawah education proper
ptn! kalo bisa milih pilihan kalian apa A. masuk ptn (bukan top) prodi impian jalur raport ukt normal B. masuk top ptn prodi impian jalur mandiri ukt selangit jangan salty yaa pengen tau opini kalian aja. makasihh ,ptn memilih pilihan apa-apa masuk ptn bukan top prodi impian jalur raport ukt normal masuk top ptn prodi impian jalur mandiri ukt selangit jangan-jangan salty pengin opini makasihh
Anies Respons UKT Mahal: Negara Harus Alokasikan Anggaran Lebih Banyak https://t.co/FZrD62Rr8X,anies respons ukt mahal negara alokasikan anggaran
sorry oot not drawing related... tp gue bnrn depressed bgt gov skrg lebih milih untuk kek ngadain student loan drpd kek just deprioritizing programs yg gabegitu penting against rising ukt. as someone yang dl samsek gabisa bayar ukt kalo ga krn beasiswa non gov im truly saddened,sorry oot not drawing related gue benaran depressed banget gov memilih kayak mengadakan student loan kayak just deprioritizing programs gabegitu against rising ukt as someone samsek enggak bisa bayar ukt enggak beasiswa non gov im truly saddened
Dipikir-pikir keren juga ya gw. Ga kebagian masa kejayaan bokap hampir putus kuliah karena ga bisa bayar ukt tau-tau dapet kerja dan harus jadi backbone keluarga sebagian dan harus hidup mandiri all in sudden modal otak dan badan gw doang (doa ibu menyertai pasti) skrg.,dipikirpikir keren-keren gue enggak kebagian kejayaan bokap putus kuliah enggak bayar ukt tautau kerja backbone keluarga hidup mandiri all sudden modal otak badan gue doang doa menyertai
@officialkvibes Negara sendiri : selingkuh ukt mahal Negara orang : permainan bisnis bayar aktor kemahalan ,negara selingkuh ukt mahal negara orang-orang permainan bisnis bayar aktor kemahalan
@kompascom Nargetin PTN biar bisa jadi PTN-BH terus pas jadi disuruh nyari dana sendiri yaitu lewat mahasiswa² nya naikin UKT dan uang pangkal setinggi²nya. Gak mampu? Pake student loan yg sudah disiapkan alias ini sih negara mikirin gimana caranya bisa ngebisnisin dg rakyat nya sendiri,nargetin ptn ptnbh pas disuruh mencari dana mahasiswa naikin ukt uang pangkal setingginya enggak pakai student loan disiapkan alias negara memikirkan ngebisnisin rakyat
Asyem lah UKT dinaikin bayar apa2 mahal gaji guru dan dosen kaya ikan pepese tipisnya menteri udah kaya dan tunjangan ratusan juta dapet rumah gratis seharga 14M lebih. Dibangun pake uang rakyat2 kecil menengah lagi. Error semua emang org pemerintahan ini ,asyem ukt dinaikin bayar apa-apa mahal gaji guru dosen kayak ikan pepese tipisnya menteri kayak tunjangan ratusan juta rumah gratis seharga dibangun pakai uang rakyat kecil-kecil menengah error orang pemerintahan
@GilangHamidy LPDP ga urgent sebenernya yang urgent itu ningkatin kualitas sdm di indonesia. Kalo ukt masih mahal gimana mau kuliah. Ada-ada aja dah,lpdp enggak urgent urgent ningkatin kualitas sdm indonesia ukt mahal kuliah adaada deh
ini kelas pengap panas wifi jelek harusnya ukt 500rb aja,kelas pengap panas wifi jelek ukt ribu
coo libur terus anjir boleh refund ukt g,coo libur anjir refund ukt
Demo Mahasiswa UNRI Nyaris Ricuh Pendemo Memaksa Masuk ke Gedung Rektorat: Mahasiswa Universitas Riau (UNRI) yang menolak besarnya biaya uang kuliah tunggal atau UKT pasca dilaporkannya seorang mahasiswa yang memprotes kebijakan kampus nyaris ricuh. https://t.co/a1eMlNYmzc,demo mahasiswa unri ricuh pendemo memaksa masuk gedung rektorat mahasiswa universitas riau unri menolak besarnya biaya uang kuliah tunggal ukt pasca dilaporkannya mahasiswa memprotes kebijakan kampus ricuh
UKT telah ditetapkan di Indonesia sejak 2013 lalu. Lebih dari 1 dekade bagaimana sejarah UKT di Indonesia? Via @detik_edu https://t.co/HnBZy9YZ96,ukt ditetapkan indonesia dekade sejarah ukt indonesia via edu
@ardisatriawan Gua pernah pake student loan 20jt buat ambil bootcamp tenor 1th krn emg ga bisa bayar cash. Nyicilnya mayan berat apalagi klo ada tanggungan lain loan ini klo bayar telat denda perharinya hampir 10rb. Ini cuma bootcamp ga kebayang klo ukt gmna,gua pakai student loan juta ambil bootcamp tenor enggak bayar cash nyicilnya lumayan berat tanggungan loan bayar telat denda perharinya ribu bootcamp enggak terbayang ukt
Kebijakan Kampus Merdeka dan spirit Merdeka Belajar jangan justru dilukai sendiri dengan kebijakan UKT yang meroket.,kebijakan kampus merdeka spirit merdeka belajar jangan-jangan dilukai kebijakan ukt meroket
Tadi pagi denger obrolan penyiar di radio yang bahas biaya UKT mahal &amp; respon pemerintah bahwa kuliah itu tidak wajib. Salah satu penyiar: ya tapi gue ngerti sih mungkin maksudnya kalo lo makan aja udah susah mending uangnya buat makan aja duluu gt Wah saya emosi ini ‍↔️,pagi dengar obrolan penyiar radio bahas biaya ukt mahal respon pemerintah kuliah tidak wajib salah penyiar gue mengerti maksudnya lo makan susah mending uangnya makan emosi
Student Loan ini pulak kenapa Kemenkeu kepikiran. Ngapain? Yang bener adalah bagaimana menurunkan UKT kok malah inisiasi student loan hadeh. https://t.co/CCrtabHcHq,student loan kemenkeu kepikiran mengapai menurunkan ukt inisiasi student loan hadeh
@Hasbil_Lbs @aniesbaswedan Dl kader demokrat itu pinter2 tp skrg kualitase ampun dahh.. mencerna tulisan aja ga bisa jelas2 Anies meminta alokasi anggaran utk kuliah diperbesar utk meringankan UKT selama ini alokasi untuk kampus ga lebih dr 2% dr anggaran 620T,lbs kader demokrat pintar kualitase ampun dah mencerna tulisan enggak jelas-jelas anies alokasi anggaran kuliah diperbesar meringankan ukt alokasi kampus enggak anggaran
@zqhr untuk kesekian kalinya sy ngeluh kenapa 58% mau melanjutkan ketimbang penyamarataan. sy mau makassar (sulsel) dan palu (sulteng) bisa seperti Jakarta. jadi barometer Indonesia Timur supaya yg dari Timur tdk perlu ke Jawa. Termasuk ide investasi pendidikannya dibanding UKT gila an,kesekian kalinya ngeluh melanjutkan ketimbang penyamarataan makassar sulsel palu sulteng jakarta barometer indonesia timur timur tidak jawa ide investasi pendidikannya dibanding ukt gila an
@saabotasge @adwibasuki @husnimubarak_id @GilangHamidy Beasiswa ga bisa cover seluruh mahasiswa yang ga mampu bayar UKT.,id beasiswa enggak cover mahasiswa enggak bayar ukt
@saabotasge @TERClPTA @husnimubarak_id @GilangHamidy Beasiswa terbatas UKT makin naik yg bisa jadi awardee makin turun. Lalu gimana caranya ya alokasiin dana LPDP luar negeri fokus ke dalam negeri. Lah yg luar negeri gimana skeman diubah deh jadiin student loan jangan dibalik. Yg keluar beasiswa yg di dalam student loan.,id beasiswa terbatas ukt awardee turun alokasiin dana lpdp negeri fokus negeri negeri skeman diubah deh jadikan student loan jangan-jangan dibalik beasiswa student loan
braw! mau nanya dong ini kira kira masih ada kemungkinan UB bakalan kembalikan UKT ke versi tahun lalu ga yaa?,braw ub kembalikan ukt versi tahun-tahun enggak
Politik etis Belanda terbukti membuka (dan memperluas) akses pendidikan bagi bagi anak-anak Hindia Belanda dalam status negeri jajahan. Jangan sampai kebijakan tentang UKT sebagai satu misal saja malah memperkecil akses pendidikan tinggi kepada anak-anak Indonesia yang,politik etis belanda terbukti membuka memperluas akses pendidikan anakanak hindia belanda status negeri jajahan jangan-jangan kebijakan ukt memperkecil akses pendidikan anakanak indonesia
UKT Mahal Komik oleh @mobydice https://t.co/PV5AzdLqoI,ukt mahal komik
Perjuangan Melawan UKT: Keterjangkauan Pendidikan Tinggi Masih Jadi Mimpi https://t.co/gJ3pYScwwT,perjuangan melawan ukt keterjangkauan pendidikan mimpi
Polemik Pendidikan Tinggi: Dari UKT Mahal Hingga Pilar Kebangkitan Nasional Kedua https://t.co/Efd2rZE6NV,polemik pendidikan ukt mahal pilar kebangkitan nasional
Polemik UKT Naik: UPNVJ Kuliahkan Mahasiswa Miskin sementara Unsoed Bikin Camaba Nelangsa Bersiap Gagal Kuliah #Terbaru https://t.co/PbsecXTxq0,polemik ukt upnvj kuliahkan mahasiswa miskin unsoed camaba nelangsa gagal kuliah
Wakil Ketua Umum Majelis Ulama Indonesia (MUI) Anwar Abbas Minta DPR dan Pemerintah Tanggung Jawab Selesaikan Polemik UKT https://t.co/haQMzsXppt,wakil ketua majelis ulama indonesia mui anwar abbas dpr pemerintah tanggung selesaikan polemik ukt
Bahas UKT Mahal Panja Komisi X DPR Bakal Undang Sejumlah Pihak Ini https://t.co/3rG2U76xRT #TempoNasional,bahas ukt mahal panja komisi dpr undang
-dips! bayar ukt nanti bulan apa yaa?? dan aju banding itu kapann,dips bayar ukt apa-apa aju banding kapann
@asumsico Ternyata wis d konsep to? UKT larang gen do ngutang bayar kuliah.. Sing lg wae do lulus langsung due utang ngono kan? Lulusan perguruan tinggi d desain gen ojo mikir perubahan. Gen mikirke coro nglunasi utang terus ngono karepe? ,wis konsep ukt larang gen ngutang bayar kuliah sing wae lulus langsung due utang ngono lulusan perguruan desain gen ojo mikir perubahan gen mikirke coro nglunasi utang ngono karepe
18! wajar ga si ga ngerasa bersalah telat lulus kuliah ke ortu soalnya selama ini ukt aku bayar sendiri?,wajar enggak enggak bersalah telat lulus kuliah orang tua ukt bayar
[cm] motivasi jadi kaya raya setelah lulus kuliah = sekadar biar anak gw bisa kuliah juga ya Allah ini ukt serentak pada naik kenapa sii mau bangun apa lagi? ,motivasi kayak raya lulus kuliah anak-anak gue kuliah allah ukt serentak bangun apa-apa
Anies di Halalbihalal Jaringan Rakyat Miskin Kota: Bicara Nyagub hingga UKT #newsupdate #update #news #text https://t.co/JSHbbmzyxN,anies halalbihalal jaringan rakyat miskin kota bicara nyagub ukt
@RidhaIntifadha Kalau menurut saya selain korupsi akar masalah bangsa ini adalah carut marutnya DATA Subsidi UKT dirasa berat karena datanya berantakan sehingga orang mampu pun kadang disubsidi makanya jadi terasa berat anggarannya (Salah sasaran).,korupsi akar bangsa carut marutnya data subsidi ukt dirasa berat datanya berantakan orang-orang kadang disubsidi berat anggarannya salah sasaran
braw! mau ngasih tau aja. di X kita koar koar demo UKT biar turun sedangkan di tiktok ada yang koar koar UKT diatur PTNBH jadi hal yang wajar kalau naik. miris liatnya. gimana cara sadarkan masyarakat ini,braw mengasih koar koar demo ukt turun tiktok koar koar ukt diatur ptnbh wajar miris lihatnya sadarkan masyarakat
work! wdyt tentang anak kuliahan yg nyambi parttime misal nyambi kerjaan agency dll pokonya demi bertahan hidup ? apakah setuju or tidak ? soalnya kan UKT mahal + biaya dari ortu gak nutup,work wdyt anak-anak kuliahan nyambi parttime nyambi pekerjaan agency dll pokoknya bertahan hidup setuju orang tidak ukt mahal biaya orang tua enggak nutup
ukt ku yg mahal ini kenapa ga include cowok yah?,ukt ku mahal enggak include cowok
@5teV3n_Pe9eL Jangan Ibu korban Ukt pemerintah ya sabar ya bu ibu lain juga begitu tapi gak kaya ibu ,peel jangan-jangan korban ukt pemerintah sabar bu enggak kayak
Sementara itu Sekretaris Direktorat Akademik Kemahasiswaan dan Alumni UNY Guntur membantah bahwa kampus telah melakukan intimidasi. #publisherstory #pandanganjogja https://t.co/rphhuDI7xZ,sekretaris direktorat akademik kemahasiswaan alumni uny guntur membantah kampus intimidasi
Langsung nyebur kolam begitu puyeng dengan keadaan pendidikan di Indonesia. TPG telat KKM tinggi UKT mahal seabrek masalah. Huh! *Pakai noodle/pullbouy mengapung-apung santai. Cukup luruskan tangan luruskan badan mengapung deh..sesekali menendang air buat moving. Seger https://t.co/Apo93pwehp,langsung mencebur kolam puyeng pendidikan indonesia tpg telat kkm ukt mahal seabrek huh pakai noodlepullbouy mengapungapung santai luruskan tangan luruskan badan mengapung dehsesekali menendang air moving segar
Muncul beberapa kasus mahasiswa yang terancam putus kuliah karena tak sanggup bayar UKT. Berikut saran pengamat pendidikan mengenai hal tersebut. #detikedu #MahasiswaPutusKuliah #UKTMahal #Pengamat https://t.co/LE2TG3d0ze,muncul mahasiswa terancam putus kuliah sanggup bayar ukt saran pengamat pendidikan
UKT Makin Mahal Target Indonesia Emas Terancam Gagal https://t.co/61gle6EMxT,ukt mahal target indonesia emas terancam gagal
Kabarnya lagi ribut masalah UKT yg mahal trus ada yg ambil kesempatan nyerang Mentri-nya Cara belajar di Indonesia yg dipecah permapel itu sudah dari zaman kakek nenek yg protes itu bukan baru2 ini. Makanya berusaha di rubah dgn kurikulum merdeka. Sayangnya kita belum siap.,kabarnya ribut ukt mahal ambil kesempatan menyerang mentrinya belajar indonesia dipecah permapel zaman kakek nenek-nenek protes bukan berusaha rubah kurikulum merdeka sayangnya belum
Ngobrol soal UKT mahal ku disamber Ya emang sengaja. Pemerentah mah pengen kita semua bego. Youw... https://t.co/i2PqHKwxTC,mengobrol ukt mahal ku disamber sengaja pemerentah mah pengin bego youw
UKT Kuliah Naik Apakah Kuliah Tidak Wajib Dimiliki Semua Orang? https://t.co/eEUWhienuL,ukt kuliah kuliah tidak wajib dimiliki orang-orang
Setelah dicekik UKT eh ternyata bukan wajib belajar #headline https://t.co/tVKeXfmXcl,dicekik ukt eh bukan wajib belajar
UKT Makin Mahal Target Indonesia Emas Terancam Gagal https://t.co/SBsVM2wRgN,ukt mahal target indonesia emas terancam gagal
Kenyataan hari ini UKT itu belum termasuk biaya wisuda dan uang pangkal (di beberapa kampus). UKT juga menyebabkan masalah baru: Banyak UKT yg gak sesuai dengan kemampuan orang tua mahasiswa.,kenyataan ukt belum biaya wisuda uang pangkal kampus ukt menyebabkan ukt enggak sesuai kemampuan orang-orang tua mahasiswa
Polemik UKT Mahal Mahasiswa DPR Bentuk Panja hingga Panggil Nadiem https://t.co/QMsaE17NYN,polemik ukt mahal mahasiswa dpr bentuk panja panggil nadiem
Kemendikbud Diminta Tidak Lepas Tangan dalam Polemik Kenaikan UKT Perlu Redistribusi Anggaran Pendidikan 20 Persen https://t.co/WhRmPpzrjg,kemendikbud tidak lepas tangan polemik kenaikan ukt redistribusi anggaran pendidikan persen
ITS Buka Prodi Baru S1 Bisnis Digital Segini UKT Per Semesternya https://t.co/KdsnvemYCh,its buka prodi bisnis digital segini ukt semesternya
Panja Komisi X DPR Gelar Rapat soal UKT Mahal Mulai Besok https://t.co/0ryjnpXIWX #TempoNasional,panja komisi dpr gelar rapat ukt mahal besok
Gaonok hasile patakmu a heh? Aku akhir-akhir ini cukup vokal untuk mengangkat masalah UKT lalu muncul cecunguk bapak-bapak bernama @BegawanBima mengganggunya. Lek gak trimo ayo debat utowo diskusi jangan gosip! Dah tua sukanya minyi-minyi sampah. Gak kenek disopani sampean. https://t.co/fvgPS20aXf,gaonok hasile patakmu heh akhirakhir vokal mengangkat ukt muncul cecunguk bapakbapak bernama mengganggunya lek enggak trimo ayo debat utowo diskusi jangan-jangan gosip deh tua sukanya minyiminyi sampah enggak kenek disopani sampean
Mahasiswa Unsoed mengadu ke DPR soal biaya UKT yg naik 500% lebih (16 Mei 2024). Biaya pendidikan mahal ditanggung Rakyat itu tragedi nasional. Unsoed: 52 juta. UI: 161 jt. UGM UNRI UIN ITB UNDIP dan lainnya. Mehong! Ini bkn mslh org per org #PresidenTerburukSerbaPalsu https://t.co/V8nvsXZ8gj,mahasiswa unsoed mengadu dpr biaya ukt mei biaya pendidikan mahal ditanggung rakyat tragedi nasional unsoed juta ui juta ugm unri uin itb undip mehong bukan orang orang
BPJS SUDAH DI PRETELI... UKT KINIPUN SUDAH MELAMBUNG TINGGI... NASIB RAKYAT MISKIN TERUS KALIAN PERMAINKAN DENGAN KEBIJAKAN SILUMAN....‼️ #PresidenTerburukSerbaPalsu #PresidenTerburukSerbaPalsu 🆘🆗 TERBUKTI PEMERINTAH SENGAJA MEMISKINKAN DAN MEMBODOHKAN RAKYAT... https://t.co/O7Pig1A8hi,bpjs preteli ukt kinipun melambung nasib rakyat miskin permainkan kebijakan siluman terbukti pemerintah sengaja memiskinkan membodohkan rakyat
Komisi X DPR akan memanggil Menteri Nadiem Makarim pekan depan terkait polemik kenaikan Uang Kuliah Tunggal (UKT) di beberapa universitas. Panja biaya pendidikan akan dibentuk untuk memeriksa komponen UKT dan mendorong revisi Permendikbud 2/2024. #pendidikan #ukt #nadiemmakarim https://t.co/yFewAyUAHZ,komisi dpr memanggil menteri nadiem makarim pekan terkait polemik kenaikan uang kuliah tunggal ukt universitas panja biaya pendidikan dibentuk memeriksa komponen ukt mendorong revisi permendikbud
Tanggapan Ketua BKK FEB Unsrat Manado Sulawesi Utara Terkait Isu Kenaikan UKT https://t.co/LxUdMBsbBP lewat @tribunnews https://t.co/MQIhhWFq5f,tanggapan ketua bkk feb unsrat manado sulawesi utara terkait isu kenaikan ukt
Andreas Minta Kemendikbudristek Dengarkan Keluhan Mahasiswa di Kampus Akan Tingginya UKT https://t.co/W3lJiSL4K0,andreas kemendikbudristek dengarkan keluhan mahasiswa kampus tingginya ukt
Singgung UKT Mahal Anies Baswedan: Yang Bisa Kuliah Hanya dari Kalangan Orang Tua Makmur https://t.co/NewL91Bji7,singgung ukt mahal anies baswedan kuliah kalangan orang-orang tua makmur
Kemendikbudristek Dikritik Soal UKT Tinggi Ferdinand Hutahaean: Pendidikan di Negara ini Dijadikan Bisnis https://t.co/jARdt7G07m,kemendikbudristek dikritik ukt ferdinand hutahaean pendidikan negara dijadikan bisnis
18! Syok bgt tdi pgi ngecek mutasi mbanking adek sender . duid thrnya abis buat tf ke admin slot Ktnya dia blik modal tp ada potensi buat boncos jg kn guys? Tkut dia kecanduan tp anakny kek g mrs brsalah slm ini tauny duid ditabung buat ukt kuliahny,syok banget pagi mengecek mutasi mbanking adek sender duid thrnya habis tf admin slot modal potensi boncos guys takut kecanduan anaknya kayak mrs brsalah salam tauny duid ditabung ukt kuliahny
[cm] iri banget sama orang-orang yang hidupnya lurus mulus terutama dalam pendidikan ga perlu mikirin uang kost makan ukt. aku (kayakny) bakalan cuti smt 7-8 nanti. sedih bgt jujur. udh usaha lamar kerja sama sini blm ad rezeki ukt aku 2 dijit kurang dikit wkwk. (cont..),iri banget orangorang hidupnya lurus mulus pendidikan enggak memikirkan uang kost makan ukt kayakny cuti smt sedih banget jujur usaha lamar kerja belum rezeki ukt dijit dikit wkwk cont
Kurikulum merdeka? Belajar dr gugel? Mbkm jadi ajang kesempatan buat sejumlah perusahaan eksploitasi mahasiswa. Ukt membengkak dan masih banyak lg yg kacau. Semoga menteri pendidikan selanjutnya seseorang yg beneran 'napak tanah' pendidikan indonesia sih,kurikulum merdeka belajar gugel mbkm ajang kesempatan perusahaan eksploitasi mahasiswa ukt membengkak kacau semoga menteri pendidikan benaran napak tanah pendidikan indonesia
Bismillah bayar ukt terakhir selama masa perkuliahan.,bismillah bayar ukt perkuliahan
@alpha_rein Oalah... Pantesan! Anak badminton susah relate sama harga raket setara UKT ,rein oalah pantesan anak-anak badminton susah relate harga raket setara ukt
@ardisatriawan Strateginya pake bahasa hanya untuk yg kurang mampu tp UKT nya dinaikin ya jelas makin banyak yg ga mampu. Ini negara udh kyk startup fintech aja dah. https://t.co/YrJIv5ushY,strateginya pakai bahasa ukt dinaikin jelas-jelas enggak negara kayak startup fintech deh
Bang bayarin ukt gw bang,bang bayarin ukt gue bang
Komunikasi Petinggi Kampus Buruk Bikin UKT Melejit https://t.co/2OQJTjbqV7,komunikasi petinggi kampus buruk ukt melejit
Turut berduka sih dengan IPI dan UKT yg mahal amit2. Kayak bertolak belakang utk target mencapai Indonesia Emas. Gizi Kesehatan dan Pendidikan itu harus jalan bersama. Dan mengelola human capital lebih sustain ketimbang infrastruktur semata.,berduka ipi ukt mahal amit kayak bertolak target mencapai indonesia emas gizi kesehatan pendidikan jalan mengelola human capital sustain ketimbang infrastruktur
Gaduh UKT Mahal DPR RI: Cabut Atau Revisi Permendikbud 2/2024! https://t.co/u4FmC66E6E,gaduh ukt mahal dpr ri cabut revisi permendikbud
Selama jadi Korea (masuk &amp; kerja di ekosistem politik) belum pernah saya lihat RDPU (Rapat Dengar Pendapat Umum) se-intens ini. Semoga ada titik terang. UKT &amp; uang pangkal turun kampus juga tetap bisa terus maju berikan layanan terbaik. Hidup Mahasiswa! ,korea masuk kerja ekosistem politik belum lihat rdpu rapat dengar pendapat seintens semoga titik terang ukt uang pangkal turun kampus maju layanan terbaik hidup mahasiswa
Euy aku punya abang urusan pacaran dia no 1 tapi giliran disuruh ortu ini itu susahnya minta ampun wkwk. Kok dia ga mikir ya buat nyenengin ortu dulu? Kuliah udah telat 2th sampe ortu minjem sana sini buat bayar ukt dan sampe sekarang dia pengangguran eh malah makin (cont),euy abang urusan pacaran no giliran disuruh orang tua susahnya ampun wkwk enggak mikir menyenangkan orang tua kuliah telat orang tua minjem bayar ukt pengangguran eh cont
@5teV3n_Pe9eL @chemankchemonk Fakta : Ijazah bukan masalah utk jadi apa dan apa Presiden atau wapres gak masalah tuh. Ngapain kuliah UKT mencekik leher ortu yg sementara memperjuangkan hidup keluarga. Harga barang2 kebutuhan hidup pajak dst. sdh melonjak &amp; akan melonjak naik. Joget aja yuukkk...,peel fakta ijazah bukan apa-apa apa-apa presiden wapres enggak mengapai kuliah ukt mencekik leher orang tua memperjuangkan hidup keluarga harga barang kebutuhan hidup pajak dst melonjak melonjak joget yuukkk
Sejumlah negara menyubsidi biaya kuliah sehingga UKT terjangkau. Di sejumlah negara lain UKT mahal sekali. https://t.co/oYbMuAKF4M #Internasional #AdadiKompas,negara menyubsidi biaya kuliah ukt terjangkau negara ukt mahal
ugm_fess mau tanya dong buat yang pernah semigap di UGM untuk pindah ke prodi/fakultas lain. Kira-kira bisa ga ya aku mengundurkan diri dari prodi yang sekarang setelah nunggu info UKT di prodi yang baru? Yang mana itu kan perlu daftar ulang dulu? Soalnya kalo uktnya (cont..),ugmfess semigap ugm pindah prodifakultas kirakira enggak mengundurkan prodi menunggu info ukt prodi daftar ulang uktnya cont
