full_text,processed,predicted_label,predicted_probability_netral,predicted_probability_negatif,predicted_probability_positif
"apapun hasilnya seneng liat mainnya timnas, berani ngelawan tim besar dan kejebolan pun karena kecolongan pas keasikan nyerang",hasil senang lihat main timnas berani lawan tim jebol colong pas asi serang,Negatif,0.0137833785,0.9507612,0.035455372
terharu gw liat timnas sebagus ini mainnya,haru gue lihat timnas bagus main,Negatif,0.09465979,0.5409238,0.36441645
timnas mainnya rapih banget oi 😭,timnas main rapi banget oi,Negatif,0.030400094,0.6057029,0.363897
"Timnas mainnya jago banget asli, kaya gap peringkatnya cuma beda ±10.",timnas main jago banget asli kayak gap peringkat beda,Negatif,0.070027396,0.64091957,0.28905302
Mainnya Timnas kayak Ipul #AsianCup2023,main timnas kayak ipul,Negatif,0.034761947,0.8693849,0.0958532
"woiii ajg, ga rela kalo timnas yg mainnya cakep bgtu ampe kalah lewat gol-gol sepele begitu. yoklahhh secondhalff gasinn!! 🇲🇨🇲🇨🇲🇨",woiii ajg rela timnas main cakep kalah golgol sepele yoklahhh secondhalff gasinn,Negatif,0.057911538,0.8296035,0.11248496
Gak jelek lhoh mainnya timnas. Cenderung main paling oke selama afc cup. Kurang klinis aja lini depan.,jelek lhoh main timnas cenderung main oke afc cup klinis lini,Negatif,0.037998646,0.69311154,0.2688899
Jujur mainnya timnas lebih bagus dari emyu,jujur main timnas bagus emyu,Negatif,0.0021846418,0.9813996,0.016415838
GG timnas mainnya,timnas main,Negatif,0.05174155,0.5215724,0.42668608
@beaudelarie iyaa tapi oke banget mainnya kayak ga percaya ini timnas 🥹,iya oke banget main kayak percaya timnas,Negatif,0.019585112,0.74207217,0.23834269
"@SeputarMadrid Mirip banget sama Madrid timnas mainnya, kapten sama kayak nacho,kipernya kepa, kebobolan dulu. Tapi tau kan FT nya gimana...",banget madrid timnas main kapten kayak nachokipernya kepa bobol ft,Negatif,0.0305326,0.8579961,0.11147133
Sejauh ini mainnya timnas paling enak ya ini,main timnas enak,Negatif,0.036651194,0.6015836,0.36176524
indonesia mainnya udah bagus anjir penguasaan bolanya udah jauh lebih baik dari timnas yang dulu. tinggal finishingnya aja yang perlu dimatengin 😭,indonesia main bagus anjir kuasa bola timnas tinggal finishingnya dimatengin,Negatif,0.15241593,0.5024607,0.34512335
"Gila, ini walaupun kalah gue apresiasi penuh sama Indonesia. Gokil mainnya enak bgt diliatnya. Kaga ada rasa takut sama sekali ke Aussie.  MIMPI APA KITA TIMNAS MAINNYA SE ENJOY INI.",gila kalah gue apresiasi penuh indonesia gila main enak banget lihat kagak takut aussie mimpi timnas main enjoy,Negatif,0.061299525,0.5547677,0.38393283
"@idextratime @bliblidotcom gol yg pertama sepertinya ernando kaget,, yg ke dua asnawi gak lihat di belakangnya ada pemain aus,, terlebih dari itu keren cuy timnas mainnya 🥰🥰",gol ernando kaget asnawi lihat main aus keren cuy timnas main,Negatif,0.06983112,0.7343144,0.19585451
"Beginilah nonton Timnas dr kecil ampe sekarang, mau mainnya bagus, mau mainnya sampah, finishing sampah, lokal, naturalisasi, tetep aja ditunggu dan ditonton.  #AFCAsianCup2023",tonton timnas main bagus main sampah finishing sampah lokal naturalisasi tunggu tonton,Negatif,0.0029711192,0.97804785,0.018980972
@utdfocusid @idextratime @bliblidotcom jujur lebih bagusan mainnya timnas drpd mu,jujur bagus main timnas mu,Negatif,0.11388983,0.46833172,0.4177784
"half time kalah 0-2 tp tidak sebel, karna timnas mainnya menghibur fak.. #STaY",half time kalah sebel timnas main hibur fak,Negatif,0.2946962,0.4774209,0.22788297
Gile emang. Selama ini nonton timnas jarang2 lihat permainan model kaya di masa STY ini. Cerdas mainnya. Seneng lihatnya .,gila tonton timnas jarang lihat main model kayak sty cerdas main senang lihat,Negatif,0.10128994,0.6397292,0.25898084
Kayak gini nih mainnya cakeep! Tinggal finishing jadi goal aja sih ini..  Ayo timnas 🔥👊🏼🇮🇩  #TimnasDay,kayak main cakep tinggal finishing goal ayo timnas,Negatif,0.105543084,0.69738084,0.19707607
Cakep juga ini Indonesia mainnya bisa ngepush timnas Brazil,cakep indonesia main ngepush timnas brazil,Negatif,0.3301401,0.3478093,0.32205057
"Gol nya gol jelek. Timnas nya bagus mainnya, yakin 1 gol ini mah",gol gol jelek timnas bagus main gol mah,Negatif,0.0020427287,0.9791158,0.018841442
"Apresiasi timnas mainnya rapih bener kek bukan timnas, emg lawannya bukan kaleng2 shoot on target gol semua gils. Balas 1 gol bukan gak mungkin bisa comeback in australia #AsianCup2023",apresiasi timnas main rapi kayak timnas lawan kaleng shoot on target gol gila balas gol comeback australia,Negatif,0.071669415,0.81477755,0.11355303
gila mainnya timnas malem ini,gila main timnas malam,Negatif,0.03028926,0.8851738,0.08453695
"heran. ini mainnya timnas bs begitu epic terstruktur. so far, di counter attact kelemahannya. apapun hasilnya nanti. ini versi timnas terbaik kita ❤️🇮🇩",heran main timnas epic struktur sok far counter attact lemah hasil versi timnas,Negatif,0.12894703,0.6359491,0.23510394
"Terlepas dari kondisi tertinggal dari Oz, timnas Indo mainnya bagus sih ini.",lepas kondisi tinggal oz timnas indonesia main bagus,Negatif,0.11463766,0.5222518,0.36311057
"@jakungsusukeju Kebobolan 2 lawan Ostrali, tp keren bgt asli mainnya. Ga kek timnas biasanya tp kek tim liga2 Eropa.",bobol lawan ostrali keren banget asli main kayak timnas kayak tim liga eropa,Negatif,0.10766971,0.46604112,0.42628917
"@PorosHalangID Dikasih makan apa ini timnas mainnya bisa sekeren serapih ini kalo nyerang? Terlepas 3 gol mudah tadi timnas udah main diluar ekspektasi orang orang pasti, all out nyerang gila banget gila ini timnas aink wooooyyyy bisa main keren gini",kasih makan timnas main keren serapih serang lepas gol mudah timnas main ekspektasi orang orang all out serang gila banget gila timnas aink wooooyyyy main keren,Negatif,0.16125162,0.44707072,0.3916777
Woy semua klub klaim mainnya timnas kayak klub mereka 😭😭😭,woy klub klaim main timnas kayak klub,Negatif,0.012859699,0.95861566,0.028524656
"Timnas ini emang belum ketemu luck nya aja, progress mainnya udah keliat banget. 👌",timnas ketemu luck progress main liat banget,Negatif,0.020267593,0.62286335,0.356869
So far mainnya enak ditonton ini Timnas,sok far main enak tonton timnas,Negatif,0.03587589,0.85046315,0.11366091
"Terlepas dari kebobolan 2 gol, tp so far timnas mainnya cakep. Kayak bukan timnas yg selama ini aku kenal😅",lepas bobol gol sok far timnas main cakep kayak timnas kenal,Negatif,0.012907026,0.9537598,0.033333234
Gokil timnas mainnya euy. Semoga gak kendor dibabak ke-2,gila timnas main euy moga kendor babak,Negatif,0.1554099,0.5771463,0.2674438
"Tapi asli, mainnya cakep banget ini timnas ❤️❤️❤️",asli main cakep banget timnas,Negatif,0.121934265,0.5905119,0.2875538
"Cuma dua era timnas mainnya ga umpan lambung and insyaallah"": Luis Milla sama STY (tapi tetep ditonton juga mo sebusuk apapun)  Ngeliat babak 1 ini jadi sering geleng2 ga percaya""",era timnas main umpan lambung and insyaallah luis milla sty tonton busuk lihat babak geleng percaya,Negatif,0.23162532,0.52014714,0.24822752
TIMNAS WALAUPUN DOWN 2-0 MAINNYA BAGUG BGT ANJING,timnas down main bagug banget anjing,Negatif,0.0003083935,0.99666494,0.0030267057
"Ini timnas Indonesia mirip kek mainnya Arsenal, main bagus nyerang terus eh kebobolan gol lawak. Udah gitu lini depannya bapuk ya sudahlah pasrah. 😂",timnas indonesia kayak main arsenal main bagus serang eh bobol gol lawak lini bapuk pasrah,Negatif,0.028180407,0.7911091,0.18071052
Seumur hidup nonton timnas ini game paling bagus mainnya. Walaupun kebobolan 2 tp mainnya bener bener another level,umur hidup tonton timnas game bagus main bobol main another level,Negatif,0.032116875,0.75181013,0.21607298
@idextratime @bliblidotcom Yg kek gini mainnya dibilang ga ada progres? Towel nonton Timnas yg tahun 2010 keknya,kayak main progres towel tonton timnas kayak,Negatif,0.18972987,0.56846434,0.24180576
"terlepas dari skornya, ini 45 menit terbaik sih. ini beneran timnas mainnya kaya gini? 😭",lepas skor menit timnas main kayak,Negatif,0.04666413,0.81873035,0.13460556
kayak bukan timnas ini mainnya cakep bener,kayak timnas main cakep,Negatif,0.034659203,0.8670963,0.09824452
"Ini timnas progres banget, uda bukan timnas yg dulu mainnya",timnas progres banget timnas main,Negatif,0.012637804,0.7716437,0.21571851
Ngimpi apa ya allah timnas ngurung australi mainnya keren gini😭😭,mimpi allah timnas ngurung australi main keren,Negatif,0.07322776,0.66149974,0.26527244
"Seumur gua hidup, ini timnas yang mainnya paling bagus.",umur gua hidup timnas main bagus,Negatif,0.000595446,0.99070704,0.008697518
Kaget bgt timnas indo mainnya keren 😭,kaget banget timnas indonesia main keren,Negatif,0.04957562,0.5950163,0.355408
jujur Timnas Indonesia mainnya udah another level tp bangsatnya 2-0 😅,jujur timnas indonesia main another level bangsat,Negatif,0.09547741,0.72922945,0.17529312
"Ah taik, timnas mainnya wes bagus lho ini",ah tahi timnas main wes bagus lho,Negatif,0.00022488846,0.9965823,0.0031927559
Timnas mainnya cakep dah,timnas main cakep deh,Negatif,0.03754973,0.5146538,0.4477965
"Kwren gini timnas mainnya, tinggal golnya aja ini",kwren timnas main tinggal gol,Negatif,0.25518668,0.37993598,0.36487737
"jujur timnas indo mainnya jauh lebih baik, terlepas kebobol 2 gol 😌",jujur timnas indonesia main lepas bobol gol,Negatif,0.28906316,0.37946498,0.3314719
sumpah seenak ini liat mainnya timnas sekarang,sumpah enak lihat main timnas,Negatif,0.1216617,0.64280903,0.23552923
sedih bgt golnya gol ga disangka sangka semua 😭 padahal timnas mainnya udah bagus huhu,sedih banget gol gol sangka sangka timnas main bagus huhu,Negatif,0.0014606037,0.9822849,0.016254526
berasa bukan timnas klo gini mainnya,asa timnas main,Negatif,0.17492568,0.46597227,0.35910198
Ya Allah berikan gol pada timnas itu mainnya udah bagus tolong😭😭😭😣😣,allah ikan gol timnas main bagus tolong,Negatif,0.03635071,0.76450485,0.19914448
Keren anjer mainnya timnas,keren anjer main timnas,Negatif,0.1174293,0.47940832,0.40316245
sakit hati anjinggg timnas gw keren bgt mainnya malah kejebolan lagi,sakit hati anjinggg timnas gue keren banget main jebol,Negatif,0.04600244,0.5241796,0.429818
"ini timnas indo atau Manchester city njirr, bagus bgt mainnya",timnas indonesia manchester city anjir bagus banget main,Negatif,0.009476142,0.6570308,0.3334931
Gileeee cakep timnas mainnya,gileeee cakep timnas main,Negatif,0.06032039,0.5025842,0.43709537
Gokil mainnya Timnas.,gila main timnas,Negatif,0.037382893,0.85336286,0.10925427
Bung Towel bunuh diri nonton mainnya Timnas,towel bunuh tonton main timnas,Negatif,0.0876638,0.75116074,0.16117546
Ini beneran timnas indonesia? Mainnya cakep bangeettt hari ini lawan aussie 🔥🔥🔥 harusnya minimal bisa cetak gol lah,timnas indonesia main cakep banget lawan aussie minimal cetak gol,Negatif,0.12316693,0.45697916,0.41985393
mainnya cakep banget anj timnas gua,main cakep banget anjing timnas gua,Negatif,0.0012360833,0.99308974,0.0056741745
"sty lucu banget kalo marah  timnas mainnya bagus, tapi ngga bisa gol in",sty lucu banget marah timnas main bagus gol,Negatif,0.019437226,0.6381039,0.34245884
sedapp betull timnas mainnya,sedapp betull timnas main,Negatif,0.051864017,0.5478676,0.4002684
Gila ini timnas mainnya cakep bener dah 🥹,gila timnas main cakep deh,Negatif,0.016716667,0.7182992,0.26498407
terharuuuu bgt sumpahh timnas sekarang mainnya baguss bangeettttt 😭😭😭,haru banget sumpah timnas main bagus bangeettttt,Negatif,0.011268961,0.65382606,0.33490494
timnas mainnya cantik bener kaya ni oranf https://t.co/OZ3KWi2uRB,timnas main cantik kayak oranf,Negatif,0.09840527,0.7380642,0.16353053
keren sumpah mainnya timnas,keren sumpah main timnas,Negatif,0.04181309,0.80178154,0.15640539
Timnas mainnya gokillll,timnas main gokillll,Negatif,0.111628704,0.63913214,0.24923918
Ini kalo masih ada yang nyinyir sama timnas Indonesia sih kebangetan. Gilaa ini mainnya kelasss anjirrr. Biarkan malam ini kita menikmati permainan Indonesia apapun hasilnya #TimnasDay #AFCAsianCup2023,nyinyir timnas indonesia banget gila main kelasss anjir malam nikmat main indonesia hasil,Negatif,0.09702681,0.5170158,0.38595742
kelas gini timnas mainnya,kelas timnas main,Negatif,0.1745574,0.47049496,0.35494763
tapi mainnya cakep deh ini timnas,main cakep deh timnas,Negatif,0.045611653,0.70033365,0.25405464
Baru join semenit.  Wow Timnas keren mainnya ☝️☝️☝️,join menit wow timnas keren main,Negatif,0.14857115,0.5098597,0.34156913
COYYYY TIMNAS MAINNYA KELAZZZZ 🔥🔥🔥🔥🔥🔥,coyyyy timnas main kelazzzz,Negatif,0.10591394,0.6627748,0.23131123
Gagah sekali mainnya timnas kita! 🇮🇩,gagah main timnas,Negatif,0.11680116,0.6310888,0.25211
Timnas edaaaaan mainnya....🫣👏👏 #TimnasDay #KitaGaruda,timnas edaaaaan main,Negatif,0.053749908,0.5308395,0.41541058
Gokil banget mainnya timnas,gila banget main timnas,Negatif,0.014622197,0.8185299,0.16684793
"Senyum2 sendiri liat mainnya timnas. Ya walau finishing belum cakep, tp beneran nggak nyangka timnas bisa main seperti itu",senyum lihat main timnas finishing cakep sangka timnas main,Negatif,0.2464106,0.3896568,0.36393258
timnas mainnya cakep banget cok😭😭😭,timnas main cakep banget cok,Negatif,0.018157566,0.86189264,0.11994981
beneran Timnas Indo kah ini ? bisa begini mainnya sekarang 🥹,timnas indonesia kah main,Negatif,0.02382314,0.8660986,0.11007835
sumpah w bahagia banget liat timnas mainnya kek gini 😭😭😭 fak yang ga suka sty. Plis PSSI #PerpanjangSTY,sumpah bahagia banget lihat timnas main kayak fak suka sty plis pssi,Negatif,0.082602866,0.62023246,0.29716465
timnas cakep sih mainnya sejauh ini,timnas cakep main,Negatif,0.05668508,0.4822463,0.46106863
Timnas Garuda mainnya kereeennn 🔥😍 walaupun kalah proud of you 🇮🇩 #TimnasDay,timnas garuda main kereeennn kalah proud of you,Negatif,0.25334278,0.48958465,0.25707254
Madep gini mainnya timnas,madep main timnas,Negatif,0.11680116,0.6310888,0.25211
bangsat ini timnas mainnya gini gokil anying,bangsat timnas main gila anying,Negatif,0.013591852,0.93659276,0.04981538
kek bukan timnas kalo mainnya gini,kayak timnas main,Negatif,0.031158365,0.8728124,0.096029185
Ini gue nonton timnas indo beneran? Gile lawan ostrali mainnya keren gini cuy 🤩,gue tonton timnas indonesia gila lawan ostrali main keren cuy,Negatif,0.16962774,0.53483176,0.29554054
Anjir ini seriusan Indonesia mainnya gini? Gila Australia dikandangin anjir gokil timnas,anjir serius indonesia main gila australia dikandangin anjir gila timnas,Negatif,0.089735545,0.7648051,0.14545932
ini timnas indonesia kah??? keren mainnya coy,timnas indonesia kah keren main coy,Negatif,0.1520617,0.4942634,0.35367486
Njir kapan lagi lihat Timnas mainnya kayak gini 😍😍,anjir lihat timnas main kayak,Negatif,0.010365429,0.9270145,0.062620014
DEMI ALLAH TIMNAS INI BAGUS BANGET MAINNYA WOIIII 😭,allah timnas bagus banget main woiiii,Negatif,0.0067964415,0.51708996,0.47611353
Ini seriusan timnas Indonesia?? Gila mainnya,serius timnas indonesia gila main,Negatif,0.05988125,0.69884115,0.24127762
GOKIL SIIHH TIMNAS MAINNYA KELAS BANGET 🇮🇩,gila timnas main kelas banget,Negatif,0.012007066,0.71560746,0.27238545
Mainnya timnas bagus gak kek tim setan itu 🥹😍,main timnas bagus kayak tim setan,Negatif,0.01165795,0.9421621,0.046179935
"ini mainnya timnas MasyaAllah bagus, beda dari sebelum²nya🥹",main timnas masyaallah bagus beda,Negatif,0.1978743,0.41281098,0.38931474
NJIRRRR GUE NONTON TIMNAS INDONESIA ATAU TIM EPL INI??? CAKEP BENER MAINNYA.,njirrrr gue tonton timnas indonesia tim epl cakep main,Negatif,0.26271567,0.38398322,0.35330114
Bukan timnas ini mah. Cakep bener masa mainnya,timnas mah cakep main,Negatif,0.033329967,0.8358633,0.1308067
Sumpah timnas kayak kesurupan madrid mainnya,sumpah timnas kayak surup madrid main,Negatif,0.0030635386,0.9857314,0.011205046
Mainnya timnas ni bagus parah 😭😭😭,main timnas bagus parah,Negatif,0.014032299,0.88831186,0.09765586
Heran sm bung towel yg bilang timnas kurang pdhl mainnya bagus gini,heran towel timnas main bagus,Negatif,0.04823967,0.6224559,0.32930443
ya allah ini timnas keren bener demi allah mainnya pen nangis dah,allah timnas keren allah main pengin menang deh,Negatif,0.0022665968,0.98126537,0.016467992
"Bisa begini yak timnas kita mainnya, sakti🫶🏻",timnas main sakti,Negatif,0.111628704,0.63913214,0.24923918
ini mah kalo masi ada yang ngatain mainnya timnas fix kena penyakit yang namanya TOLOL,mah katai main timnas fix kena sakit nama tolol,Negatif,0.017829385,0.9373947,0.044775926
"Asli timnas keren banget mainnya woy, pen nangis.",asli timnas keren banget main woy pengin menang,Negatif,0.007378401,0.830383,0.1622386
"timnas mainnya cantik nih, iya kaya kamu..",timnas main cantik iya kayak,Negatif,0.20720533,0.4207294,0.37206528
timnas kita main nya gacor juga malam ini suka nih gw kalo mainnya begini,timnas main gacor malam suka gue main,Negatif,0.10954267,0.6427732,0.24768417
Woi ini lawan ostrali mainnya keren bgt timnas kita,woi lawan ostrali main keren banget timnas,Negatif,0.015564997,0.7842423,0.2001927
Mainnya timnas OK lah sebenernya ini. Harusnya bisa sih.,main timnas ok,Negatif,0.24828722,0.40520635,0.34650645
fomo nnton timnas dan ga nyangka mainnya kek gitu. bisalah menang,fomo tonton timnas sangka main kayak menang,Negatif,0.118630685,0.63812894,0.2432404
seumur² baru kali ini liat mainnya timnas keren cuy,umur kali lihat main timnas keren cuy,Negatif,0.19357362,0.50433016,0.30209622
timnas mainnya cakep🤩,timnas main cakep,Negatif,0.14725405,0.5473613,0.30538467
Ganteng bngt ini timnas mainnya,ganteng banget timnas main,Negatif,0.010555037,0.6148614,0.3745835
Buseeeeet ini beneran timnas? Mainnya ngeri bgt cooy Udah berani main passing 🔥 Yoook konsisten! 🤙🏾🔥🇮🇩,buseeeeet timnas main ngeri banget cooy berani main passing yoook konsisten,Negatif,0.15750226,0.49896234,0.3435354
Timnas so far mainnya keren cok,timnas sok far main keren cok,Negatif,0.083854415,0.677268,0.23887758
ganteng gini timnas mainnya ❤,ganteng timnas main,Negatif,0.05574629,0.56334174,0.38091195
"Tapi mainnya kok bagus juga, lu Timnas.",main bagus lu timnas,Negatif,0.018586813,0.8867428,0.0946704
Timnas kalo gada pemain liga 1 mainnya ya gini wkwkkw,timnas enggak ada main liga main wkwkkw,Negatif,0.003915814,0.9788084,0.01727583
Timnas Indo nih? Rapi bener mainnya,timnas indonesia rapi main,Negatif,0.17984629,0.4102684,0.4098853
Sejauh ini Timnas mainnya sangat menghibur... 🇮🇩,timnas main hibur,Negatif,0.19848247,0.4037321,0.39778543
woi ini bagus banget mainnya timnas indo😭,woi bagus banget main timnas indonesia,Negatif,0.0029508632,0.83863497,0.15841416
Gokil Timnas mainnya 😭😭😭,gila timnas main,Negatif,0.036677726,0.8118874,0.1514349
"Kalau timnas kalah, udah ga kecewa karena mainnya bagus (sejauh ini di babak pertama). At least ga terlihat inferior..👏🏻",timnas kalah kecewa main bagus babak at least lihat inferior,Negatif,0.03612337,0.83816314,0.12571354
Timnas juga mainnya enakk bgt tp td emg apes aja kegolannya begitu,timnas main enakk banget apes gol,Negatif,0.011341591,0.9545205,0.034137912
"Gak pernah tak bayangkan sebelumnya, timnas sepakbola indonesia bisa ngimbangin australia mainnya",bayang timnas sepakbola indonesia ngimbangin australia main,Negatif,0.106383204,0.65204465,0.24157208
Timnas mainnya asik kalii. Bismillah gol,timnas main asik kali bismillah gol,Negatif,0.09396672,0.48825002,0.4177832
timnas kalo mainnya kayak skrg ini walaupun kalah juga ga bakalan nyesel nonton,timnas main kayak kalah sesal tonton,Negatif,0.011667226,0.93612117,0.052211557
sumpah ini bagus timnas mainnya alhamdulillah !,sumpah bagus timnas main alhamdulillah,Negatif,0.013943029,0.9281498,0.057907093
"@CoklatBala Aamiin Yra.. yes, semoga Timnas Garuda mainnya lebih baik dari sebelumnya yah 😇",amin yra yes moga timnas garuda main,Negatif,0.19830267,0.42447117,0.3772262
jirr timnas hari ini mainnya bagusss,anjir timnas main bagus,Negatif,0.01342976,0.83094585,0.15562434
ini timnas rapi amat mainnya cok,timnas rapi main cok,Negatif,0.19653432,0.44699988,0.35646582
timnas mainnya kaya king madrid coy 😎,timnas main kayak king madrid coy,Negatif,0.12386026,0.65051836,0.22562139
"MAINNYA KONSISTEN BANGET TIMNAS, AYO BISA 🔥",main konsisten banget timnas ayo,Negatif,0.02560131,0.852501,0.12189775
Timnas mainnya bagus woy,timnas main bagus woy,Negatif,0.04211467,0.7335962,0.22428915
Njirr timnas indonesia mainnya bagus banget 🥲🥲,anjir timnas indonesia main bagus banget,Negatif,0.012864916,0.64440566,0.34272945
Sumpah timnas Garuda mainnya berkelas!!! #TimnasDay,sumpah timnas garuda main kelas,Negatif,0.045848813,0.7821219,0.17202921
terheran-heran mainnya timnas ini enak ditonton #TimnasDay,terheranheran main timnas enak tonton,Negatif,0.05554699,0.6070806,0.33737242
"ini beneran timnas Indonesia bisa ngimbangin permainan Australia? gilaaa, dulu keknya liet timnas mainnya long ball mulu. sekarang bisa build up dari belakang sampe depan dengan rapi 🥰",timnas indonesia ngimbangin main australia gila kayak liet timnas main long ball mulu build up rapi,Negatif,0.18018915,0.5074722,0.31233868
gila timnas skrg enak diliat mainnya,gila timnas enak lihat main,Negatif,0.11412805,0.59078735,0.2950846
"Timnas no beban sih, jd enak mainnya",timnas no beban enak main,Negatif,0.010364869,0.90994585,0.079689234
Gila timnas mainnya kaga sungkan sungkan lagi berhadapan dgn pemain yg mayoritas bermain di Eropa dan berani menguasai bola 👏👏,gila timnas main kagak sungkan sungkan hadap main mayoritas main eropa berani kuasa bola,Negatif,0.07348974,0.79048586,0.13602446
"STY gokilll, Timnas mainnya rapih kali",sty gila timnas main rapi kali,Negatif,0.053516496,0.79949814,0.14698532
Timnas mainnya okee bangetttt,timnas main okee banget,Negatif,0.012809614,0.71807647,0.269114
Masih ga percaya timnas mainnya cakep begini 😭,percaya timnas main cakep,Negatif,0.079627536,0.70365494,0.21671759
bagus bat mainnya anjingg ga pernah kebayang seumur hidup kalo timnas bakal gini mainnya,bagus banget main anjingg bayang umur hidup timnas main,Negatif,0.002540951,0.66144264,0.33601642
MAINNYA TIMNAS BAGUS TCUYYY,main timnas bagus tcuyyy,Negatif,0.033570778,0.73727614,0.22915308
menjanjikan nih timnas kalau mainnya gini terus😭😭,janji timnas main,Negatif,0.028842362,0.8279619,0.14319573
"Kayak bukan timnas mainnya, sejauh ini, ini sih yg paling jauh 🫡",kayak timnas main,Negatif,0.031158365,0.8728124,0.096029185
ini Timnas Indo apa Argentina jago banget mainnya,timnas indonesia argentina jago banget main,Negatif,0.057106145,0.7144447,0.22844917
"timnas mainnya gila hari ini, bagus banget😭",timnas main gila bagus banget,Negatif,0.021329612,0.5014433,0.47722706
Gilak timnas mainnya,gila timnas main,Negatif,0.036677726,0.8118874,0.1514349
Gils sih mainnya timnas malam ini,gila main timnas malam,Negatif,0.03028926,0.8851738,0.08453695
"Ini mah enak banget timnas mainnya, kaya ga ada beban. Menang kalah gamasalah 🇲🇨🔥 #TimnasDay",mah enak banget timnas main kayak beban menang kalah gamasalah,Negatif,0.015893137,0.6427826,0.3413243
10 menit pertama timnas mainnya mantep sih. ngga tau gimana nanti.,menit timnas main mantap,Negatif,0.018850435,0.8724407,0.108708866
Timnas mainnya gokil ayok lanjutkan,timnas main gila ayok,Negatif,0.05384616,0.8047686,0.14138523
timnas mainnya 😍,timnas main,Negatif,0.05174155,0.5215724,0.42668608
WOY MAINNYA TIMNAS BAGUS!  Setidaknya di 10 menit awal.,woy main timnas bagus menit,Negatif,0.001257366,0.9868563,0.011886328
"@idextratime @bliblidotcom Sumpah speechless banget kek bukan timnas indo yg biasa di liat, biasanya grasak grusuk mainnya",sumpah speechless banget kayak timnas indonesia lihat grasak grusuk main,Negatif,0.015644077,0.9365229,0.047832996
"ganteng juga ini timnas mainnya, kipidap lads",ganteng timnas main kipidap lads,Negatif,0.24259633,0.42140615,0.3359975
Timnas ini habis ngapain ya? Mainnya jadi cakep gini,timnas habis kapai main cakep,Negatif,0.002334696,0.98679984,0.01086545
10 menit pertama ini seriusan ini timnas???? Bisa gini mainnya😍😍,menit serius timnas main,Negatif,0.086538605,0.724183,0.18927841
Ini timnas mainnya keren banget untuk 10 menit awal kaya bukan peringkat 142 😭😭😭,timnas main keren banget menit kayak peringkat,Negatif,0.028528567,0.6502563,0.3212151
Serius ini Timnas Indonesia yang main? Cakep njir mainnya😭❤️ #TimnasDay,serius timnas indonesia main cakep anjir main,Negatif,0.144181,0.6173252,0.23849379
Bagus bener Timnas mainnya 10 menit awal ini.,bagus timnas main menit,Negatif,0.042292103,0.79738057,0.1603273
WOY TIMNAS KEREN BGT INI MAINNYA GILA,woy timnas keren banget main gila,Negatif,0.0050854348,0.83864754,0.15626708
#timnas mainnya tiba2 kayak liga inggris gini?,main kayak liga inggris,Negatif,0.14076121,0.6189129,0.24032596
"Sumpah, gila timnas Indonesia. Mainnya kaya tim Eropa 🔥🔥🔥",sumpah gila timnas indonesia main kayak tim eropa,Negatif,0.13597177,0.6926848,0.17134337
Berani bgt timnas mainnya gokil dah,berani banget timnas main gila deh,Negatif,0.0009183634,0.9478345,0.05124721
gokil timnas mainnya,gila timnas main,Negatif,0.036677726,0.8118874,0.1514349
INI TIMNAS APA ARGENTINA MAINNYA KERENN GINII👊🏻,timnas argentina main keren,Negatif,0.0564368,0.6322922,0.311271
Ini beneran timnas indonesia ya? Lawan Australia kan? Gila bgt mainnya cantik 🥹,timnas indonesia lawan australia gila banget main cantik,Negatif,0.10440244,0.56829953,0.32729802
@kitkatsorbet ANJIR LU JANGAN GITU LIAT MAINNYA TIMNAS KEREN,anjir lu lihat main timnas keren,Negatif,0.0037305332,0.9717586,0.024510846
NJIRR LEO/DANIEL &amp  TIMNAS MAINNYA BARENG. INI GW HARUS NONTON YANG  MANA???!!! 😭😭😭,anjir leodaniel timnas main bareng gue tonton,Negatif,0.035698164,0.8151976,0.14910427
Terharu gue liat Timnas mainnya cukup rapih. Gak takut buat rebut bola dari pemain Aussie 🥲🥲  NGELAWAAANNNN 🔥🔥  #AsianCup2023,haru gue lihat timnas main rapi takut rebut bola main aussie ngelawaaannnn,Negatif,0.17129809,0.45415184,0.37455
cakep kali timnas mainnya di 5 menit pertama,cakep kali timnas main menit,Negatif,0.07885477,0.7978314,0.123313785
@idextratime @bliblidotcom Ngacooo keren parah mainnya begini Timnas,ngacooo keren parah main timnas,Negatif,0.0040942403,0.96895605,0.02694972
"iyh gtu trus pls mainnya, bgusss bintang kejora buat timnas 😭🫵🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻",iya pls main bgusss bintang kejora timnas,Negatif,0.16884293,0.5923738,0.23878324
"#AsianCup2023 awas aje ye luh kalo pattynama kurang maksimal mainnya jangan di hujat, kan ini yg kalian mau   Yuk bisa yuk timnas semangat optimis menang 🇮🇩",awas ye lu pattynama maksimal main hujat yuk yuk timnas semangat optimis menang,Negatif,0.03068734,0.8692243,0.100088425
@matchalvrss__ Klo begini mah timnas makin semangat mainnya #PRBWDukungTimnas ApresiasiPrRBw TmnasCtakSjrh,mah timnas semangat main apresiasiprrbw tmnasctaksjrh,Negatif,0.22350587,0.47319987,0.30329424
"ngaret gini timnas mainnya woe, apa gua salah liat jam ya?",ngaret timnas main woe gua salah lihat jam,Negatif,0.06544615,0.86009306,0.07446076
