full_text,processed,predicted_label,predicted_probability_netral,predicted_probability_negatif,predicted_probability_positif
timnas indonesia mainnya bagus banget bjir 🇮🇩🔥,timnas indonesia main bagus banget bjir,Positif,0.032580473,0.1696042,0.7978154
Udah lama ga nonton Timnas. Malam ini sempatin nonton babak pertama vs Australia dan wow.....  MAINNYA KEREN BANGETTT!!! But bad luck sekarang posisinya ketinggalan 2-0 :(,tonton timnas malam sempatin tonton babak vs australia wow main keren banget but bad luck posisi tinggal,Positif,0.036892667,0.14147891,0.82162845
"@BarcaBandidos Anjirrr kapan liat timnas ga inferior lwn tim langganan world cup 😭😭 Terlepas skor, pemain enjoy banget mainnya",anjir lihat timnas inferior lwn tim langgan world cup lepas skor main enjoy banget main,Positif,0.027595809,0.18351413,0.78889006
"AUS 🇦🇺 2-0 IDN ⚽ Elkan Baggot 12' (OG)  ⚽ M. Boyle 45' HT  Timnas udah bagus bgt mainnya tp eksekusi nya belom ad yg berhasil.. Sementara Ausie maennya santai banget tapi efektif, sekalinya nyerang bahaya &amp  langsung gol! 🔥 #AsianCup2023 #TimnasDay",aus idn elkan baggot og boyle hati timnas bagus banget main eksekusi hasil ausie maennya santai banget efektif serang bahaya langsung gol,Positif,0.004486383,0.3398975,0.6556161
Timnas bagus banget mainnya 🇮🇩 #AsianCup2023,timnas bagus banget main,Positif,0.0027513455,0.06334621,0.93390244
"aku jga speechless sama mainnya timnas kali ini, bnr2 di luar prediksi alias lo keren bgt bjirrrr",speechless main timnas kali prediksi alias lo keren banget bjirrrr,Positif,0.10076863,0.27458307,0.6246483
Kelas mainnya udah naik level ini timnas. Kita ini bangsa besar! Sumber daya alam kita melimpah!,kelas main level timnas bangsa sumber daya alam limpah,Positif,0.20086612,0.2323249,0.566809
keren co timnas mainnya,keren cowok timnas main,Positif,0.21565333,0.35734934,0.4269974
"Karena udah sesuai target ke 16 besar, menang atau kalah mah bodo amat.  Asli tadi seneng banget liat mainnya Timnas Indonesia. Mudah2an di babak II bisa cetak gol.  #TimnasDay #AsianCup2023",sesuai target menang kalah mah bodo asli senang banget lihat main timnas indonesia mudah babak ii cetak gol,Positif,0.19133657,0.31937146,0.489292
"Keren asli mainnya timnas, serius keren. Enjoy dah, semoga hasil bisa lah lolos 😭🇮🇩🇮🇩🇮🇩",keren asli main timnas serius keren enjoy deh moga hasil lolos,Positif,0.0069764685,0.073898025,0.91912556
Timnas kalo mainnya konsisten kaya gini mau lawan Chelsea ge bakal menang anjerrr.,timnas main konsisten kayak lawan chelsea ge menang anjerrr,Positif,0.3366789,0.28752586,0.37579525
"Meskipun ketinggalan, tapi timnas mainnya cakep hari ini. Lebih cakep dari Gita Sekar Andarini 😍",tinggal timnas main cakep cakep gita sekar andarini,Positif,0.36121437,0.20388085,0.43490475
"gila timnas mainnya GG. Seneng banget. meskipun kebobolan, but ini debestttt",gila timnas main senang banget bobol but debestttt,Positif,0.001520561,0.04020617,0.95827323
@AfifXavi Baru kali ini nonton timnas puas banget keren mainnya🔥,kali tonton timnas puas banget keren main,Positif,0.0036316705,0.057005018,0.9393633
Suami aku mukanya bete banget timnas mainnya bagus tapi kalah,suami muka bete banget timnas main bagus kalah,Positif,0.030188952,0.28405586,0.68575525
"tetap bangga sama timnas yg ini, asli mainnya next level",bangga timnas asli main next level,Positif,0.3435674,0.23725353,0.41917905
"Terlepas ketinggalan 2 gol, timnas mainnya keren",lepas tinggal gol timnas main keren,Positif,0.30417722,0.2727612,0.42306158
"Timnas mainnya keren anjir, aku sampe kayak yok bisa yok""""",timnas main keren anjir kayak yuk yuk,Positif,0.24052484,0.2937081,0.46576706
Bisa keren gini timnas mainnya,keren timnas main,Positif,0.114432916,0.28783247,0.5977346
"Gila, Timnas ni mainnya bagus banget, cuma unlucky aja. Kebobolannya gol ga jelas semua, asw.",gila timnas main bagus banget unlucky bobol gol asw,Positif,0.0005667624,0.035047144,0.96438605
DEMI ALLAH MAINNYA BAGUS BGT INI TIMNAS @PSSI @erickthohir   #timnasday,allah main bagus banget timnas,Positif,0.01795021,0.1819174,0.80013245
"liat permainan timnas tadi bener-bener beda gak kek dulu yang apa-apa long ball sampe mampus, sekarang enak banget diliat mainnya, kalo ada yg minta sty out harus dikunci di wc tuh orang",lihat main timnas benerbener beda kayak apaapa long ball mampus enak banget lihat main sty out kunci wc orang,Positif,0.011113401,0.11528867,0.8735979
"Terlepas dari 2 kebobolan, mainnya Timnas kita sudah keren tinggal tambah gol aja lagi ini..",lepas bobol main timnas keren tinggal gol,Positif,0.08088474,0.19662212,0.7224931
tapi asli ini timnas mainnya bagus banget cokkk sangat tontonanable,asli timnas main bagus banget cokkk tontonanable,Positif,0.0032115185,0.05193425,0.94485414
Bangga timnas indonesia mainnya bagus polll 🥺,bangga timnas indonesia main bagus pol,Positif,0.22123097,0.24839036,0.5303787
"mainnya lebih cantik dripada pas lawan vietnam 👏  selain latihan passing, timnas juga butuh latihan shooting 😏",main cantik pas lawan vietnam latih passing timnas butuh latih shooting,Positif,0.046834413,0.16095167,0.7922139
"Nangis bgt liat timnas main. Segini mah udah enak bgt mainnya, lawan ostrali pulak. Mau menang atau kalah lofyuful deh @PSSI",menang banget lihat timnas main gin mah enak banget main lawan ostrali menang kalah lofyuful deh,Positif,0.020992873,0.26131648,0.71769065
Kesel juga main bagus tapi ketinggalan 2 gol. Tapi keren banget mainnya timnas.,kesel main bagus tinggal gol keren banget main timnas,Positif,0.0009535309,0.05629583,0.9427506
Mainnya bagus ini timnas,main bagus timnas,Positif,0.060369667,0.2508015,0.6888288
"Tolong tanyain keadaan gue sekarang yang abis lihat timnas kebobolan 2-0 padahal dari awal mainnya rapih, keren, cantik. Apes aja JANCOK https://t.co/dYvndsqkGF",tolong gue habis lihat timnas bobol main rapi keren cantik apes jancok,Positif,0.29960772,0.26699677,0.43339545
@diaryreds Timnas mainnya bagus banget 😭,timnas main bagus banget,Positif,0.004894415,0.12555695,0.8695487
"mainnya bagus banget, cuman finishingnya ini dari kemaren kurang.  BISA YUK TIMNAS BABAK KEDUA 🔥🔥",main bagus banget cuman finishingnya kemarin yuk timnas babak,Positif,0.0015046839,0.036928635,0.9615666
gak kayak nonton timnas indo mainnya bagus bgt walaupun ketinggalan 2-0,kayak tonton timnas indonesia main bagus banget tinggal,Positif,0.13419427,0.321305,0.54450077
@idextratime @bliblidotcom Seumur umur baru kali ini liat timnas mainnya pake visi Pressing build up passing ngotot keren bangetlah Tinggal wasitmya aja digebukin,umur umur kali lihat timnas main pakai visi pressing build up passing ngotot keren banget tinggal wasitmya digebukin,Positif,0.025744703,0.1436779,0.8305774
"@idextratime @bliblidotcom Kapan timnas mainnya serapi ini njir, itu coach australi juga bingung sendiri🤣😭",timnas main serap anjir coach australi bingung,Positif,0.33950546,0.28587368,0.37462088
"Kalah gpp timnas mainnya udah keren, kelassss",kalah enggak apa timnas main keren kelassss,Positif,0.26422527,0.3583789,0.37739584
"@idextratime @bliblidotcom mainnya bagus bngt si dan ini versi timnas terbaik, dan sangat masih bisa lebih bagus lg  come on 🥰",main bagus banget versi timnas bagus come on,Positif,0.00046794786,0.02263491,0.9768971
"Timnas mainnya bagus banget, tapi penempatan posisi pemain-pemain Australia tidak terduga.",timnas main bagus banget posisi pemainpemain australia duga,Positif,0.0005264316,0.025663564,0.97381
@idextratime @bliblidotcom Mesti kebobolan 2 Tapi mainnya epic  Kereenn Timnas,mesti bobol main epic keren timnas,Positif,0.2224591,0.34186077,0.4356801
@IkhsanRizkian Mainnya udah peningkatan level bgt timnas skrg cuma ya itu kadang selalu kebobolan karena kesalahan sendiri,main tingkat level banget timnas kadang bobol salah,Positif,0.004110914,0.060362116,0.935527
Mainnya timnas bagus. Diadu sama emyu juga menang inimah,main timnas bagus adu emyu menang inimah,Positif,0.090369366,0.19345859,0.7161721
"@idextratime @bliblidotcom Keren mainnya, cuma kurang pengalaman soal finishing touch aja. Terlalu tergesa-gesa pas masuk 2/3 lapangan. Good job Timnas.",keren main alam finishing touch tergesagesa pas masuk lapang good job timnas,Positif,0.09868814,0.20352857,0.69778323
mau sebagus apapun mainnya klw tendangannya masih mandul ya gini2 aja timnas #TimnasDay,bagus main tendang mandul timnas,Positif,0.004974852,0.05962189,0.9354033
Gila keren bgt timnas mainnya🔥,gila keren banget timnas main,Positif,0.008995188,0.13200524,0.85899955
Sumpahhh baru kali ini nonton timnas yang mainnya se keren ini🔥🔥🔥🔥,sumpahhh kali tonton timnas main keren,Positif,0.35443562,0.27842513,0.36713934
Cantik baat ini timnas mainnya,cantik baat timnas main,Positif,0.3456776,0.23848352,0.4158389
"@SiaranBolaLive Gw suka mainnya timnas, ayo bangkit babak kedua 🔥🇮🇩",gue suka main timnas ayo bangkit babak,Positif,0.15089415,0.4089397,0.4401661
Ini timnas kalah tapi gua seneng ngeliat mainnya atraktif ngga negative football.,timnas kalah gua senang lihat main atraktif negative football,Positif,0.24553731,0.25027576,0.5041869
"Mainnya udah bagus, sayang lagi2 penyelesaian akhir jadi masalah. Australia nggak terlalu istimewa juga. Ayuk bisa #timnas #garuda #TimnasDay #TimnasIndonesia",main bagus sayang selesai australia istimewa ayo,Positif,0.04755442,0.33256266,0.6198828
cok timnas mainnya enak bgt walaupun kebobolan 2-0,cok timnas main enak banget bobol,Positif,0.0021168974,0.06405819,0.9338249
"@idextratime @bliblidotcom terlepas dari kebobolan 2 gol, gw bangga banget sama timnas mainnya bagus banget coy bisa ngimbangin aussie😭",lepas bobol gol gue bangga banget timnas main bagus banget coy ngimbangin aussie,Positif,0.00034649202,0.020241622,0.9794119
@idextratime @bliblidotcom Kenapa ya timnas STY ini mainnya bagus tapi mesti kecolongan gol cepet yg itungannya unlucky banget 🙄,timnas sty main bagus mesti colong gol cepat itungannya unlucky banget,Positif,0.050375037,0.3933183,0.55630666
@idextratime @bliblidotcom kalah tapi bangga banget liat timnas mainnya dah naik kelas begini 🥺,kalah bangga banget lihat timnas main deh kelas,Positif,0.0027348092,0.045897502,0.9513676
"terlepas dari ketinggalan 2 gol, ini mainnya timnas bagus banget sih, bisa2an ngasih optimisme sama yang nonton",lepas tinggal gol main timnas bagus banget asih optimisme tonton,Positif,0.000111161375,0.011702874,0.988186
@yasminchaaa Martabak diaku ga manis Yas. Padahal timnas mainnya udah enak🥲,martabak manis yas timnas main enak,Positif,0.034544267,0.1602516,0.8052041
apresiasi timnas indonesia sejauh ini mainnya cakep. ntah itu pengaruh rumputnya atau apa tapi keren bjirr.,apresiasi timnas indonesia main cakep pengaruh rumput keren bjirr,Positif,0.22518322,0.25582314,0.5189937
timnas skrg keren bgt mainnya😭,timnas keren banget main,Positif,0.0046975617,0.063643515,0.93165886
Timnas mainnya udah cantik tp kamu juga cantik kok,timnas main cantik cantik,Positif,0.1492429,0.23666604,0.61409104
Bagus mainnya timnas 🚀,bagus main timnas,Positif,0.049796943,0.19576003,0.754443
"udah bagus banget ini mainnya timnas di babak 1, jauh beda ama pas lawan jepang yok lah bisa babak 2 ngejar 🤲",bagus banget main timnas babak beda pas lawan jepang yuk babak ngejar,Positif,0.0017741454,0.04099414,0.9572317
Mainnya timnas ini udah bagus banget Minus nya masih sama ''Finishing'',main timnas bagus banget minus finishing,Positif,0.003145096,0.1269376,0.8699174
"Semakin mirip Arsenal kondisi timnas Indo, mainnya udh bagus, finishing nya bapuk. Kesusahan cetak gol, akhirnya malah kecolongan. Hahaha kenapa mirip Arsenal gini anying, serasa dejavu😭😭",arsenal kondisi timnas indonesia main bagus finishing bapuk susah cetak gol colong hahaha arsenal anying serasa dejavu,Positif,0.21300817,0.24076085,0.54623103
Timnas mainnya sudah kelihatan beda sekarang. :),timnas main lihat beda,Positif,0.18936501,0.40320635,0.40742862
Bangga banget timnas mainnya pede. Semoga finishingnya membaik di babak kedua biar bisa ngejar ketertinggalan. Aamiin 🤲,bangga banget timnas main percaya diri moga finishingnya babak ngejar tinggal amin,Positif,0.007957528,0.08086027,0.9111822
timnas mainnya bagus tp kebobol dua kali 😭 https://t.co/sbN97FNB9O,timnas main bagus bobol kali,Positif,0.020544697,0.11431847,0.8651368
yaallah ini timnas mainnya udah lumayn bngt bngttt yaallahh tpi kenapa yg ngegolin australia😩,yaallah timnas main lumayn banget banget yaallahh ngegolin australia,Positif,0.0001434651,0.017629124,0.9822274
Ketinggalan 2-0 sama Australia tapi timnas Indonesia mainnya tetap ngotot!! I love it!! Ayo semangat babak kedua. #TimnasDay #AsianCup2023,tinggal australia timnas indonesia main ngotot love ayo semangat babak,Positif,0.3333001,0.30997223,0.35672763
Asli timnas mainnya bagus meski kalah 2-0 di babak 1. Yuk bisa babak kedua. Yakin... #TimnasDay,asli timnas main bagus kalah babak yuk babak,Positif,0.02451137,0.11972759,0.85576105
"Timnas mainnya bagus banget wehhh, tinggal finishingnya aja",timnas main bagus banget wehhh tinggal finishingnya,Positif,0.0011001105,0.03641207,0.9624878
@idextratime @bliblidotcom Sesenang itu liat mainnya timnas yg bagus bgt lawan tim langganan pildun tapi sial doang gol nya ga mau jadi 😭,senang lihat main timnas bagus banget lawan tim langgan pildun sial doang gol,Positif,0.0031246557,0.34716997,0.6497054
Asli Timnas Indonesia meskipun ketinggalan 2-0 gini tapi mainnya enak banget di tonton,asli timnas indonesia tinggal main enak banget tonton,Positif,0.014822419,0.106744625,0.878433
"ini timnas apa liverpool bjir keren bgt mainnya, tp ttp ketinggalan 😔",timnas liverpool bjir keren banget main tinggal,Positif,0.0023336574,0.044856954,0.9528094
so far so good buat timnas walupun ketinggal tapi mainnya bagus bnget 🥶🥶,sok far sok good timnas walupun tinggal main bagus banget,Positif,0.17841065,0.31216052,0.5094288
"semua penikmat bola pasti sepakat, diluar hasil ini mainnya timnas asli gokilllll next level",nikmat bola sepakat hasil main timnas asli gokilllll next level,Positif,0.37985092,0.22676295,0.39338616
anjir ngeliat mainnya timnas keren bgt gilaa,anjir lihat main timnas keren banget gila,Positif,0.0411819,0.35468897,0.6041292
"HALF TIME  Kecolongan dua gol. Dua gol yang datang dari kelengahan.  Terlepas golnya, kok gue merasa Timnas Indonesia mainnya oke banget, dah.  #TimnasDay #AsianCup2023 https://t.co/yrCIYF7yUT",half time colong gol gol lengah lepas gol gue timnas indonesia main oke banget deh,Positif,0.056860108,0.30639836,0.6367415
@idextratime Rill padahal liat timnas main kya gaya mainnya klub EPL.,rill lihat timnas main kaya gaya main klub epl,Positif,0.30624375,0.24609189,0.44766432
"babak pertama timnas udah bagus mainnya, cuman finishing nya kaya Celsi 😭😭",babak timnas bagus main cuman finishing kayak celsi,Positif,0.03901511,0.13693522,0.8240498
"Gak apa sih ini, puas liat mainnya Timnas, tinggal akurasi di depannya aja",puas lihat main timnas tinggal akurasi,Positif,0.262339,0.3115246,0.42613634
gg sih ini timnas mainnya tenang banget minnya marking sama finishing,timnas main tenang banget min marking finishing,Positif,0.0035510815,0.055313416,0.9411355
"Aslii mainnya timnas mantep bener sayang finishing kyk emyu, ini klo vietnam atau thailand yg main udh dapet gol nih",asli main timnas mantap sayang finishing kayak emyu vietnam thailand main gol,Positif,0.13700286,0.2406459,0.62235117
Timnas keren bgt mainnya. Dah mirip tim EPL😭😭🫶🫶,timnas keren banget main deh tim epl,Positif,0.0003249921,0.018563995,0.981111
CANTIK BANGET MAINNYA TIMNAS YA TUHANN 😭😭😭,cantik banget main timnas tuhann,Positif,0.0020938222,0.03891284,0.95899343
"@unmagnetism bertahun tahun nonton timnas baru kali ini ngeliat mainnya enak, kagak dipress dikit long ball",tonton timnas kali lihat main enak kagak dipress dikit long ball,Positif,0.011738242,0.25415266,0.7341091
Timnas Indonesia mainnya udah bagus banget ini 🫡,timnas indonesia main bagus banget,Positif,0.01948393,0.19297603,0.78754
Keren banget timnas mainnya asli. Gak hoki aja emang,keren banget timnas main asli hoki,Positif,0.00020615915,0.01572345,0.9840704
"@idextratime @bliblidotcom Bagus mainnya timnas, sayangnya kita ga punya finisher yg bagus",bagus main timnas sayang finisher bagus,Positif,0.0039757835,0.058021057,0.9380031
"asliii ini timnas mainnya udah bagus banget woy suka banget liatnya, tapi udah kebobolan 2😭",asli timnas main bagus banget woy suka banget lihat bobol,Positif,0.0004096936,0.0300794,0.9695109
Tetep bangga. Mainnya udah keren banget ini Timnas. Kalo inget jaman McMenemy mah udah upgrade banget ini Indonesia #TimnasDay,bangga main keren banget timnas jaman mcmenemy mah upgrade banget indonesia,Positif,0.0033478488,0.08658938,0.91006273
Seumur hidup kyknya baru kali ini liat mainnya timnas sebagus ini Wani ngeyel Kualitas pemain naturilisasi mampu mengangkat mental pemain lokal Sayangnya kebobolan 2gol😭,umur hidup kayak kali lihat main timnas bagus wani ngeyel kualitas main naturilisasi angkat mental main lokal sayang bobol gol,Positif,0.08752241,0.28853968,0.6239379
"@IDGoonerscom udah enak banget mainnya asliii...   keknya timnas kita butuh Jover, sama butuh yg kek Xhaka.. shoot luar kotaknya ituloh yg d harapkan",enak banget main asli kayak timnas butuh jover butuh kayak xhaka shoot kotak ituloh harap,Positif,0.012651783,0.09780308,0.88954514
Timnas nih udah bagus mainnya kek 11 12 ama Australia tapi kenapa masih aja kebobolan 😩😭#TimnasDay,timnas bagus main kayak australia bobol,Positif,0.0227792,0.120800644,0.85642004
"liat TL isinya Timnas jago tapi kemasukan dua goal.? Gakpapa mainnya mungkin dah bagus bisa ngimbangin Australia, semangat Timnas Garuda",lihat tl isi timnas jago masuk goal enggak apa main deh bagus ngimbangin australia semangat timnas garuda,Positif,0.012308231,0.08945799,0.8982337
"Mainnya secantik itu masih ada yg nyinyirin, sudah jelas ini permainan timnas paling enak ditonton👊",main cantik nyinyir main timnas enak tonton,Positif,0.038185168,0.14843394,0.81338084
@onljm Malam ini mainnya timnas KOK BAGUS BANGET TUH KENAPA yaaaa kak 😭 keren bgt merrkaaaa tinggal golnya aja nih gregetttt,malam main timnas bagus banget kak keren banget merrkaaaa tinggal gol gregetttt,Positif,0.00030996077,0.018114384,0.9815756
Ketinggaln 2-0 but timnas keren banget mainnya cok minus finishing doang,ketinggaln but timnas keren banget main cok minus finishing doang,Positif,0.004952728,0.089126386,0.90592086
"timnas mainnya bagus, ayok golnya 🥺",timnas main bagus ayok gol,Positif,0.028945327,0.15175432,0.81930035
Keren mainnya timnas🇮🇩,keren main timnas,Positif,0.16531135,0.23561968,0.599069
@TimnasIndonesia Timnas terlena krn menguasai ball possession trs. Australia mainnya efektif 😭,timnas lena kuasa ball possession australia main efektif,Positif,0.3375934,0.22540645,0.43700016
"Babak pertama timnas mainnya bagus banget, cuma apes aja 🤣",babak timnas main bagus banget apes,Positif,0.012746944,0.15431762,0.83293545
"Meski ketinggalam 2, tp gw suka cara main timnas ini. Lebih rapi dari emyu mainnya",ketinggalam gue suka main timnas rapi emyu main,Positif,0.05703541,0.2381877,0.7047769
Tp kalo dilihat-lihat Australia ini tuh mainnya sebenarnya sama kek timnas kita malah lebih bagus kita dikit. Tp larinya cepet banget wehhh 😭 #TimnasDay,dilihatlihat australia main kayak timnas bagus dikit lari cepat banget wehhh,Positif,0.016151495,0.12687717,0.85697126
australia 2 peluang 2 gol. knp pas timnas mainnya bagus begini hasilnya malah lawak begini 🥲  #TimnasDay,australia peluang gol pas timnas main bagus hasil lawak,Positif,0.1266113,0.339711,0.53367764
Menang atau kalah terserah Yang penting timnas indo mainnya keren bangett Masuk 16 besar aja udah banggaa 🫶🏻,menang kalah serah timnas indonesia main keren banget masuk banggaa,Positif,0.12887879,0.2268257,0.64429545
Sumpah timnas mainnya bagus bangeeet sekarang🥲,sumpah timnas main bagus banget,Positif,0.008576243,0.392911,0.59851277
"Kaya ragu banget cok Timnas mainnya, terus ga ada target man, kamu @rfi_sdq pemanasan!",kayak ragu banget cok timnas main target man sdq panas,Positif,0.042999465,0.3246181,0.6323824
ga nyangka timnas sebagus ini mainnya lawan Australia,sangka timnas bagus main lawan australia,Positif,0.04553603,0.22657995,0.72788405
Huaaaa dahal mainnya dah bagus ini timnas,huaaaa dahal main deh bagus timnas,Positif,0.012979197,0.21648853,0.77053225
Mainnya bagus banget #TimnasDay Cuma timnas banyak wajah Eropa.. Wkwk,main bagus banget timnas wajah eropa wkwk,Positif,4.3586966e-05,0.00834767,0.9916087
udah cakep bgt ini timnas fluid bgt mainnya,cakep banget timnas fluid banget main,Positif,0.0036323941,0.11188147,0.88448614
terlepas dari skor 0nya malam ini timnas indo mainnya keren bingggiittssss #TimnasDay,lepas skor malam timnas indonesia main keren bingggiittssss,Positif,0.36205992,0.20262522,0.43531492
"Apapun hasilnya nanti, TIMNAS MAINNYA KEREN BANGET!!!!! 😭😭😭🫶🏼🫶🏼🫶🏼",hasil timnas main keren banget,Positif,0.01345082,0.14421643,0.8423327
"@Indostransfer entah kenapa aku nonton timnas mainnya bagus jadi gak misuh2, bener2 enak dilihat",tonton timnas main bagus misuh enak lihat,Positif,0.01640331,0.15592264,0.82767415
ini bukan timnas indonesia yang ku kenal mainnya wkwk #TimnasDay,timnas indonesia ku kenal main wkwk,Positif,0.30128536,0.25936872,0.43934596
TIMNAS MAINNYA KEREN BANGET😭 YUKKKKK 8 BESAR BISA BANGET INI😭😭😭😭😭😭😭😭,timnas main keren banget yukkkkk banget,Positif,0.0003177596,0.029019067,0.9706632
Timnas mainnya keren,timnas main keren,Positif,0.07791013,0.25635603,0.6657339
ga nyangka timnas mainnya semengalir dan setenang ini🥹,sangka timnas main alir tenang,Positif,0.2397101,0.35344672,0.40684316
ENAK GINI MAINNYA TIMNAS KAMI 🥹🇲🇨 #AUSvIDN #AsianCup2023 #TimnasDay,enak main timnas,Positif,0.036567993,0.13695318,0.8264789
bisa2nya timnas duluan yg mainnya bagus dripd emyu,timnas duluan main bagus dripd emyu,Positif,0.04800128,0.16853315,0.7834656
"pdhl ya aussie gk bagus amat mainnya, allegri ball, tapi timnas ngikutin lawannya, ikutan main jelek. syg bet",aussie bagus main allegri ball timnas lawan main jelek sayang banget,Positif,0.049455043,0.31474942,0.63579553
timnas cakep banget mainnya nangisss😭😭,timnas cakep banget main menang,Positif,0.01449195,0.21278164,0.7727264
@kikysaputrii Miss mainnya keren abis nih timnas apapun hasilnya.,miss main keren habis timnas hasil,Positif,0.16777201,0.38481823,0.4474098
"Apapun hasilnya, mainnya timnas ini udah sangat amat enak diliat. Progress.",hasil main timnas enak lihat progress,Positif,0.107633814,0.2273081,0.6650581
"@Indostransfer Dari awal lebih pede pas ketemu aussie, kemarin laga terakhir lawan uzbek mainnya kureng bgt. Terlepas udah sama2 lolos sih. Dari build up juga ga serapi jepang. Yok biarkan timnas memasak 🔥",percaya diri pas ketemu aussie kemarin laga lawan uzbek main reng banget lepas lolos build up serap jepang yuk timnas masak,Positif,0.018488668,0.1327132,0.8487982
"Timnas mainnya keren, euy!",timnas main keren euy,Positif,0.050535917,0.15493602,0.79452807
"terharu gue, timnas mainnya udh bagus tinggal finishing aja😭🙏",haru gue timnas main bagus tinggal finishing,Positif,0.14374633,0.39352253,0.46273115
"Sumpah, Timnas Indonesia mainnya keren bangeeettt.  #TimnasDay  #AsianCup2023",sumpah timnas indonesia main keren banget,Positif,0.034953564,0.36843735,0.5966091
kek bukan liat timnas main.. keren banget mainnya,kayak lihat timnas main keren banget main,Positif,0.013109057,0.3195133,0.6673777
Bagus skali mainnya timnas😭 ayo lah rugi klo terhenti di 16 besar,bagus main timnas ayo rugi henti,Positif,0.11579589,0.2700755,0.61412865
asli timnas mainnya jago banget ya,asli timnas main jago banget,Positif,0.028727168,0.3373018,0.63397104
Ngeri timnas mainnya,ngeri timnas main,Positif,0.06359062,0.46427846,0.47213098
KENAPA INI TIMNAS MAINNYA BAGUS BEGINI??,timnas main bagus,Positif,0.020000244,0.29280236,0.68719745
"Timnas bagus banget mainnya, tinggal Finishing + Ajarain asnawi untuk gak jadi No.10 nya unitit.",timnas bagus banget main tinggal finishing ajarain asnawi no unitit,Positif,0.0006533454,0.02906467,0.9702819
Sejauh ini TIMNAS INDONESIA mainnya keren banget... Goodluck Garuda...,timnas indonesia main keren banget goodluck garuda,Positif,0.008254473,0.084017836,0.9077277
Edaaaan ini timnas mainnya keren bgt heeee#TimnasDay,edan timnas main keren banget hai,Positif,0.009770698,0.0872293,0.903
"Seneng bgt liat Timnas mainnya impresif, walaupun masih ketinggalan 1 gol 🫶🏽",senang banget lihat timnas main impresif tinggal gol,Positif,0.008893007,0.1580349,0.8330721
"Keren gini timnas mainnya , kayak liverpool vs norwich",keren timnas main kayak liverpool vs norwich,Positif,0.12063969,0.21267869,0.66668165
BAGUS BANGET FAK INI TIMNAS MAINNYA😭😭😭,bagus banget fak timnas main,Positif,0.00023086621,0.016314143,0.98345506
Kok bisa Towel komentarin timnas cuma dr hasil? mainnya bagus begini,towel komentar timnas hasil main bagus,Positif,0.19561695,0.28377876,0.52060425
@idextratime @bliblidotcom Ini serius timnas Indonesian yang main? Mainnya dah kek foto ini aajgggg. Cantik beett. https://t.co/Q8ojJXYGXP,serius timnas indonesian main main deh kayak foto aajgggg cantik beett,Positif,0.009816131,0.093317576,0.89686626
Timnas Indonesia mainnya lebih bagus daripada @FCBarcelona anjir. Cuma finishingnya aja kacooo..,timnas indonesia main bagus anjir finishingnya kacooo,Positif,0.26433223,0.3224028,0.413265
BAGUS KALI TIMNAS KITA MAINNYA 😭👍🏻 #AsianCup2023,bagus kali timnas main,Positif,0.055824786,0.16761194,0.77656317
bangke mainnya bagus bgt timnas,bangkai main bagus banget timnas,Positif,0.017875778,0.22924909,0.7528751
"Ini timnas enak mainnya, Cuman finishingnya aja ini sirkulasi bola dan tempo udah enak.",timnas enak main cuman finishingnya sirkulasi bola tempo enak,Positif,0.0076467246,0.072051845,0.9203015
INI TIMNAS BAGUS MAINNYA 😭🔥,timnas bagus main,Positif,0.01589515,0.2524146,0.7316903
Gila!! Timnas Indonesia mainnya keren. Beda 100 peringkat sama Australia tapi mentalnya keren. #AyoIndonesia #AsianCup2023,gila timnas indonesia main keren beda peringkat australia mental keren,Positif,0.22369762,0.29073188,0.48557055
Keren bgt gilaa Timnas mainnya 😭,keren banget gila timnas main,Positif,0.0041078655,0.11404478,0.8818473
Juhhh ngeri keren abis mainnya timnas,juhhh ngeri keren habis main timnas,Positif,0.13070486,0.38291067,0.48638454
ga pernah nonton timnas sebelumnya sekeren ini mainnya dan ini australia musuhnya,tonton timnas keren main australia musuh,Positif,0.11880464,0.20487179,0.6763235
timnas mainnya bagus banget gilaaa,timnas main bagus banget gila,Positif,0.0089549245,0.17836845,0.81267667
Ini timnas indonesia apa belanda coo enak bet mainnya😭😭,timnas indonesia belanda coo enak banget main,Positif,0.0076971254,0.08366633,0.90863645
"KELASSS BGT MAINNYA UMPAN PENDEK TIMNAS INDO INI, TINGGAL NUNGGU GOLNYA DAMNNNN 🔥",kelasss banget main umpan pendek timnas indonesia tinggal tunggu gol damnnnn,Positif,0.114757836,0.35891238,0.52632976
"Wanjirrrrrrr timnas mainnya seru banget meski ketinggalan 1-0, segini teh lawannya australi. Ga pernah seseru ini nonton timnas.",wanjirrrrrrr timnas main seru banget tinggal gin teh lawan australi seru tonton timnas,Positif,0.1321748,0.38189164,0.48593357
Lma ga nonton timnas mainnya enak bener. Wajib pertahanin STY lolos ataupun tidak asian cup ini,tonton timnas main enak wajib pertahanin sty lolos asi cup,Positif,0.0011744467,0.036370233,0.9624554
mainnya uda bagus bgt ini. standar timnas di bawah STY udah naik.  yg gua takutin cuma 1: stamina. semoga bisa tetep konsisten sampe menit akhir ya😭,main bagus banget standar timnas sty gua takutin stamina moga konsisten menit,Positif,0.0038432835,0.0863425,0.9098142
gak pernah se seneng ini nonton timnas. mainnya rapih dan cantik!,senang tonton timnas main rapi cantik,Positif,0.066481836,0.1734632,0.76005495
