full_text,processed,predicted_label,predicted_probability_netral,predicted_probability_negatif,predicted_probability_positif
Keren anjer mainnya timnas,keren anjer main timnas,Negatif,0.1174293,0.47940832,0.40316245
sakit hati anjinggg timnas gw keren bgt mainnya malah kejebolan lagi,sakit hati anjinggg timnas gue keren banget main jebol,Negatif,0.04600244,0.5241796,0.429818
ini bukan timnas indonesia yang ku kenal mainnya wkwk #TimnasDay,timnas indonesia ku kenal main wkwk,Positif,0.30128536,0.25936872,0.43934596
TIMNAS MAINNYA KEREN BANGET😭 YUKKKKK 8 BESAR BISA BANGET INI😭😭😭😭😭😭😭😭,timnas main keren banget yukkkkk banget,Positif,0.0003177596,0.029019067,0.9706632
Timnas mainnya keren,timnas main keren,Positif,0.07791013,0.25635603,0.6657339
"ini timnas indo atau Manchester city njirr, bagus bgt mainnya",timnas indonesia manchester city anjir bagus banget main,Negatif,0.009476142,0.6570308,0.3334931
ga nyangka timnas mainnya semengalir dan setenang ini🥹,sangka timnas main alir tenang,Positif,0.2397101,0.35344672,0.40684316
ENAK GINI MAINNYA TIMNAS KAMI 🥹🇲🇨 #AUSvIDN #AsianCup2023 #TimnasDay,enak main timnas,Positif,0.036567993,0.13695318,0.8264789
bisa2nya timnas duluan yg mainnya bagus dripd emyu,timnas duluan main bagus dripd emyu,Positif,0.04800128,0.16853315,0.7834656
Gileeee cakep timnas mainnya,gileeee cakep timnas main,Negatif,0.06032039,0.5025842,0.43709537
Gokil mainnya Timnas.,gila main timnas,Negatif,0.037382893,0.85336286,0.10925427
"pdhl ya aussie gk bagus amat mainnya, allegri ball, tapi timnas ngikutin lawannya, ikutan main jelek. syg bet",aussie bagus main allegri ball timnas lawan main jelek sayang banget,Positif,0.049455043,0.31474942,0.63579553
timnas cakep banget mainnya nangisss😭😭,timnas cakep banget main menang,Positif,0.01449195,0.21278164,0.7727264
Bung Towel bunuh diri nonton mainnya Timnas,towel bunuh tonton main timnas,Negatif,0.0876638,0.75116074,0.16117546
@kikysaputrii Miss mainnya keren abis nih timnas apapun hasilnya.,miss main keren habis timnas hasil,Positif,0.16777201,0.38481823,0.4474098
"Apapun hasilnya, mainnya timnas ini udah sangat amat enak diliat. Progress.",hasil main timnas enak lihat progress,Positif,0.107633814,0.2273081,0.6650581
Timnas mainnya cakep gini cuma finishingnya yg ampas,timnas main cakep finishingnya ampas,Netral,0.4489879,0.2645495,0.2864626
"@Indostransfer Dari awal lebih pede pas ketemu aussie, kemarin laga terakhir lawan uzbek mainnya kureng bgt. Terlepas udah sama2 lolos sih. Dari build up juga ga serapi jepang. Yok biarkan timnas memasak 🔥",percaya diri pas ketemu aussie kemarin laga lawan uzbek main reng banget lepas lolos build up serap jepang yuk timnas masak,Positif,0.018488668,0.1327132,0.8487982
"Timnas mainnya keren, euy!",timnas main keren euy,Positif,0.050535917,0.15493602,0.79452807
"terharu gue, timnas mainnya udh bagus tinggal finishing aja😭🙏",haru gue timnas main bagus tinggal finishing,Positif,0.14374633,0.39352253,0.46273115
"Sumpah, Timnas Indonesia mainnya keren bangeeettt.  #TimnasDay  #AsianCup2023",sumpah timnas indonesia main keren banget,Positif,0.034953564,0.36843735,0.5966091
Ini beneran timnas indonesia? Mainnya cakep bangeettt hari ini lawan aussie 🔥🔥🔥 harusnya minimal bisa cetak gol lah,timnas indonesia main cakep banget lawan aussie minimal cetak gol,Negatif,0.12316693,0.45697916,0.41985393
kek bukan liat timnas main.. keren banget mainnya,kayak lihat timnas main keren banget main,Positif,0.013109057,0.3195133,0.6673777
mainnya cakep banget anj timnas gua,main cakep banget anjing timnas gua,Negatif,0.0012360833,0.99308974,0.0056741745
Bagus skali mainnya timnas😭 ayo lah rugi klo terhenti di 16 besar,bagus main timnas ayo rugi henti,Positif,0.11579589,0.2700755,0.61412865
"sty lucu banget kalo marah  timnas mainnya bagus, tapi ngga bisa gol in",sty lucu banget marah timnas main bagus gol,Negatif,0.019437226,0.6381039,0.34245884
asli timnas mainnya jago banget ya,asli timnas main jago banget,Positif,0.028727168,0.3373018,0.63397104
Ngeri timnas mainnya,ngeri timnas main,Positif,0.06359062,0.46427846,0.47213098
sedapp betull timnas mainnya,sedapp betull timnas main,Negatif,0.051864017,0.5478676,0.4002684
KENAPA INI TIMNAS MAINNYA BAGUS BEGINI??,timnas main bagus,Positif,0.020000244,0.29280236,0.68719745
"Timnas bagus banget mainnya, tinggal Finishing + Ajarain asnawi untuk gak jadi No.10 nya unitit.",timnas bagus banget main tinggal finishing ajarain asnawi no unitit,Positif,0.0006533454,0.02906467,0.9702819
Sejauh ini TIMNAS INDONESIA mainnya keren banget... Goodluck Garuda...,timnas indonesia main keren banget goodluck garuda,Positif,0.008254473,0.084017836,0.9077277
Gila ini timnas mainnya cakep bener dah 🥹,gila timnas main cakep deh,Negatif,0.016716667,0.7182992,0.26498407
Edaaaan ini timnas mainnya keren bgt heeee#TimnasDay,edan timnas main keren banget hai,Positif,0.009770698,0.0872293,0.903
terharuuuu bgt sumpahh timnas sekarang mainnya baguss bangeettttt 😭😭😭,haru banget sumpah timnas main bagus bangeettttt,Negatif,0.011268961,0.65382606,0.33490494
"Seneng bgt liat Timnas mainnya impresif, walaupun masih ketinggalan 1 gol 🫶🏽",senang banget lihat timnas main impresif tinggal gol,Positif,0.008893007,0.1580349,0.8330721
"Keren gini timnas mainnya , kayak liverpool vs norwich",keren timnas main kayak liverpool vs norwich,Positif,0.12063969,0.21267869,0.66668165
BAGUS BANGET FAK INI TIMNAS MAINNYA😭😭😭,bagus banget fak timnas main,Positif,0.00023086621,0.016314143,0.98345506
Kok bisa Towel komentarin timnas cuma dr hasil? mainnya bagus begini,towel komentar timnas hasil main bagus,Positif,0.19561695,0.28377876,0.52060425
@idextratime @bliblidotcom Ini serius timnas Indonesian yang main? Mainnya dah kek foto ini aajgggg. Cantik beett. https://t.co/Q8ojJXYGXP,serius timnas indonesian main main deh kayak foto aajgggg cantik beett,Positif,0.009816131,0.093317576,0.89686626
Timnas Indonesia mainnya lebih bagus daripada @FCBarcelona anjir. Cuma finishingnya aja kacooo..,timnas indonesia main bagus anjir finishingnya kacooo,Positif,0.26433223,0.3224028,0.413265
BAGUS KALI TIMNAS KITA MAINNYA 😭👍🏻 #AsianCup2023,bagus kali timnas main,Positif,0.055824786,0.16761194,0.77656317
bangke mainnya bagus bgt timnas,bangkai main bagus banget timnas,Positif,0.017875778,0.22924909,0.7528751
"Ini timnas enak mainnya, Cuman finishingnya aja ini sirkulasi bola dan tempo udah enak.",timnas enak main cuman finishingnya sirkulasi bola tempo enak,Positif,0.0076467246,0.072051845,0.9203015
INI TIMNAS BAGUS MAINNYA 😭🔥,timnas bagus main,Positif,0.01589515,0.2524146,0.7316903
Gila!! Timnas Indonesia mainnya keren. Beda 100 peringkat sama Australia tapi mentalnya keren. #AyoIndonesia #AsianCup2023,gila timnas indonesia main keren beda peringkat australia mental keren,Positif,0.22369762,0.29073188,0.48557055
Keren bgt gilaa Timnas mainnya 😭,keren banget gila timnas main,Positif,0.0041078655,0.11404478,0.8818473
timnas mainnya cantik bener kaya ni oranf https://t.co/OZ3KWi2uRB,timnas main cantik kayak oranf,Negatif,0.09840527,0.7380642,0.16353053
keren sumpah mainnya timnas,keren sumpah main timnas,Negatif,0.04181309,0.80178154,0.15640539
Juhhh ngeri keren abis mainnya timnas,juhhh ngeri keren habis main timnas,Positif,0.13070486,0.38291067,0.48638454
ga pernah nonton timnas sebelumnya sekeren ini mainnya dan ini australia musuhnya,tonton timnas keren main australia musuh,Positif,0.11880464,0.20487179,0.6763235
timnas mainnya bagus banget gilaaa,timnas main bagus banget gila,Positif,0.0089549245,0.17836845,0.81267667
Ini timnas indonesia apa belanda coo enak bet mainnya😭😭,timnas indonesia belanda coo enak banget main,Positif,0.0076971254,0.08366633,0.90863645
Timnas mainnya gokillll,timnas main gokillll,Negatif,0.111628704,0.63913214,0.24923918
"KELASSS BGT MAINNYA UMPAN PENDEK TIMNAS INDO INI, TINGGAL NUNGGU GOLNYA DAMNNNN 🔥",kelasss banget main umpan pendek timnas indonesia tinggal tunggu gol damnnnn,Positif,0.114757836,0.35891238,0.52632976
"Wanjirrrrrrr timnas mainnya seru banget meski ketinggalan 1-0, segini teh lawannya australi. Ga pernah seseru ini nonton timnas.",wanjirrrrrrr timnas main seru banget tinggal gin teh lawan australi seru tonton timnas,Positif,0.1321748,0.38189164,0.48593357
Lma ga nonton timnas mainnya enak bener. Wajib pertahanin STY lolos ataupun tidak asian cup ini,tonton timnas main enak wajib pertahanin sty lolos asi cup,Positif,0.0011744467,0.036370233,0.9624554
Ini kalo masih ada yang nyinyir sama timnas Indonesia sih kebangetan. Gilaa ini mainnya kelasss anjirrr. Biarkan malam ini kita menikmati permainan Indonesia apapun hasilnya #TimnasDay #AFCAsianCup2023,nyinyir timnas indonesia banget gila main kelasss anjir malam nikmat main indonesia hasil,Negatif,0.09702681,0.5170158,0.38595742
kelas gini timnas mainnya,kelas timnas main,Negatif,0.1745574,0.47049496,0.35494763
mainnya uda bagus bgt ini. standar timnas di bawah STY udah naik.  yg gua takutin cuma 1: stamina. semoga bisa tetep konsisten sampe menit akhir ya😭,main bagus banget standar timnas sty gua takutin stamina moga konsisten menit,Positif,0.0038432835,0.0863425,0.9098142
gak pernah se seneng ini nonton timnas. mainnya rapih dan cantik!,senang tonton timnas main rapi cantik,Positif,0.066481836,0.1734632,0.76005495
demi apapun timnas mainnya bagus bgt woyyy bisa yokkk😭😭😭,timnas main bagus banget woy yuk,Positif,0.016328778,0.16850671,0.81516457
Bagus banget mainnya Timnas. Kalah juga gak apa ini mah udah naek kelas 👏,bagus banget main timnas kalah mah kelas,Positif,0.003318802,0.254528,0.74215317
Babak pertama bagus banget timnas mainnya,babak bagus banget timnas main,Positif,0.0012743055,0.03549515,0.96323055
Timnas bagus banget ajg mainnya wtf terharu gw 😭😭😭,timnas bagus banget ajg main wtf haru gue,Positif,0.0008459758,0.031914286,0.96723974
tapi mainnya cakep deh ini timnas,main cakep deh timnas,Negatif,0.045611653,0.70033365,0.25405464
Baru join semenit.  Wow Timnas keren mainnya ☝️☝️☝️,join menit wow timnas keren main,Negatif,0.14857115,0.5098597,0.34156913
COYYYY TIMNAS MAINNYA KELAZZZZ 🔥🔥🔥🔥🔥🔥,coyyyy timnas main kelazzzz,Negatif,0.10591394,0.6627748,0.23131123
Gagah sekali mainnya timnas kita! 🇮🇩,gagah main timnas,Negatif,0.11680116,0.6310888,0.25211
"Aseli timnas mainnya bagus dah... STY jangan dikick, progress nya nyata banget ini",aseli timnas main bagus deh sty dikick progress nyata banget,Positif,0.00018823215,0.015143808,0.98466784
Sumpah ni timnas bagus banget mainnya malam ini,sumpah timnas bagus banget main malam,Positif,0.0019965752,0.059595045,0.9384084
Timnas edaaaaan mainnya....🫣👏👏 #TimnasDay #KitaGaruda,timnas edaaaaan main,Negatif,0.053749908,0.5308395,0.41541058
keren banget ini timnas mainnya,keren banget timnas main,Positif,0.0015697675,0.038370747,0.96005946
MAINNYA TIMNAS DAH BAGUS TINGGAL GOL NYA AJA AYO!! BISA!! AKU YAKIN BAKAL BOBOL JUGA TU GAWANG KIPER UNGU,main timnas deh bagus tinggal gol ayo bobol gawang kiper ungu,Positif,0.013567052,0.13722117,0.84921175
KEREN BGT MAINNYA TIMNAS COKK🇮🇩🔥🇮🇩🔥🇮🇩🔥  #TimnasDay,keren banget main timnas cokk,Positif,0.00035403576,0.018627651,0.9810183
Gokil banget mainnya timnas,gila banget main timnas,Negatif,0.014622197,0.8185299,0.16684793
timnas nih mainnya bagus bgt tp finishingnya ampas macem club london utara merah itu yak 😅,timnas main bagus banget finishingnya ampas club london utara merah,Positif,0.00026655936,0.018447239,0.98128617
timnas keren gini mainnya,timnas keren main,Positif,0.03937125,0.30430144,0.65632737
"Senyum2 sendiri liat mainnya timnas. Ya walau finishing belum cakep, tp beneran nggak nyangka timnas bisa main seperti itu",senyum lihat main timnas finishing cakep sangka timnas main,Negatif,0.2464106,0.3896568,0.36393258
"Mainnya timnas asik banget, tinggal finishingnya aja ini sihh",main timnas asik banget tinggal finishingnya,Positif,0.035199538,0.27560014,0.6892003
timnas mainnya cakep banget cok😭😭😭,timnas main cakep banget cok,Negatif,0.018157566,0.86189264,0.11994981
#TimnasDay cakep nih timnas mainnya. Bangga. Semoga gol https://t.co/ghQ2SwcFe0,cakep timnas main bangga moga gol,Positif,0.3091433,0.31049806,0.38035855
Kukira Manchester City ternyata Timnas indonesia. Keren banget mainnya tinggal finishing aja.,manchester city nyata timnas indonesia keren banget main tinggal finishing,Positif,0.010015097,0.087019324,0.9029656
timnas bagus bgt mainnya 🥹🥹,timnas bagus banget main,Positif,0.0027513455,0.06334621,0.93390244
TIMNAS MAINNYA BAGUS BGT COY #TimnasDay,timnas main bagus banget coy,Positif,0.0065663056,0.0977363,0.8956975
"ni eti bikin pnsrn deh timnas ktanya bagus mainnya, tp leoniel blm gold 😔😔😭😭😭",eti pnsrn deh timnas bagus main leoniel gold,Positif,0.0042076726,0.050840124,0.9449522
"Timnas mainnya keren, kalo lawan barcelona aku jelas pegang timnas",timnas main keren lawan barcelona pegang timnas,Positif,0.113448784,0.39873034,0.48782083
timnas mainnya bagus euy wkwk,timnas main bagus euy wkwk,Positif,0.0036435626,0.04852619,0.9478302
INI TIMNAS INDONESIA APA BRAZIL ANYING BAGUS BGT MAINNYA!!! #TimnasDay,timnas indonesia brazil anying bagus banget main,Positif,0.028074581,0.29236004,0.67956537
"Gila kualitas banget mainnya timnas, madun dan martin pasti bangga",gila kualitas banget main timnas madun martin bangga,Positif,0.012734626,0.3370534,0.65021193
beneran Timnas Indo kah ini ? bisa begini mainnya sekarang 🥹,timnas indonesia kah main,Negatif,0.02382314,0.8660986,0.11007835
"gelo marselino ini, 19thn mainnya dah kek gini asli wonderkid, aset jangka panjang timnas",gelo marselino main deh kayak asli wonderkid aset jangka timnas,Positif,0.01213715,0.24800147,0.7398614
Njiingg timnas mainnya keren bangeett,njiingg timnas main keren banget,Positif,0.0071802097,0.11027829,0.8825415
Timnas bagus cookk mainnya banyak bener variasi nyerangnya,timnas bagus cookk main variasi nyerangnya,Positif,0.026497321,0.14620958,0.8272931
sumpah w bahagia banget liat timnas mainnya kek gini 😭😭😭 fak yang ga suka sty. Plis PSSI #PerpanjangSTY,sumpah bahagia banget lihat timnas main kayak fak suka sty plis pssi,Negatif,0.082602866,0.62023246,0.29716465
timnas cakep sih mainnya sejauh ini,timnas cakep main,Negatif,0.05668508,0.4822463,0.46106863
YA ALLAH BANTU TIMNAS YA ALLAH MEREKA MAINNYA UDAH BAGUS BANGET TAPI STRIKERNYA EMANG KURANG YA ALLAH TOLONG DIBANTU 😭😭😭😭😭😭,allah bantu timnas allah main bagus banget striker allah tolong bantu,Positif,0.015228022,0.22994217,0.7548298
Terharu oyy nonton timnas wkwk cakep bener mainnya,haru oyy tonton timnas wkwk cakep main,Positif,0.3899774,0.19742534,0.4125972
Timnas Garuda mainnya kereeennn 🔥😍 walaupun kalah proud of you 🇮🇩 #TimnasDay,timnas garuda main kereeennn kalah proud of you,Negatif,0.25334278,0.48958465,0.25707254
TIMNAS MAINNYA CAKEP BANGET... TERHARU COK!,timnas main cakep banget haru cok,Positif,0.09379066,0.397781,0.50842834
Ini beneran timnas indonesia? Bagus banget mainnya 😭,timnas indonesia bagus banget main,Positif,0.010575494,0.08994245,0.899482
timnas mainnya lebih bagus dari barcelona gini resepnya apa?,timnas main bagus barcelona resep,Positif,0.041613538,0.20350285,0.75488365
wow timnas hari ini bnr2 keren mainnya👏,wow timnas keren main,Positif,0.053963467,0.34238547,0.60365105
Timnas mainnya cantik banget kek tim tim EPL😭❤️,timnas main cantik banget kayak tim tim epl,Positif,0.036402933,0.14730862,0.8162885
Madep gini mainnya timnas,madep main timnas,Negatif,0.11680116,0.6310888,0.25211
Ini seriusan Timnas indonesia? Keren bgt mainnya gilakkk,serius timnas indonesia keren banget main gila,Positif,0.018922165,0.115461744,0.86561614
Timnas mainnya baguss 🥹,timnas main bagus,Positif,0.020000244,0.29280236,0.68719745
@idextratime @bliblidotcom Ini timnas atau chelsea. Enak bener mainnya,timnas chelsea enak main,Positif,0.016407274,0.11933515,0.86425763
Faak mainnya enak banget timnas,faak main enak banget timnas,Positif,0.002392813,0.071010195,0.92659706
timnas bagus bgt mainnya 🥶🥶🥶,timnas bagus banget main,Positif,0.0027513455,0.06334621,0.93390244
bangsat ini timnas mainnya gini gokil anying,bangsat timnas main gila anying,Negatif,0.013591852,0.93659276,0.04981538
kek bukan timnas kalo mainnya gini,kayak timnas main,Negatif,0.031158365,0.8728124,0.096029185
Bagus bener mainnya timnas Indonesia. Sayang penyelesaiannga anyep. #AUSvIDN,bagus main timnas indonesia sayang penyelesaiannga anyep,Positif,0.17238678,0.24818406,0.5794291
Ini gue nonton timnas indo beneran? Gile lawan ostrali mainnya keren gini cuy 🤩,gue tonton timnas indonesia gila lawan ostrali main keren cuy,Negatif,0.16962774,0.53483176,0.29554054
ini timnas mainnya enak bgttt ditonton,timnas main enak banget tonton,Positif,0.0010341704,0.034959108,0.9640067
Kerenn asli timnas mainnya cantik,keren asli timnas main cantik,Positif,0.06823435,0.17544994,0.75631577
ini timnas mana sih kok rapi bner mainnya,timnas rapi main,Positif,0.082534045,0.4043253,0.5131407
Anjir ini seriusan Indonesia mainnya gini? Gila Australia dikandangin anjir gokil timnas,anjir serius indonesia main gila australia dikandangin anjir gila timnas,Negatif,0.089735545,0.7648051,0.14545932
KAYAK BUKAN NONTON TIMNAS ANJIING KEREN BAT MAINNYA,kayak tonton timnas anjiing keren banget main,Positif,0.029825205,0.21783346,0.7523414
timnas mainnya udah bagus tinggal golnya aja ini mah,timnas main bagus tinggal gol mah,Positif,0.113592625,0.2598003,0.62660706
ini gue bener nonton timnas Indo kan ya? 😅 bagus bener mainnya,gue tonton timnas indonesia bagus main,Positif,0.21918884,0.34984806,0.4309631
KEREN MAINNYA TIMNAS 🇮🇩,keren main timnas,Positif,0.16531135,0.23561968,0.599069
ini timnas indonesia kah??? keren mainnya coy,timnas indonesia kah keren main coy,Negatif,0.1520617,0.4942634,0.35367486
Timnas Indonesia sejauh ini mainnya cantikk bangett 🥹❤️,timnas indonesia main cantik banget,Positif,0.034197755,0.24451914,0.72128314
"FAAAAAKKK TIMNAS MAINNYA KELAS BANGET, KAYA BUKAN NONTON TIMNAS 😭😭😭🥹🥹🥹✨✨",faaaaakkk timnas main kelas banget kayak tonton timnas,Positif,0.11797572,0.40903157,0.47299266
@idextratime @bliblidotcom Nangis cok liat mainnya timnas 😭😭,menang cok lihat main timnas,Netral,0.3796352,0.25911108,0.3612537
Njir kapan lagi lihat Timnas mainnya kayak gini 😍😍,anjir lihat timnas main kayak,Negatif,0.010365429,0.9270145,0.062620014
Keren mainnya timnas 🔥,keren main timnas,Positif,0.16531135,0.23561968,0.599069
DEMI ALLAH TIMNAS INI BAGUS BANGET MAINNYA WOIIII 😭,allah timnas bagus banget main woiiii,Negatif,0.0067964415,0.51708996,0.47611353
Ini beneran Timnas Indonesia? Asik bgt bjir mainnya😭,timnas indonesia asik banget bjir main,Positif,0.0193663,0.11046849,0.87016517
timnas hindia belanda keren mainnya,timnas hindia belanda keren main,Positif,0.079378605,0.19346307,0.7271583
"Ini klo ga ada goal buat timnas kebangetan sih, udh keren gini mainnya",goal timnas banget keren main,Positif,0.003938582,0.06518108,0.93088037
Ini seriusan timnas Indonesia?? Gila mainnya,serius timnas indonesia gila main,Negatif,0.05988125,0.69884115,0.24127762
GOKIL SIIHH TIMNAS MAINNYA KELAS BANGET 🇮🇩,gila timnas main kelas banget,Negatif,0.012007066,0.71560746,0.27238545
"Timnas day , mainnya bagus bener ini cok, nyerang terus",timnas day main bagus cok serang,Positif,0.07233882,0.23405647,0.6936047
timnas mainnya bagus bet cok,timnas main bagus banget cok,Positif,0.00861687,0.11961899,0.8717641
Timnas hari ini mainnya bagus banget,timnas main bagus banget,Positif,0.004894415,0.12555695,0.8695487
Mainnya timnas bagus gak kek tim setan itu 🥹😍,main timnas bagus kayak tim setan,Negatif,0.01165795,0.9421621,0.046179935
tell me ini bukan timnas gak sih anjrit keren banget mainnya,tell me timnas anjrit keren banget main,Positif,0.009121146,0.086445175,0.90443367
"ini mainnya timnas MasyaAllah bagus, beda dari sebelum²nya🥹",main timnas masyaallah bagus beda,Negatif,0.1978743,0.41281098,0.38931474
NJIRRRR GUE NONTON TIMNAS INDONESIA ATAU TIM EPL INI??? CAKEP BENER MAINNYA.,njirrrr gue tonton timnas indonesia tim epl cakep main,Negatif,0.26271567,0.38398322,0.35330114
Kok lumayan ini mainnya timnas,lumayan main timnas,Positif,0.12697256,0.25062123,0.62240624
Cakep bgt mainnya timnas gokilll,cakep banget main timnas gila,Positif,0.03568196,0.20836174,0.75595635
serius ini timnas bjir goks amat mainnya cantik banget,serius timnas bjir goks main cantik banget,Positif,0.019150343,0.19166718,0.78918254
Timnas mainnya bagus bangey cuy lebih bagus dari permainan australi #TimnasDay,timnas main bagus bangey cuy bagus main australi,Positif,0.001504603,0.03474336,0.9637521
woyy keren banget lah timnas mainnya,woyy keren banget timnas main,Positif,0.0018765128,0.042503364,0.95562017
"Sumpah, keren banget cok Timnas mainnya.",sumpah keren banget cok timnas main,Positif,0.007855481,0.14268996,0.8494546
Bukan timnas ini mah. Cakep bener masa mainnya,timnas mah cakep main,Negatif,0.033329967,0.8358633,0.1308067
Eh kok bagus ini mainnya timnas Indonesia,eh bagus main timnas indonesia,Positif,0.19388473,0.32011104,0.48600417
Sumpah timnas kayak kesurupan madrid mainnya,sumpah timnas kayak surup madrid main,Negatif,0.0030635386,0.9857314,0.011205046
terharu liat mainnya timnas 🥺,haru lihat main timnas,Positif,0.29611155,0.33007097,0.37381753
timnas keren banget mainnya 😭,timnas keren banget main,Positif,0.0046975617,0.063643515,0.93165886
Mainnya timnas ni bagus parah 😭😭😭,main timnas bagus parah,Negatif,0.014032299,0.88831186,0.09765586
Timnas mainnya keren banget 😭😭😭,timnas main keren banget,Positif,0.00647253,0.105638325,0.88788915
Heran sm bung towel yg bilang timnas kurang pdhl mainnya bagus gini,heran towel timnas main bagus,Negatif,0.04823967,0.6224559,0.32930443
Asli mainnya bagus. Harusnya kayak 1 gol buat timnas .,asli main bagus kayak gol timnas,Positif,0.1505192,0.21791787,0.6315629
timnas mainnya keren gini,timnas main keren,Positif,0.07791013,0.25635603,0.6657339
ya allah ini timnas keren bener demi allah mainnya pen nangis dah,allah timnas keren allah main pengin menang deh,Negatif,0.0022665968,0.98126537,0.016467992
keren amat timnas mainnya,keren timnas main,Positif,0.114432916,0.28783247,0.5977346
GILEE TIMNAS INDONESIA MAINNYA KERASUKAN APA NIH? KEREN BANGET BJIIRR,gilee timnas indonesia main rasuk keren banget bjiirr,Positif,0.06992357,0.19839899,0.73167735
"Mainnya timnas cakep bener yaaa, SDM nya emang jauh beda sama sebelum2nya 🥺👍😭",main timnas cakep sdm beda,Netral,0.3644461,0.27542588,0.3601281
SUMPAHH TIMNAS KEREN BANGET MAINNYA. PAKEK JIMAT APA INII,sumpah timnas keren banget main pakai jimat,Positif,0.010050979,0.21952452,0.77042454
"Bisa begini yak timnas kita mainnya, sakti🫶🏻",timnas main sakti,Negatif,0.111628704,0.63913214,0.24923918
"Liat timeline pada bilang timnas main bagus.  .  Hmm ini Australia yg kaget kayaknya loh ko bisa mereka mainnya begini 😂😂😂""""",lihat timeline timnas main bagus hmm australia kaget kayak main,Positif,0.015450728,0.09759303,0.8869563
"timnas mainnya udah bagus banget, tinggal gol-nya aja yg belum dateng😭",timnas main bagus banget tinggal gol,Positif,0.009852589,0.101975515,0.88817185
"sekeluarga nonton pada blg timnas bagus banget mainnya, improve banyak🥹🥹",keluarga tonton timnas bagus banget main improve,Positif,0.0066164657,0.06620651,0.927177
bagus gini timnas mainnya,bagus timnas main,Positif,0.063840196,0.36729535,0.56886446
"@Info_SerieA setelah timnas Piala Asia 2007 ini, timnas ini gokil sih mainnya",seriea timnas piala asia timnas gila main,Positif,0.18967457,0.3782761,0.43204936
ini mah kalo masi ada yang ngatain mainnya timnas fix kena penyakit yang namanya TOLOL,mah katai main timnas fix kena sakit nama tolol,Negatif,0.017829385,0.9373947,0.044775926
"Anjay ini bukan timnas yg gue liat, mainnya bagus bgt kayak emyu",anjay timnas gue lihat main bagus banget kayak emyu,Positif,0.046221066,0.2506393,0.70313966
"Asli timnas keren banget mainnya woy, pen nangis.",asli timnas keren banget main woy pengin menang,Negatif,0.007378401,0.830383,0.1622386
Jujur timnas mainnya kali ini enak bgt gila,jujur timnas main kali enak banget gila,Positif,0.005023867,0.27830693,0.71666926
Cakep banget dah mainnya timnas 🔥🔥🔥,cakep banget deh main timnas,Positif,0.0014479636,0.06646334,0.9320888
"timnas mainnya cantik nih, iya kaya kamu..",timnas main cantik iya kayak,Negatif,0.20720533,0.4207294,0.37206528
Gak berasa nonton timnas Indonesia vs Australia 😭  Indonesia mainnya cair dan berani #AUSvIDN #AsianCup2023,asa tonton timnas indonesia vs australia indonesia main cair berani,Positif,0.31579575,0.25553715,0.42866716
"sejauh ini permainan timnas indonesia mainnya sangat bagus, bisa mengimbangi timnas australia. #TimnasDay #AsianCup2023",main timnas indonesia main bagus imbang timnas australia,Positif,0.06478523,0.1651724,0.77004236
"NGERI TIMNAS MAINNYA TENANG DAN RAPI BANGET, SEMOGA KONSISTEN 90 MENIT  #TimnasDay #AFCAsianCup2023",ngeri timnas main tenang rapi banget moga konsisten menit,Positif,0.0053666383,0.06390985,0.9307236
Ga nyangka timnas mainnya bagus gini,sangka timnas main bagus,Positif,0.027202755,0.43403062,0.53876656
timnas kita main nya gacor juga malam ini suka nih gw kalo mainnya begini,timnas main gacor malam suka gue main,Negatif,0.10954267,0.6427732,0.24768417
"@idextratime @bliblidotcom Mainnya ganteng gini timnas euy, kombinasi marceng hubner dan ivar harum",main ganteng timnas euy kombinasi marceng hubner ivar harum,Positif,0.13310686,0.1994412,0.667452
Woi ini lawan ostrali mainnya keren bgt timnas kita,woi lawan ostrali main keren banget timnas,Negatif,0.015564997,0.7842423,0.2001927
Mainnya timnas OK lah sebenernya ini. Harusnya bisa sih.,main timnas ok,Negatif,0.24828722,0.40520635,0.34650645
fomo nnton timnas dan ga nyangka mainnya kek gitu. bisalah menang,fomo tonton timnas sangka main kayak menang,Negatif,0.118630685,0.63812894,0.2432404
seumur² baru kali ini liat mainnya timnas keren cuy,umur kali lihat main timnas keren cuy,Negatif,0.19357362,0.50433016,0.30209622
"Indonesia mainnya bagus bener wkwkwkw. Tenang, kalem, mikir, walaupun kadang di depan ya begitu. kapan lg coba ngeliat timnas main secantik ini🥵🥵",indonesia main bagus wkwkwkw tenang kalem mikir kadang coba lihat timnas main cantik,Positif,0.021754548,0.11694506,0.86130035
timnas ni? keren bgt mainnya 🇮🇩,timnas keren banget main,Positif,0.0046975617,0.063643515,0.93165886
timnas mainnya enak kalem ga grusak grusuk,timnas main enak kalem grusak grusuk,Positif,0.008222182,0.09047867,0.9012991
SEJAUH INI BENER BENER BANGGA BANGET NANGIS MAINNYA CIAMIK WOILAH TIMNAS😭🤍,bangga banget menang main ciamik woilah timnas,Positif,0.0023874019,0.04240321,0.95520943
Result aside. Cukup kagum sama cara mainnya timnas.  Shin Tae Yong does raise the bar for Indonesian football.,result aside kagum main timnas shin tae yong does raise the bar for indonesian football,Positif,0.28399536,0.20194928,0.51405543
Ini Timnas Indonesia bener lawan Australia apa Brunei Darussalam?kok cakep banget mainnya.,timnas indonesia lawan australia brunei darussalamkok cakep banget main,Positif,0.109848246,0.4440707,0.44608107
