full_text,topic,processed,predicted_label,predicted_probability
@purryfied aku waktu itu bener2 clean eating yg manis2 kaya martabak boba itu engga. makanan aku rebus/kukus kecuali protein gitu. olahraga juga rutin. cumuknya pake sabun badan. tp klo sekarang pake fw kleveru moist cosrx ss skinaqua (kadang exfo juga pake cosrx),1,benar clean eating manis kayak martabak boba enga makan rebuskukus kecuali protein olahraga rutin cumuknya pakai sabun badan pakai fw kleveru memoist cosrx skinaqua kadang exfo pakai cosrx,Positif,[0.78338665]
@ohmybeautybank aku pake moist cosrx omg love bnget buat yang oily acne prone ,3,pakai memoist cosrx omg love banget oily acne prone,Positif,[0.7079789]
@ohmybeautybank ak pake dorskin kak pas malam pake moist cosrx trus ditotol dorskin di jerawat nya aja,1,pakai dorsk kak pas malam pakai memoist cosrx totol dorsk jerawat,Positif,[0.74526656]
@ohmybeautybank aku pakai moist ceramon nderr ini teksturnya gel trs ringan. kalau aku lagi breakout selalu balik ke moist ini sejauh ini nampolll bangett. tp ini lagi pgn nyoba moist cosrx sih semoga aja cocokkk ,3,pakai memoist ceramon dar tekstur gel ringan breakout memoist menampol banget pengin coba memoist cosrx moga cocok,Positif,[0.9472924]
@pinaplepizza_ @UGM_FESS moist cosrx oil free ss azarine setting spray luxcrime bedak luxcrim two way cake maskara pinkflash lip lipan ganti ganti aku pake azarine emina sama somethinc udah itu aja sih kak,0,fes memoist cosrx oil fre azarine ting spray luxcrime bedak luxcrim two way cake maskara pinkflash lip lipan ganti ganti pakai azarine emina somethinc kak,Positif,[0.9515732]
@ohmybeautybank ini ajaa moist cosrx birch sap isinyaa gede melembabkan banget https://t.co/z47LOdnt9O,2,memoist cosrx birch sap isi gede lembab banget,Positif,[0.83504283]
nyesel bgt tadi ga langsung co moist cosrx padahal kedapetan harga mereng jadi 150an ,4,sesal banget tidak_langsung cowok memoist cosrx harga mereng an,Negatif,[0.78139424]
moist cosrx mahal bgtt abjdjeisjwkamwkwkakmakwkakkama ap gw stay hadalabo aj yh,2,memoist cosrx mahal banget abjdjeisjwkamwkwkakmakwkakama gue stay hadalabo iya,Negatif,[0.5137774]
@ohmybeautybank Moist cosrx yg snail cinta bgt gapernah nyesel,4,memoist cosrx snail cinta banget enggak pernah sesal,Positif,[0.52221584]
Bahkan too moist cosrx lebih ringan di banding moist somethinc yang ijo,4,memoist cosrx ringan banding memoist somethinc ijo,Positif,[0.830677]
@uarmyhope182 Aku beli 3item aja udh meraung raung dompetku kakk tp cobain deh moist cosrx yg snail yg samaan sama essence nya. Enakk bgt ituu duh mana jd glowing bgt,4,beli item raung raung dompet kak coba deh memoist cosrx snail saman esence enak banget duh glowing banget,Positif,[0.92782]
@beautales_ @ohmybeautybank BENERRR MOIST COSRX INI GD YG NANDINGIN ALIAS AWETTT DAN BAGUS POL,2,benar memoist cosrx enggak_ada tanding alias awet bagus pol,Positif,[0.9892272]
moist cosrx emg bagus bgt tapi sedih setiap cobain yg snail mereka kulit w lgsg gatel2 merah dan bruntusan disaat produk itu cocok dan hasilnya bagus bgt di banyak org ,4,memoist cosrx bagus banget sedih coba snail kulit langsung gatal merah bruntus disat produk cocok hasil bagus banget orang,Positif,[0.827772]
@ohmybeautybank Ahh pakai moist cosrx malah kusem banget mukaku ,3,ah pakai memoist cosrx kusam banget muka,Positif,[0.78698623]
@ohmybeautybank rilmin moist cosrx gada lawan tp aku yg oil free,4,rilmin memoist cosrx enggak ada lawan oil fre,Negatif,[0.9620747]
Mending moist cosrx oil free atau snail? Aku baru nyoba oil free sih so far bagus aja tapi pengen nyoba yg snail:),4,mending memoist cosrx oil fre snail coba oil fre sok far bagus pengin coba snail,Negatif,[0.62977296]
@ohmybeautybank st aku oily to acne dan menurut aku moist cosrx ini b aja ga se wahh itu dia fokusnya cuma bener bener melembabkan aja di aku dan untuk jerawat kurang bgt apalagi untuk kemerahan. untuk tekstur di muka agak bikin nambah oily juga dan sedikit sumuk di aku,3,st oily acne memoist cosrx tidak_fokus benar benar lembab jerawat banget merah tekstur memuka-muka oily sumuk,Positif,[0.8240592]
@ohmybeautybank pakai moist cosrx ini gak habis habis sampai bosen. ,3,pakai memoist cosrx tidak_habis habis bosan,Positif,[0.6445464]
@ohmybeautybank Aku pke moist cosrx itu udah setaon st kombinasi. Yg penting basic nya kuat (moist ss fw yg cocok adalah koutji). Nah si cosrx moist nya di aku melembabkan nya mantep sih trus bruntusan jidad aku berkureng. Mending cosrx dari pada pyunkang Yul sih. aku barengi skinker pdukung yg dbwh ini https://t.co/GRB6nEPZhs,4,pakai memoist cosrx setaon st kombinasi basic kuat memoist fw cocok koutji cosrx memoist lembab mantap bruntus jidat reng mending cosrx pyunkang yul bareng skinker pdukung,Positif,[0.9901391]
@ohmybeautybank skintype dry to sensitive bagus bagus aja sih calming juga karna waktu itu aku lagi jerawatan cukup ngelembabin tapi ngga to much kalo mau oke lagi pake moist cosrx snail mucin nya nder itu bagus juga buat kulit gradakan,3,skintype dry sensitive bagus bagus calming jerawat lembab tidak_much oke pakai memoist cosrx snail memuc dar bagus kulit grada,Positif,[0.9924487]
@ohmybeautybank bagusss polll buat lembab bgt si cinta banget pokoknya trs jg cm 2x pump udh buat seluruh muka jd awet bisa berbulan dan jg gue pake moist cosrx ini jd jrg jerawatan kecuali mau red days,3,bagus pol lembab banget cinta banget pokok pump memuka-muka awet gue pakai memoist cosrx jrg jerawat kecuali red days,Positif,[0.98450744]
@ohmybeautybank Aku udh abis 3 botol ga ngaruh apa2 di mukaku malah kdg terasa makin minyakan begitu aku ganti moist cosrx lgsg terasa ada perubahannya sampe kukira mukaku sebadak itu ternyata emg belum nemu yg cocok aja,3,habis botol tidak_mengaruh apa-apa muka kadang asa meminyak-minya ganti memoist cosrx langsung asa perubahanya muka badak nyata belum_nemu cocok,Positif,[0.83320737]
@ohmybeautybank Aku pake moist cosrx itu bagus nder lembab mana awet pol ngga abis abis,3,pakai memoist cosrx bagus dar lembab awet pol tidak_habis habis,Positif,[0.9665606]
@ohmybeautybank pake moist cosrx baru 2 mingguan dan so far b aja sejujurnya di aku cuma ngelembabin aja efeknya ga terlalu ngaruh di redness cuma feels pas pakenya enak cepat meresap gitu dan ga greasy,3,pakai memoist cosrx minguan sok far jujur lembab efek tidak_mengaruh rednes fels pas pakenya enak cepat resap tidak_greasy,Positif,[0.99726665]
@ohmybeautybank aku dulu pernah nyoba moist cosrx yg mini sizenya bagus kok dikulitku yg oily dul tp kalo skg kulit aku dry lebih cocok yg snail sm propolisnya,4,coba memoist cosrx mini sizenya bagus kulit oily dul kulit dry cocok snail propolisnya,Positif,[0.94726044]
@ohmybeautybank moist cosrx ini Bikin kusam SM minyakan sih,3,memoist cosrx kusam meminyak-minya,Negatif,[0.56808114]
@ohmybeautybank moist cosrx ini combi to oily bikin kusam,3,memoist cosrx combi oily kusam,Negatif,[0.6327455]
@ohmybeautybank bagus aku pake moist cosrx udah setaun. bekas jerawatku ilang kulitku juga jadi cerah dan lembab,2,bagus pakai memoist cosrx taun bekas jerawat hilang kulit cerah lembab,Positif,[0.9882403]
@ohmybeautybank Bagusss bgt berasa lembabbb terus reducing redness gt deh di aku. Udh gt moist cosrx nya awetttt bener gaabis2 pdhl aku pake berdua sm adikku,2,bagus banget asa lembab reducing rednes deh memoist cosrx awet benar gabis pakai adiku,Positif,[0.9208444]
@ohmybeautybank moist cosrx MUKA KU JD HALUSSSS BANGETTT jarang jerawatan juga dan lembabbbb. Btw st ku normal to dry,2,memoist cosrx memuka-muka ku halus banget jarang jerawat lembab btw st ku normal dry,Positif,[0.6305329]
@ohmybeautybank Di aku moist cosrx bagus nder bikin pori pori kecil apalagi kalo di pake sama ramgkaian cosrx lainnya terus agak nyerahin juga,1,memoist cosrx bagus dar pori pori cil-kecil pakai ramgkaian cosrx lai serah,Positif,[0.89162046]
@ohmybeautybank Bagus moist cosrx tp entah lama2 jd biasa di mukaku.,3,bagus memoist cosrx muka,Positif,[0.8785503]
@ohmybeautybank menurutku moist cosrx pure cuma buat melembabkan kalau buat redness sama jerawat gaterlalu ngefek,2,memoist cosrx pure lembab rednes jerawat gaterlalu fek,Negatif,[0.6732163]
@ohmybeautybank KAK KM HARUS NYOBA DEHH. Aku make moist cosrx itu bruntusanku ilang+ jarang jerawatan ngelembabin bgt di kulitku yg normal to dry. Mana awet banget. Aku beli bulan nov/des masih setengah botol ya walaupun makenya rada hemat si 2-3 pump tapi cukup kok buat semuka,2,kak coba deh pakai memoist cosrx bruntusanku hilang jarang jerawat lembab banget kulit normal dry awet banget beli novdes botol iya memake rada hemat pump muka,Positif,[0.8667337]
@ohmybeautybank aku st combii pake moist cosrx karena ngerasa ini ngelembabin tapi gak lebay gitu. berasa lembab tapi tetep ringan di kulit. kalo di aku ini satu satunya moist yg cocok selain skintific. terus menurutku jg lebih worth it daripada skintific walaupun ttp aja agak pricey ,3,st combi pakai memoist cosrx lembab tidak_lebay asa lembab ringan kulit memoist cocok skintific worth skintific pricey,Positif,[0.97076756]
@ohmybeautybank moist cosrx Ini enakeun bangeet dipakenya bikin lembab tp gk bikin kerasa terlalu lembab jadi pas aja gitu. St ku oily. Mana awet banget lagii walaupun mehong tp ini worth it karena isinya banyak,3,memoist cosrx enakeun banget dipakenya lembab tidak_lembab pas st ku oily awet banget pehong worth isi,Positif,[0.65397185]
@ohmybeautybank Gue udah abis moist cosrx botol ketiga. Gue oily pakenya pas mau bobo aja. Bangun bangun muka beneran plumpy gitu... sehat..... mana lama bener lagi abisnya. Worth lah harga segitu,2,gue habis memoist cosrx botol gue oily pake pas bobo bangun bangun memuka-muka benar plumpy sehat benar abis worth harga gitu,Positif,[0.7124971]
@ohmybeautybank mulussss bangetttttt kayanya moist cosrx ini cocoknya buat dry skin deh soalnya banyak temenku yg oily dan ngomong kalau ini masih biki berminyak bangett tp di aku yg dry skin beneran bagus ngelembapin dan gak greasy. Dipake malem pasti paginya bagus banget di kulit,3,mulus banget kaya memoist cosrx cocok dry sk deh teman oily omong biki minyak banget dry sk benar bagus lembap tidak_greasy pakai malam pagi bagus banget kulit,Positif,[0.96186984]
@ohmybeautybank bagusss asli enak ringan dan yg pasti moist cosrx nya abisnya lama,3,bagus asli enak ringan memoist cosrx abis,Positif,[0.5341873]
@ohmybeautybank di kulitku yg oily to sensitive moist cosrx ngerasa kek berat &amp; sumuk gitu nderr,3,kulit oily nsitive memoist cosrx kayak berat sumuk dar,Negatif,[0.8433571]
@ohmybeautybank so far bagus sih awet moist cosrx.,4,sok far bagus awet memoist cosrx,Positif,[0.8954043]
@ohmybeautybank bagusss tapi buat aku yg oily agak sumuk kalo abis pake moist cosrx ini,3,bagus oily sumuk habis pakai memoist cosrx,Positif,[0.83944625]
@ohmybeautybank Di aku gada ngefek moist cosrx nder cuman kalo buat base makeup dia bagus banget,2,enggak ada fek memoist cosrx dar cuman base memakeup bagus banget,Positif,[0.93894356]
@ohmybeautybank Nder aku pake moist cosrx ini b aja tapi pake inez aku cocok bangat jerawat pudar bner bner pudar aku mukanya ga yg bnyak bangat kerawat tpi wktu itu lg rusak aja ada jerawat kcil dan kmerehan. St aku berminyak kadang normal.,3,dar pakai memoist cosrx pakai inez cocok banget jerawat pudar benar benar pudar muka tidak_banget kerawat rusak jerawat kmerehan st minyak kadang normal,Positif,[0.65471286]
@ohmybeautybank Di aku moist cosrx bikin bruntusan. Ga cocokk,3,memoist cosrx bruntus tidak_cocok,Negatif,[0.5526227]
@ohmybeautybank wkkwkw orgnya itu2 aja bener nderrr. Smpe ada yg gue blok karena tiap mf selalu aja ada komennya udh gitu ripyu gitu2 mulu wkwkk gue br beli moist cosrx kemaren nder br pake sehari wanginya teatree bgttt dan asli ga bikin muka jd kilang semoga cocok di kulit gue yg oily acne prone ini,3,wkwkw orgnya benar dar gue blok maaf komenya ripyu memulu wkwk gue beli memoist cosrx kemarin dar pakai sehari wangi teatre banget asli tidak_memuka-muka kilang moga cocok kulit gue oily acne prone,Positif,[0.63612443]
@ohmybeautybank Kalo di aku moist cosrx yg st oily acne prone pas lembabnya gak bikin sumuk. Cepet nyerep juga. Cuma pake 2 pump udah cukul buat semuka,3,memoist cosrx st oily acne prone pas lembab tidak_sumuk cepat serap pakai pump cukul muka,Positif,[0.96897626]
@ohmybeautybank Akuuuu pake moist cosrx ini udah botol kelima nder sebagus itu sampe gamau ganti. Dia ngelembabin tapi ga over sampe jadi oily st aku dry skin,3,pakai memoist cosrx botol dar bagus enggak mau ganti lembab tidak_over oily st dry sk,Positif,[0.7335503]
@ohmybeautybank di akuu okee banget moist cosrx nya ngelembabin dan gabikin muka makin meradang kalau ada jerawat dan bruntusan somehow hilang jg st aku oily tapi dia gabikin makin minyakan terus kalau paginya aku pakek ini ditambah ss facetology jadinya nyerapp banget sukak ,3,oke banget memoist cosrx lembab gabik memuka-muka radang jerawat bruntus somehow hilang st oily gabik meminyak-minya pagi pakai facetology serap banget suka,Positif,[0.99049836]
@ohmybeautybank akuuu pemakaian moist cosrx keknya 4-5 bulan. bener bener awet banget. st ku combi to oily acne prone sensitive skin ngelembabin sih tapi kerasa gerah dimuka lumayan lama juga nyerapnya,3,pakai memoist cosrx kayak benar benar awet banget st ku combi oily acne prone nsitive sk lembab gerah muka lumayan serap,Positif,[0.8343225]
@ohmybeautybank Aku pake moist cosrx ini st ku oily acne. B aja sih ngelembabin cuma gak ngefek ke jerawat. Malah di aku kelar pake cenderung berminyak,3,pakai memoist cosrx st ku oily acne lembab tidak_fek jerawat kelar pakai cenderung minyak,Positif,[0.6682267]
@ohmybeautybank moist cosrx Ini worth to buyy bangeett buat st oily acne prone ky aku di aku dia bikin lembab plumpyy gituu ga bikin komedoan dan bo kemerahanku juga reda krn inii gabikin jerawatan juga awalnya dah lama maju mundur mo beli ini krn mehong tp ini bagus bgtt ,2,memoist cosrx worth buy banget st oily acne prone kaya lembab plumpy tidak_komedo bo merah reda gabik jerawat deh maju mundur beli pehong bagus banget,Positif,[0.91152364]
@ohmybeautybank aku pernah nyoba bentar moist cosrx yg travel size di kulit kering kombinasi hasilnya malah bikin agak minyakan(?) tapi ngaruh lembabin dikit sih,1,coba bentar memoist cosrx travel size kulit kering kombinasi hasil meminyak-minya mengaruh lembab dikit,Positif,[0.565691]
@ohmybeautybank That orangnya itu itu aja Aku pake moist cosrx itu nder St ku oily aku pake malem doang nyaman bgt pas di apply lembut bgt selama pake gada timbul aneh aman aja. Btw aku baru pertama nyoba dari akhir tahun 2023 smpe sekarang ini dan masih banyak isinya,2,that orang-orangnya pakai memoist cosrx dar st ku oily pakai malam doang nyaman banget pas aply lembut banget pakai enggak ada timbul aneh aman btw coba tahun-tahun isi,Positif,[0.7188989]
@ohmybeautybank menurutku b aja sih dia teksturmya emg gampang nyerep tapi rasanya gerah jd kurang suka kalo dipake buat pagi. biasanya aku pakai moist cosrx ini kalo malem2. pas awal2 bagus aku ngerasa bruntusan aku berkurang tapi lama2 muncul jerawat yang bekasnya jadi hitam gitu. jd aku skrg stop,3,teksturmya gampang serap gerah suka pakai pagi pakai memoist cosrx malam pas bagus bruntus muncul jerawat bekas hitam stop,Positif,[0.6223236]
@ohmybeautybank moist cosrx Bkin lembab tapi jadi kusam,3,memoist cosrx lembab kusam,Positif,[0.78756046]
@ohmybeautybank oily acne prone b aja pake moist cosrx ini malah bikin makin berminyak dan kusem akhirnya aku pakenya jarang jarang barengan ama retinol doang biar menjaga kelembaban,3,oily acne prone pakai memoist cosrx minyak kusam pake jarang jarang bareng retinol doang jaga lembab,Positif,[0.8970791]
@ohmybeautybank Di aku moist cosrx lumayan bisa ngilangin bruntusan Tapi lama progresnya sekitar 5bulanan,4,memoist cosrx lumayan hilang bruntus progres,Positif,[0.92398614]
@ohmybeautybank Aku pernah pake moist cosrx sebotol karena sayang kalo ga dihabisin tapi jujur di kulit aku rasanya agak berat dan bikin makin berminyak ngeresapnya juga lama ,1,pakai memoist cosrx botol sayang tidak_habis jujur kulit berat minyak resap,Positif,[0.93442094]
@ohmybeautybank moist cosrx bagus sebenernya cuma untuk yg oily makin bikin tambah oily sih dan rasanya kek gerah gitu. Jadi gak aku lanjutin,3,memoist cosrx bagus benar oily oily kayak gerah tidak,Negatif,[0.8056262]
@ohmybeautybank Klo di aku 1. Nyaman di muka 2. Jadi lebih oily 3. Jadi lebih gelap kulit nya :( kek turun 2 tone warna kulit Mungkin ga cocok yg moist cosrx nya aja Kali ya. Soalnya aku pake yg snail 92 baguuuuuuuuuuuss bgt jadi mulus glowing,2,nyaman memuka-muka oily gelap kulit kayak turun tone warna kulit tidak_cocok memoist cosrx kali iya pakai snail bagus banget mulus glowing,Positif,[0.6566441]
@ohmybeautybank Di aku st sensitive dan kering ga ngaruh gmna sii nder cuma ngelembabin aja tapi gatau knp di aku moist cosrx bikin kusem,3,st nsitive kering tidak_mengaruh dar lembab enggak tau memoist cosrx kusam,Negatif,[0.7131497]
@ohmybeautybank Bagus kok menurut ku kalo kmu lg fokus ke basic. Di aku klo rutinin basic pake moist cosrx ini jdi bikin bruntusan ilang,1,bagus ku fokus basic rutin basic pakai memoist cosrx bruntus hilang,Positif,[0.95063174]
@ohmybeautybank kak aku uda make moist cosrx ini -+ 4 bulanan dan masi ada sisah ¾ botol selama pemakaian ini sih aku rasa kelembab an nya mantulll bgt type kulitku sensitive oily jarang ada moist yg cocok tanpa purging tapi ini bisa langsung cocok. aku juga keracunan dari base hehehe,1,kak pakai memoist cosrx sisah botol pakai lembab an pantul banget type kulit nsitive oily jarang memoist cocok purging langsung cocok racun base hehehe,Positif,[0.9286783]
@ohmybeautybank buat gue ini benda ajaib sih gue oily acne prone semenjak pake ini muka gue jd plumpy jarang bgt jerawatan (nangis bahagia) pakenya pas malem aja pernah coba pake pagi malah muncul jerawat btw skincare gue cuma fw moist cosrx ini retinol sm cosrx snail cream,2,gue benda ajaib gue oily acne prone semenjak pakai memuka-muka gue plumpy jarang banget jerawat tangis bahagia pake pas malam coba pakai pagi muncul jerawat btw skincare gue fw memoist cosrx retinol cosrx snail cream,Positif,[0.73687303]
@ohmybeautybank Ini moist cosrx beneran lembab bangettt aku combo pake tonernya malah bagus kek keliatan sehat. Temenku notice kulit ku better pakai ini jd ga kusem dan mulus,2,memoist cosrx benar lembab banget combo pakai toner bagus kayak lihat sehat teman notice kulit ku beter pakai tidak_kusam mulus,Positif,[0.89734167]
@ohmybeautybank st ku oily acne prone dan waktu pake moist cosrx ini rasanya sumuk susah nyerep juga di aku. pakenya harus dikiiitt banget kalau kulitmu berminyak nder. selama aku pake sih gak ngaruh apa-apa malah makin berminyak https://t.co/6mKrXZHUxx,3,st ku oily acne prone pakai memoist cosrx sumuk susah serap pake dikit banget kulit minyak dar pakai tidak_mengaruh apapa minyak,Negatif,[0.5707439]
@ohmybeautybank Di aku yg st oily lumayan bagus banget jerawat tuh jarangg.. emg tetep berminyakk tapi gapapaa moist cosrx ini bagus sampe aku repurchase lg. Mana lama bgt abisnya sekali pake cuma sepump abisnya 8 bulan gelasehhh,3,st oily lumayan bagus banget jerawat jarang minyak gapapa memoist cosrx bagus repurchase banget abis pakai sepump abis gelaseh,Positif,[0.9444007]
@ohmybeautybank teksturnya enak tapi di aku moist cosrx bikin sumuk nder jadi makin oily banget kalo skip double cleansing langsung numbuh jerawat gitu,3,tekstur enak memoist cosrx sumuk dar oily banget skip double cleansing langsung tumbuh jerawat,Negatif,[0.6266621]
@ohmybeautybank bagus kulit aku kering klo pake makeup sering crack sebelumnya trs semenjak pake moist cosrx ini jarang crack tp kalo toner sm serum kamu yg hydrating jgn pake ini nanti overhydrated jd bruntusan,2,bagus kulit kering pakai memakeup crack belum_semenjak pakai memoist cosrx jarang crack toner serum hydrating jangan_pakai overhydrated bruntus,Positif,[0.91018665]
@ohmybeautybank Kalo kulit wajah kamu berminyak dan berjerawat aku rekomendasiin whitelab series yg ijo nder itu ngaruh banget di aku emang gak instan sih tp pemakaian dalam semingu udah lumayan keliatan perubahannya  moist cosrx,3,kulit wajah minyak jerawat rekomendasin whitelab rias ijo dar mengaruh banget tidak_instan pakai semingu lumayan lihat perubaha memoist cosrx,Positif,[0.85849404]
@ohmybeautybank Baguss lembab banget di kulitku yg sensitif tapi baiknya moist cosrx ini dipake pas malem soalnya kalo siang trus aktivitas banyak menurutku aga berat gitu jadi aga kusem hehe,3,bagus lembab banget kulit sensitif baik memoist cosrx pakai pas malam siang aktivitas aga berat aga kusam,Positif,[0.90245724]
@ohmybeautybank Bagus bgt moist cosrx ini lembabin muka ku bgt aku udh repurches ini berkali2 tak terhitung nder,2,bagus banget memoist cosrx lembab memuka-muka ku banget repurches kali hitung dar,Positif,[0.87036574]
@ohmybeautybank Bagus bangett awal-awal aku pake moist cosrx nya terlalu banyak jadinya berattt banget di muka sekarang aku pake agak dikurangin jadi enak deh,2,bagus banget awalawal pakai memoist cosrx berat banget memuka-muka pakai rangin enak deh,Positif,[0.92770433]
@ohmybeautybank Di aku moist cosrx cocok bikin lembab dan glowing️,3,memoist cosrx cocok lembab glowing,Positif,[0.9824445]
@ohmybeautybank moist cosrx ini bagus kok isinya banyak pula. tapi kalo buat yg kulitnya kering keknya kurang nendang.,2,memoist cosrx bagus isi kulit kering kayak tendang,Negatif,[0.6746392]
@ohmybeautybank baguss moist cosrx trs isinya byk bgt jd abisnya lamaa. penolong bgt pas dlu breakout,2,bagus memoist cosrx isi banget abis tolong banget pas breakout,Positif,[0.71054554]
@ohmybeautybank Pernah pake moist cosrx yang travel size awalnya kerasa minyakan tapi nggak lama jadi keset. Masuk buket wishlist sih seenak itu soalnya. Tapi agak keganggu sama baunya kayak minyak kayu putih.,2,pakai memoist cosrx travel size meminyak-minya tidak_keset masuk buket wishlist senak kegangu bau kayak minyak kayu putih,Negatif,[0.58770514]
@ohmybeautybank di aku moist cosrx bagus nder udah pake bertahun2. st oily acne prone,3,memoist cosrx bagus dar pakai st oily acne prone,Positif,[0.57361877]
@ohmybeautybank trust me gue udh pake moist cosrx ini setaunan lebih bnrn better bgt,2,trust me gue pakai memoist cosrx taun benar beter banget,Positif,[0.7461069]
@ohmybeautybank Aku ga cocok pakai  ini malah tambah buat kusam waktu itu pernah abis exfo terus pake moist cosrx ini malah muka ku kaya jadi merah gitu padahal urutan pake skincare nya bener emang akunya ga cocok sih sm cosrx ini dan satu lagi malah buat bruntusan di idung,2,tidak_cocok pakai kusam habis exfo pakai memoist cosrx memuka-muka ku kayak merah urut pakai skincare benar a tidak_cocok cosrx bruntus hidung,Negatif,[0.51591027]
@ohmybeautybank akuu oily skin gonta ganti moist merk lokal gaada yg cocok trs pake moist cosrx ini cocok bgt. calming parah ga yang aneh aneh. emang pas awal awal make tu berasa agak sumuk tp udah 2bulanan make biasa ajaa. udah botol keduakuuu aku pake dari desember 2022,1,oily sk gonta ganti memoist merk lokal enggak ada cocok pakai memoist cosrx cocok banget calming parah tidak_aneh aneh pas pakai asa sumuk pakai botol keduaku pakai desember,Positif,[0.75203276]
@ohmybeautybank Gua udh 3 botol moist cosrx mderr tapi skrg lg mlipir coba moistnya somebymii bagus kok moist inii,2,gue botol memoist cosrx mder mlipir coba memoist somebymi bagus memoist,Positif,[0.808152]
@ohmybeautybank gw udah otw 3 botol gak pernah cocok sama moist apapun bener² kek abis make langsung breakout gw ampe pusing karna muka bener² butuh moist akhirnya nyoba beli moist cosrx ini dan.... COCOKKK BANGET malah di gw tuh jadi sedikit mudarin pie tapi gak bisa ngandelin ini doang yaaa wkwkwk,2,gue otw botol tidak_cocok memoist benar kayak habis pakai langsung breakout gue pusing memuka-muka benar butuh memoist coba beli memoist cosrx cocok banget gue pudar pie tidak_kandel doang iya wkwkwk,Negatif,[0.61710894]
@ohmybeautybank Aku combi moist cosrx untuk melembabkan bagus tp ak juga baru coba tp kenapa ada gradakan kyk jerawat berutusan tp cuman sedikit.,2,combi memoist cosrx lembab bagus coba grada kayak jerawat utus cuman,Positif,[0.5701117]
@ohmybeautybank aku pake udh stgh tub enak sih tekstur nya dimuka ku ga terlalu ngefek yg gimana tpi menurut ku setelah pake moist cosrx ini muka ku jdi jarang beruntusan dan jerawat trs lebih keliatan halus sm lembeb,3,pakai stgh tub enak tekstur muka ku tidak_fek ku sete pakai memoist cosrx memuka-muka ku jarang beruntus jerawat lihat halus lembab,Positif,[0.8860238]
@ohmybeautybank Di aku yang normal to dry bikin lembab. Terus sebelum pake ini moist cosrx muka ku biasanya suka merah merah tapi setelah pake cosrx enggaa dan ini moist hemat polll?? Karena habisnya lama banget,3,normal dry lembab belum_pakai memoist cosrx memuka-muka ku suka merah merah sete pakai cosrx enga memoist hemat pol habis banget,Positif,[0.83190215]
@ohmybeautybank Yg jelas isi moist cosrx nya banyak cocok buat kaum mendang mending wkwkwk. Hidrasinya manteb bgt untuk kulit yg lg kering dan brutusan. Cepat nyerap juga jd kalp dipake pagi aman bgt ga bikin minyakan,3,jelas-jelas isi memoist cosrx cocok kaum dang mending wkwkwk hidrasi mantap banget kulit kering brutusan cepat serap kalp pakai pagi aman banget tidak_meminyak-minya,Positif,[0.9739119]
@ohmybeautybank bagusss moist cosrx apaalgi kalo lagi bruntusan dan produknya awettt bgt dipake dikit udah bikin lembab semuka,3,bagus memoist cosrx bruntus produk awet banget pakai dikit lembab muka,Positif,[0.9564398]
@ohmybeautybank aku awalnya bruntusan parah ganti ke moist cosrx ini jd better. apalagi kalo bareng esence nya efek glass skin woi ,3,bruntus parah ganti memoist cosrx beter bareng esence efek glas sk woi,Negatif,[0.525689]
@ohmybeautybank BAGUSS BANGET moist cosrx di aku yang oily skin parah dan sering jerawatan bantu kurangin minyak dan mencegah timbul jerawat (jerawat pas period aja) bikin muka jadi plumpy jugaa!! Habisnya lamaa bisa 3-4 bulan,2,bagus banget memoist cosrx oily sk parah jerawat bantu minyak cegah timbul jerawat jerawat pas period memuka-muka plumpy habis,Positif,[0.8930229]
@ohmybeautybank Dulu awal 20an pake moist cosrx ini bagus2 aja tp kalo skrng masih kurang menghidrasi buat aku.,2,an pakai memoist cosrx bagus hidrasi,Positif,[0.974391]
@ohmybeautybank Bagus bgt moist cosrx nder moist terbaik yg pernah aku pake.sebelumnya aku pake moist emina ga cck trus cosrx yg travel kit krn masalah biaya aku pake the originot skingame(kurang nampol).Akhirnya aku nabung beli cosrx yg gede. Dan sebenernya harganya worth it bgt karna abisnya lama.,4,bagus banget memoist cosrx dar memoist baik pakesebelumnya pakai memoist emina tidak_ck cosrx travel kit biaya pakai the originot skingamekurang nampolakhirnya tabung beli cosrx gede benar harga worth banget abis,Positif,[0.8981346]
@ohmybeautybank Kalo kulitmu kering menurutku kurang nampol mending yg moist cosrx snail soalnya aku pake itu nder,3,kulit kering menampol mending memoist cosrx snail pakai dar,Negatif,[0.50691354]
@ohmybeautybank Di aku moist cosrx ini gk cocok nder malah jadi nambah jerawat sama minyakan kusam gitu,3,memoist cosrx tidak_cocok dar jerawat meminyak-minya kusam,Negatif,[0.6750829]
@ohmybeautybank Moist cosrx berminyak gasuka,2,memoist cosrx minyak gasuka,Negatif,[0.51694787]
@ohmybeautybank tergantung kecocokan masing masing sih di aku moist cosrx iya bikin lembab tapi kalo dipake siang hari jadinya bikin kusam jadi aku biasanya pake pas malem doang soalnya ga cocok nya di kusam aja tapi ga bikin breakout,3,gantung kecocokan memoist cosrx iya lembab pakai siang kusam pakai pas malam doang tidak_cocok kusam tidak_breakout,Negatif,[0.5662049]
@ohmybeautybank ga yang menyerahkan gt ya cuman moist cosrx oke ngelembabin mantul,3,tidak_serah iya cuman memoist cosrx oke lembab pantul,Positif,[0.9738166]
