text,label,processed
tolong iklan di hp gojek jangan sering napa bos lemot hp,negative,"['tolong', 'iklan', 'hp', 'gojek', 'jangan-jangan', 'bos', 'lemot', 'hp']"
sudah sering saya alami mitra mengambil biaya yang tidak semestinya kadang saya membayar parkir dan tol dengan emoney pribadi kemudian driver memungut biaya parkir dan tol di aplikasi dengan harga yang tidak wajar jadinya saldo gopay saya diambil oleh mitra drivernya tolong yang begini ditindak mitranya sangat merugikann,negative,"['alami', 'mitra', 'mengambil', 'biaya', 'tidak', 'semestinya', 'kadang', 'membayar', 'parkir', 'tol', 'emoney', 'pribadi', 'driver', 'memungut', 'biaya', 'parkir', 'tol', 'aplikasi', 'harga', 'tidak', 'wajar', 'saldo', 'gopay', 'diambil', 'mitra', 'drivernya', 'tolong', 'ditindak', 'mitranya', 'merugikann']"
semenjak ada gopay mw pesen makana atwpun transfortasi jadi lebih mudah top lah buat gopay sukses selalu ya,positive,"['semenjak', 'gopay', 'pesan', 'makana', 'atwpun', 'transfortasi', 'mudah', 'top', 'gopay', 'sukses']"
waktu driver telfon pake apk gojek kok susah bgt ya nyambungnya kdg putus putus gitu padahal sinyal aman udah dimatiin telfonnya tapi di gojeknya masih terhubung panggilan apakah hpku yg kentang,positive,"['driver', 'telfon', 'pakai', 'apk', 'gojek', 'susah', 'banget', 'nyambungnya', 'kadang', 'putus', 'putus', 'sinyal', 'aman', 'dimatiin', 'telfonnya', 'gojeknya', 'terhubung', 'panggilan', 'hpku', 'kentang']"
kenapa gak bisa daftar padahal pengguna baru,negative,"['enggak', 'daftar', 'pengguna']"
cepat dalam pelayanan,positive,"['cepat', 'pelayanan']"
keren cuma ada kendala yaitu jika membeli pulsa terkadang harus nunggu jam padahal di butuh kan nya saat mau di beli,positive,"['keren-keren', 'kendala', 'membeli', 'pulsa', 'terkadang', 'menunggu', 'jam', 'butuh', 'beli']"
agak mengecewakan beli pulsa dan sudah bayar tapi pulsa tidak masuk ke nomor sudah dilaporkan ke cs tetap masih harus nunggu lama proses nya padahal lagi urgent banget dengan pulsa itu,positive,"['mengecewakan', 'beli', 'pulsa', 'bayar', 'pulsa', 'tidak', 'masuk', 'nomor', 'dilaporkan', 'cs', 'menunggu', 'proses', 'urgent', 'banget', 'pulsa']"
tidak terlalu garcep kalau ada masalah di gopay,negative,"['tidak', 'garcep', 'gopay']"
pokoknya top banget deh ini banyakin promo lagi kalo bisa buat pelayanannya mantep banget dari driver gojek gofoodnya juga paling sering ngegojek dr sini sih soalnya udah percaya banget sama kalo laper beli gofood disini kdg promonya banyak poll bikin ketagihan good job pokoknya juga kl ada kesalahan pasti cepet tanggapnya buat layanan lain kaya gojekin barang cepet feenya murah banggett lop lop buat gojek,positive,"['pokoknya', 'top', 'banget', 'deh', 'membanyaki', 'promo', 'pelayanannya', 'mantap', 'banget', 'driver', 'gojek', 'gofoodnya', 'ngegojek', 'percaya', 'banget', 'laper', 'beli', 'gofood', 'kadang', 'promonya', 'poll', 'ketagihan', 'good', 'job', 'pokoknya', 'kesalahan', 'cepat', 'tanggapnya', 'layanan', 'kayak', 'gojekin', 'barang', 'cepat', 'feenya', 'murah', 'banget', 'lop', 'lop', 'gojek']"
sering lambat aplikasinya harus di ulang kalau mau pesan gosend,positive,"['lambat', 'aplikasinya', 'ulang', 'pesan', 'gosend']"
mohon di tingkatkan lagi untuk dapat di updateaplikasi tidak dapat di update,positive,"['mohon', 'tingkatkan', 'updateaplikasi', 'tidak', 'update']"
aplikasi nya bagus tapi kenapa ya setiap saya mau upgrade selalu ditolak padahal sudah mengikuti ketentuannyamohon dijawab karena saya mau transfer uang yg ada di gopay nyaaa,positive,"['aplikasi', 'bagus', 'upgrade', 'ditolak', 'mengikuti', 'ketentuannyamohon', 'transfer', 'uang', 'gopay']"
kalo bisa blokir fake gps dan sebangsanya untuk meminimalisir orderan fiktif,negative,"['blokir', 'fake', 'gps', 'sebangsanya', 'meminimalisir', 'orderan', 'fiktif']"
sumpah lagi bnr gak punya duit buat beli kuota kok tau ada gopay casback abis beli makananpadahal tinggal buat beli makaneh alhamdulillah bisa buat beli pulsa ya,positive,"['sumpah', 'enggak', 'duit', 'beli', 'kuota', 'gopay', 'casback', 'habis', 'beli', 'makananpadahal', 'tinggal', 'beli', 'makaneh', 'alhamdulillah', 'beli', 'pulsa']"
aplikasi yang sangat bagus membantu saat kesulitan kendaraan dan mudah untuk pesan makanan   gofood disaat sedang tidak bisa keluar,positive,"['aplikasi', 'bagus', 'membantu', 'kesulitan', 'kendaraan', 'mudah', 'pesan', 'makanan', 'gofood', 'disaat', 'tidak']"
beda jauh banget kaya dulu pesen gofood parah lama banget,negative,"['beda', 'banget', 'kayak', 'pesan', 'gofood', 'parah', 'banget']"
aplikasi tolol gak gojek gak tokopedia sama gak bisa masuk login di gojek susah banget buat masuk login di tokopedia menu tokopedia card komplian gak bisa ditekan kalau ditekan kena crash,negative,"['aplikasi', 'tolol', 'enggak', 'gojek', 'enggak', 'tokopedia', 'enggak', 'masuk', 'login', 'gojek', 'susah', 'banget', 'masuk', 'login', 'tokopedia', 'menu', 'tokopedia', 'card', 'komplian', 'enggak', 'ditekan', 'ditekan', 'kena', 'crash']"
pesanan kurang dan bayar nya lebih driver tidak konfirmasi atas hal tersebut,negative,"['pesanan', 'bayar', 'driver', 'tidak', 'konfirmasi']"
semenjak gopaylater beralih ke mab biaya adminnya mlh lbh gede kenanya krn setiap pesan selalu kena adminklo dlu msh bisa atur limit gopaylater adminnya cm dikenakan sesuai dgn bsr limit tsb tp klo sekarang gak bisa atur limit dan adminya lbh bsr jg ribet tagihan kluar jd sesi pdhl jth tempo utk dibyr sama ajjd nyesal upgrade gopaylater ke mab,negative,"['semenjak', 'gopaylater', 'beralih', 'mab', 'biaya', 'adminnya', 'gede', 'kenanya', 'pesan', 'kena', 'adminklo', 'atur', 'limit', 'gopaylater', 'adminnya', 'dikenakan', 'sesuai', 'bsr', 'limit', 'enggak', 'atur', 'limit', 'adminya', 'bsr', 'ribet', 'tagihan', 'sesi', 'jth', 'tempo', 'dibyr', 'ajjd', 'nyesal', 'upgrade', 'gopaylater', 'mab']"
sangat membantu dalam pekerjaan,positive,"['membantu', 'pekerjaan']"
sekian lama pakai gojektrus saya selalu pakai gopay skrng kecewa krna no telp yg terdaftar sudah tidak aktif jadi no hp lama mau saya ganti dengan no yang baru tp harus ada data transaksi terakhir bagaimana saya mau tau data terakhir masuk akunnya aja gak bisa sdh masuk menu bantuan   aplikasi gojek sdh hubungi via email gojek tidak ada bantuannya malah jwbnnya selalu transaksi terakhir tidak sesuaitdk ada bantuan ato solusi nya bagaimana byee gojek udh males pke saldo gopay hilang,negative,"['sekian', 'pakai', 'gojektrus', 'pakai', 'gopay', 'kecewa', 'no', 'telp', 'terdaftar', 'tidak', 'aktif', 'no', 'hp', 'ganti', 'no', 'data', 'transaksi', 'data', 'masuk', 'akunnya', 'enggak', 'masuk', 'menu', 'bantuan', 'aplikasi', 'gojek', 'hubungi', 'via', 'email', 'gojek', 'tidak', 'bantuannya', 'jwbnnya', 'transaksi', 'tidak', 'sesuaitdk', 'bantuan', 'solusi', 'byee', 'gojek', 'malas', 'pakai', 'saldo', 'gopay', 'hilang']"
jadi mudah ke segala tempat laper malem juga okegofood selalutrimakasih,positive,"['mudah', 'laper', 'malam', 'okegofood', 'selalutrimakasih']"
coba di cek nomer kendaraan driver ini   fhl bawa motor nya kenceng banget tanpa pedulikan kastamer kalau saya pribadi masih gaul dan muda tapi apabila orang tua pasti bisa gak terima dngan kecepatan itu untuk lbih tepatnya dr rs fatmawati selasa seb tadi sekitar jm siang coba   cek saya bukan menjelekan tapi langkah baik nya mnta persetujuan penumpang dlu kalau mau cepat trnakasih,positive,"['coba', 'cek', 'nomer', 'kendaraan', 'driver', 'fhl', 'bawa-bawa', 'motor', 'kencang', 'banget', 'pedulikan', 'kastamer', 'pribadi', 'gaul', 'muda', 'orang-orang', 'tua', 'enggak', 'terima', 'kecepatan', 'tepatnya', 'rs', 'fatmawati', 'selasa', 'seb', 'jm', 'siang', 'coba', 'cek', 'bukan', 'menjelekkan', 'langkah', 'persetujuan', 'penumpang', 'cepat', 'trnakasih']"
makasih atas pelayanannya tp sayang untuk gocar bojonegoro sangat susah dapatnya semoga kedepannya akan lebih baik di daerah bojonegoro,positive,"['terima kasih', 'pelayanannya', 'sayang', 'gocar', 'bojonegoro', 'susah', 'dapatnya', 'semoga', 'kedepannya', 'daerah', 'bojonegoro']"
kok sekarang aplikasi gojek sering nge hank sih kalau di buka lama gitu pasti nge hank harus diclose dulu baru bisa dipake lagi pls cari tau dong kendalanya apa,positive,"['aplikasi', 'gojek', 'nge', 'hank', 'buka', 'nge', 'hank', 'diclose', 'dipakai', 'pls', 'cari', 'kendalanya', 'apa-apa']"
sangat membantu sekali disaat butuh bantuan,positive,"['membantu', 'disaat', 'butuh', 'bantuan']"
beli gofoodcuma yamie ga pake mode hemat jarak km bisa sampai menit untuk ukuran jogjamana ongkirnya aja setengah harga makanannya gofood emang keren lah,negative,"['beli', 'gofoodcuma', 'yamie', 'enggak', 'pakai', 'mode', 'hemat', 'jarak', 'menit', 'ukuran', 'jogjamana', 'ongkirnya', 'harga', 'makanannya', 'gofood', 'keren-keren']"
aplikasinya sesuai tapi harganya naik turun kalau bisa sih sehari di kasih diskon,positive,"['aplikasinya', 'sesuai', 'harganya', 'turun', 'sehari', 'kasih', 'diskon']"
pitur pembayaran gopaylaternya jelek banget ga bisa bayar transaksi satu mesti semuanya dibayar,negative,"['pitur', 'pembayaran', 'gopaylaternya', 'jelek', 'banget', 'enggak', 'bayar', 'transaksi', 'mesti', 'dibayar']"
waduh kenapa loading lama banget saat ingin melakukan pembayaran tagihan,negative,"['loading', 'banget', 'pembayaran', 'tagihan']"
bisa kasih fitur untuk hide saldo go pay di halaman utama bukan halaman yg lain,negative,"['kasih', 'fitur', 'hide', 'saldo', 'go', 'pay', 'halaman', 'utama', 'bukan', 'halaman']"
min kenapa saya tiba tiba kena pembelian goggle mulu kadang   kadang   ini pas saya ngisi saldo pasti kepotong padahal ga ada beli apa apa aneh,negative,"['min', 'kena', 'pembelian', 'goggle', 'mulu', 'kadang', 'kadang', 'pas', 'ngisi', 'saldo', 'kepotong', 'enggak', 'beli', 'apa-apa', 'apa-apa', 'aneh']"
aplikasinya lemot parahhhhh kadang abis beli tiket krl udah di aktifin lokasi gak pernah di matiin masih disuruh aktifin lokasi lagi sengaja standby gak keluarin apk gojek biar langsung kebuka qr nya malah masih suruh aktifin lokasi,positive,"['aplikasinya', 'lemot', 'parahhhhh', 'kadang', 'habis', 'beli', 'tiket', 'krl', 'aktifin', 'lokasi', 'enggak', 'matiin', 'disuruh', 'aktifin', 'lokasi', 'sengaja', 'standby', 'enggak', 'mengeluarkan', 'apk', 'gojek', 'langsung', 'kebuka', 'qr', 'suruh', 'aktifin', 'lokasi']"
gojek gk jelas skrg ada paylatter limit upgrade sndiri eh taunya gk bisa   pakai ada oemberirahuan gopay pinjam pas nyoba cuma ket kmu sudh terdaftar cuma iming belaka mnding dllu limit cuma rb tapi lancar gk prnah eror pesen gofood ajjh tau kluar sndiri kirain gagal pas masuk lagi trnyata udh   proses untung gk pesen lg   apk sbelah qllo pesen lagi jd double,negative,"['gojek', 'enggak', 'jelas-jelas', 'paylatter', 'limit', 'upgrade', 'eh', 'taunya', 'enggak', 'pakai', 'oemberirahuan', 'gopay', 'pinjam', 'pas', 'mencoba', 'ket', 'terdaftar', 'iming', 'belaka', 'mending', 'dllu', 'limit', 'ribu', 'lancar', 'enggak', 'eror', 'pesan', 'gofood', 'gagal', 'pas', 'masuk', 'proses', 'untung', 'enggak', 'pesan', 'apk', 'sebelah', 'qllo', 'pesan', 'double']"
untuk kode otp nya lama di sms harus nya di whatsapp aja,negative,"['kode', 'otp', 'sms', 'whatsapp']"
aplikasi nya bagus cumaan bingung bgt kenapa untuk transfer ke bank itu lama sekali ya bahkan dana di kembalikan sebelum itu di proses nya lama bgt tolong di perbaiki,negative,"['aplikasi', 'bagus', 'cumaan', 'bingung', 'banget', 'transfer', 'bank', 'dana', 'kembalikan', 'proses', 'banget', 'tolong', 'perbaiki']"
biasanya kan suka jalan enak pake gojek kalo ortu lagi sibuk pokoknya the best jek,positive,"['suka', 'jalan', 'enak', 'pakai', 'gojek', 'orang tua', 'sibuk', 'pokoknya', 'the', 'best', 'jek']"
di update malah tambah ribet mau beli kuota dll susah,negative,"['update', 'ribet', 'beli', 'kuota', 'dll', 'susah']"
apa mksudnya koneksi tdk terhubung teru saya make apa buat buka aplikasi kek tolol aja,negative,"['apa-apa', 'mksudnya', 'koneksi', 'tidak', 'terhubung', 'memakai', 'apa-apa', 'buka', 'aplikasi', 'kayak', 'tolol']"
gak lagi deh pake gojek ongkir gofood dan biaya lainnya bener mahal banget disini yang saya pesan ayam tanpa nasi rb ongkir rb biaya jasa aplikasi rb biaya bungkus dari resto   total jadi   harga ayam nya aja kalah sama ongkir dan juga masih sempet nya mengambil keuntungan dari biaya bungkus resto sekelas mcd aja kalau take away kena charge ini biaya bungkus aja di bungkus pake apasihh,negative,"['enggak', 'deh', 'pakai', 'gojek', 'ongkir', 'gofood', 'biaya', 'mahal', 'banget', 'pesan', 'ayam', 'nasi', 'ribu', 'ongkir', 'ribu', 'biaya', 'jasa', 'aplikasi', 'ribu', 'biaya', 'bungkus', 'resto', 'total', 'harga', 'ayam', 'kalah', 'ongkir', 'mengambil', 'keuntungan', 'biaya', 'bungkus', 'resto', 'sekelas', 'mcd', 'take', 'away', 'kena', 'charge', 'biaya', 'bungkus', 'bungkus', 'pakai', 'apasihh']"
coba pakai mode hematnunggu ya lama banget sampai menitanpesen martabak sampe rumah sudah ademnyesel banget pake mode hemat cuma selisih ribu doankkasian juga drivernya masa ongkos cuma ribubuat bensin aja engga cukup,negative,"['coba', 'pakai', 'mode', 'hematnunggu', 'banget', 'menitanpesen', 'martabak', 'rumah', 'ademnyesel', 'banget', 'pakai', 'mode', 'hemat', 'selisih', 'ribu', 'doankkasian', 'drivernya', 'ongkos', 'ribubuat', 'bensin', 'enggak']"
disaat lapar gajian blm keluar bisa pake gopay later dulusemoga segala bentuk pinjaman di mudahkan untuk bisa membantu yg benar butuh untuk usaha,positive,"['disaat', 'lapar', 'gajian', 'belum', 'pakai', 'gopay', 'later', 'dulusemoga', 'bentuk', 'pinjaman', 'mudahkan', 'membantu', 'benar-benar', 'butuh', 'usaha']"
masa beli kuota di aplikasi gojek sudah di bayar tapi status pembelian masih proses buat laporan juga ga ada respon sama sekali hadeh,negative,"['beli', 'kuota', 'aplikasi', 'gojek', 'bayar', 'status', 'pembelian', 'proses', 'laporan', 'enggak', 'respon', 'hadeh']"
mau pesen goride aja susah bgt untuk koneksi internet jaringan bagus,negative,"['pesan', 'goride', 'susah', 'banget', 'koneksi', 'internet', 'jaringan', 'bagus']"
malam ini saya pesan makanan via gofood pesanan pertama tiba hilang jadi saya pesan lagi ternyata pesanan pertama saya tetap diproses jadi ada dua pesanan yg sama masuk di driver gimana ini merugikan,negative,"['malam', 'pesan', 'makanan', 'via', 'gofood', 'pesanan', 'hilang', 'pesan', 'pesanan', 'diproses', 'pesanan', 'masuk', 'driver', 'merugikan']"
heran deh sm aplikasi ini setiap order gocar udah mahal dikasih nya yg jauh mulu padahal katanya pencarian prioritas lah,negative,"['heran', 'deh', 'aplikasi', 'order', 'gocar', 'mahal', 'dikasih', 'mulu', 'pencarian', 'prioritas']"
sejauh ini udah oke sih cuma agak sebel pas ada fitur instant ini rata driver pd ga mau masukin ke aplikasi dan harga jd lebih mahal kalau bisa fitur instant ini dihapus saja hehe,negative,"['oke', 'sebel', 'pas', 'fitur', 'instant', 'driver', 'enggak', 'memasukkan', 'aplikasi', 'harga', 'mahal', 'fitur', 'instant', 'dihapus']"
sekarang nggak bisa lihat posisi driver kalau pesan food padahal tidak menggunakan mode hemat ongkir,negative,"['enggak', 'lihat', 'posisi', 'driver', 'pesan', 'food', 'tidak', 'mode', 'hemat', 'ongkir']"
kirim uang ke bank udah menit ga masuk kalo emang ga bisa cepet jangan ada menu kirim ke bank teknologi bukanya mempermudah malah nyusahin,negative,"['kirim', 'uang', 'bank', 'menit', 'enggak', 'masuk', 'enggak', 'cepat', 'jangan-jangan', 'menu', 'kirim', 'bank', 'teknologi', 'bukanya', 'mempermudah', 'menyusahkan']"
memang sih banyak bermunculan ojek online yg barutapi bagi saya tetap gojek yg bisa dipercaya aman serta nyaman,positive,"['bermunculan', 'ojek', 'online', 'barutapi', 'gojek', 'dipercaya', 'aman', 'nyaman']"
maaf sy jarang lihat notif jadi pas dapat notif akan ditarik saldo gojeknya sy blm baca lalu laporan sudah ditutup jadi bagaimana kelanjutannya kak sy sudah isi saldonya silahkan kalau mau dipotong tolong aplikasi nya dikembangkan untuk pembatalan pengajuan komplainan makasih,positive,"['maaf', 'jarang', 'lihat', 'notif', 'pas', 'notif', 'ditarik', 'saldo', 'gojeknya', 'belum', 'baca', 'laporan', 'ditutup', 'kelanjutannya', 'kak', 'isi', 'saldonya', 'silakan', 'dipotong', 'tolong', 'aplikasi', 'dikembangkan', 'pembatalan', 'pengajuan', 'komplainan', 'terima kasih']"
aplikasi lu sering banget not responding skrg ampas,negative,"['aplikasi', 'lu', 'banget', 'not', 'responding', 'ampas']"
semua jd lbh simple dan mudah,positive,"['simple', 'mudah']"
sangat baik untuk castamer aplikasih inisangat membantu cepetmudah digunakan,positive,"['castamer', 'aplikasih', 'inisangat', 'membantu', 'cepetmudah']"
lebih bagus aplikasi yg lama yg baru untuk pesan gofood titik lokasi drivernya ga ada tolong diperbaiki lagi,negative,"['bagus', 'aplikasi', 'pesan', 'gofood', 'titik', 'lokasi', 'drivernya', 'enggak', 'tolong', 'diperbaiki']"
untuk pesan gofood atau makanan mohon saat pemesanan dikonfirmasi jangan dikasih waktu karena penjual engga selalu pegang hp alhasil pesanannya ke cancel otomatis untuk sementara bintang dulu mohon diperbaiki agar tidak diwaktu saat konfirmasi pemesanan makanan oleh penjualtks,positive,"['pesan', 'gofood', 'makanan', 'mohon', 'pemesanan', 'dikonfirmasi', 'jangan-jangan', 'dikasih', 'penjual', 'enggak', 'pegang', 'hp', 'alhasil', 'pesanannya', 'cancel', 'otomatis', 'bintang', 'mohon', 'diperbaiki', 'tidak', 'diwaktu', 'konfirmasi', 'pemesanan', 'makanan', 'penjualtks']"
yang sekarang gak bisa lihat lokasi drivernya dimana sangat menyusahkan,negative,"['enggak', 'lihat', 'lokasi', 'drivernya', 'dimana-mana', 'menyusahkan']"
makin kesini makin parah untuk go food sekarang makin sulit mendapatkan driver terkadang sampai menunggu menit baru mendapatkan driver belum lagi menunggu makanan siap pas barang sudah datang hilang rasa lapar tolong di perbaiki lagi min,negative,"['kesini', 'parah', 'go', 'food', 'sulit', 'driver', 'terkadang', 'menunggu', 'menit', 'driver', 'belum', 'menunggu', 'makanan', 'pas', 'barang', 'hilang', 'lapar', 'tolong', 'perbaiki', 'min']"
bagus fiturnya banyak terus tingkat kan lgi,positive,"['bagus', 'fiturnya', 'tingkat']"
aplikasi gak jelas suka eror mulu pindah aja pesan lama banget,negative,"['aplikasi', 'enggak', 'jelas-jelas', 'suka', 'eror', 'mulu', 'pindah', 'pesan', 'banget']"
diupdate kok malah hilang semua resto di food minta tolong solusinya admin,positive,"['diupdate', 'hilang', 'resto', 'food', 'tolong', 'solusinya', 'admin']"
saya sudah berulang kali dapet driver yang lama menjemput saya dan akhirnya terlambat bekerja,positive,"['berulang', 'kali', 'driver', 'menjemput', 'terlambat']"
aplikasinya sy kasih kalau bisa lebih bagus lagi hidup anak indonesia terus maju biar terdepan dan juga untuk para driver gojek indonesia yg pantang menyerahtks,positive,"['aplikasinya', 'kasih', 'bagus', 'hidup', 'anak-anak', 'indonesia', 'maju', 'terdepan', 'driver', 'gojek', 'indonesia', 'pantang', 'menyerahtks']"
saya kecewa dengan bagaimana pihak gojek memperlakukan mitranya go mart go shop rawan order fiktif merugikan driver sedangkan pihak gojek lepas tangan dan tidak memberikan perlindungan sebaiknya matikan atau tutup layanan go shop kalau masih belum bisa memberikan perlindungan atau keamanan seperti go food daripada hanya fokus membuat rating bayaran palsu di playstore karena sudah banyak mitra gojek yang menjadi korban order fiktif melalui layanan go shop,negative,"['kecewa', 'gojek', 'memperlakukan', 'mitranya', 'go', 'mart', 'go', 'shop', 'rawan', 'order', 'fiktif', 'merugikan', 'driver', 'gojek', 'lepas', 'tangan', 'tidak', 'perlindungan', 'matikan', 'tutup', 'layanan', 'go', 'shop', 'belum', 'perlindungan', 'keamanan', 'go', 'food', 'fokus', 'rating', 'bayaran', 'palsu', 'playstore', 'mitra', 'gojek', 'korban', 'order', 'fiktif', 'layanan', 'go', 'shop']"
sering eror order doublemakin parah app nya,negative,"['eror', 'order', 'doublemakin', 'parah', 'app']"
saya agak kecewa dengan pembayaran virtual account,negative,"['kecewa', 'pembayaran', 'virtual', 'account']"
mau gimana lagi voucher diskon udah gabisa lagi di stack persediaan voucher diskon google play my tsel etc buat privilege di go club tingkatan tertentu juga udah dihapus cuman tinggal voucher ga guna dan sekarang malah gopay coin juga ikutan gabisa digunakan pula hadehh mau dibawa kemana lagi ini kemundurannya,negative,"['voucher', 'diskon', 'enggak bisa', 'stack', 'persediaan', 'voucher', 'diskon', 'google', 'play', 'my', 'tsel', 'etc', 'privilege', 'go', 'club', 'tingkatan', 'dihapus', 'cuman', 'tinggal', 'voucher', 'enggak', 'gopay', 'coin', 'ikutan', 'enggak bisa', 'hadehh', 'dibawa', 'kemana', 'kemundurannya']"
ok sangat membantusemoga makin lebih baikbuat mudah di pendafaran untk jd peserta yagar ojegpangkalan bisa jadi peserta ysippp,positive,"['ok', 'membantusemoga', 'baikbuat', 'mudah', 'pendafaran', 'peserta', 'yagar', 'ojegpangkalan', 'peserta', 'ysippp']"
slalu langganan gojekbaru kali ini orderan gocar sudah deal sudah diterima pesananeh waya mobilmau jalan nelp dulu si driver untuk nego cargo lagi aneh kan seumur umur kloudah deal trima pesanan dgn metode pembayaran nontunai kan sudah deal sangat kecewasudah mepet waktu hanya gara gara orderan kali dgn driver minta nego lagi ongkos cargodgn alasan jauhpadahal sudah nerima orderan dealgojek bs jelelkrm oknum driver nakal beginimaaf saya kecewa,positive,"['langganan', 'gojekbaru', 'kali', 'orderan', 'gocar', 'deal', 'diterima', 'pesananeh', 'waya', 'mobilmau', 'jalan', 'nelp', 'driver', 'nego', 'cargo', 'aneh', 'seumur', 'umur', 'kloudah', 'deal', 'terima', 'pesanan', 'metode', 'pembayaran', 'nontunai', 'deal', 'kecewasudah', 'mepet', 'gara-gara', 'gara-gara', 'orderan', 'kali', 'driver', 'nego', 'ongkos', 'cargodgn', 'alasan', 'jauhpadahal', 'menerima', 'orderan', 'dealgojek', 'jelelkrm', 'oknum', 'driver', 'nakal', 'beginimaaf', 'kecewa']"
kenapa ya klo mau bayar qriss selalu ada kata pembayaranmu sedang gangguan,positive,"['bayar', 'qriss', 'kata-kata', 'pembayaranmu', 'gangguan']"
ini kok lemot banget pdhl koneksi penuh tolong perbaiki terimakasih,negative,"['lemot', 'banget', 'koneksi', 'penuh', 'tolong', 'perbaiki', 'terimakasih']"
gimana maunya sih bintang tapi kalo tiba iklan popup nya terus muncul ngeganggu banget soalnya kerestar terus maaf banget baru inii saya kasih rating jelek karna ya soal popup iklan aplikasi gojek yg spam maksih,negative,"['maunya', 'bintang', 'iklan', 'popup', 'muncul', 'ngeganggu', 'banget', 'kerestar', 'maaf', 'banget', 'kasih', 'rating', 'jelek', 'popup', 'iklan', 'aplikasi', 'gojek', 'spam', 'terima kasih']"
driver yang dikasih selalu diberi yang jaraknya jauhjauh wajar saja driver nya minta cancel tapi saya jadi nya yang rugi waktu harus membatalkan orderan saya sampai berkalikali padahal sudah dipilih alasan karena driver terlalu jauh tetap saja dikasih driver yang jauh saya tau algoritma nya menguntungkan untuk driver yang rajin tapi sistem ini problematika untuk sisi konsumen bukan kesalahan driver tapi algoritma aplikasi yang mungkin perlu di revisi lagi,negative,"['driver', 'dikasih', 'jaraknya', 'jauhjauh', 'wajar', 'driver', 'cancel', 'rugi', 'membatalkan', 'orderan', 'berkalikali', 'dipilih', 'alasan', 'driver', 'dikasih', 'driver', 'algoritma', 'menguntungkan', 'driver', 'rajin', 'sistem', 'problematika', 'sisi', 'konsumen', 'bukan', 'kesalahan', 'driver', 'algoritma', 'aplikasi', 'revisi']"
mau log in akun ga bisa email sudah terdaftar mulu diarahin nya kaya daftar akun baru kan saya sudah punya akun tpi ga bisa log in,negative,"['log', 'akun', 'enggak', 'email', 'terdaftar', 'mulu', 'diarahin', 'kayak', 'daftar', 'akun', 'akun', 'enggak', 'log']"
bener parah banget driver gocar sekarang kebanyakan pertama ngambil orderan trus ditunggu lama ga ada kabar tiba di cancel drivernya ngambil orderan tapi setengah perjalanan doang trus tiba di cancel ga jelas ngomonya otw tiba di cancel ga jelas khususnya pagi nih kalo ga mau nerima orderan pagi jangan nyalain orderannya trus tiba di phpin ditambah driver gojek yang ngambil orderan dropout dulu udh nunggu lama pas udh dropout trus tiba cancel tolol,negative,"['parah', 'banget', 'driver', 'gocar', 'kebanyakan', 'ngambil', 'orderan', 'ditunggu', 'enggak', 'kabar', 'cancel', 'drivernya', 'ngambil', 'orderan', 'perjalanan', 'doang', 'cancel', 'enggak', 'jelas-jelas', 'ngomonya', 'otw', 'cancel', 'enggak', 'jelas-jelas', 'pagi', 'enggak', 'menerima', 'orderan', 'pagi', 'jangan-jangan', 'nyalain', 'orderannya', 'phpin', 'ditambah', 'driver', 'gojek', 'ngambil', 'orderan', 'dropout', 'menunggu', 'pas', 'dropout', 'cancel', 'tolol']"
hrusnya aplikator meng edukasi driver sllu bwa uang kmblian untuk plnggn yg byar tunai sering kli ktemu driver yg bilang tdk bwa kmblian kesan nya sperti memanfaatkan gitu,negative,"['aplikator', 'meng', 'edukasi', 'driver', 'bawa-bawa', 'uang', 'kmblian', 'plnggn', 'byar', 'tunai', 'kali', 'ketemu', 'driver', 'bilang-bilang', 'tidak', 'bawa-bawa', 'kmblian', 'kesan', 'memanfaatkan']"
biaya layanan dan ongkos kirim semakin tinggi jadi malas mau order promo juga gak ada,negative,"['biaya', 'layanan', 'ongkos', 'kirim', 'malas', 'order', 'promo', 'enggak']"
dengan tujuan yang sama hanya berbeda jalan lewat tol dan tidak kita diminta driver untuk mengubahmeng edit tujuan klo memang beda dari segi harga jarak dll nya dari awal harusnya dikasih opsi untuk memilih jalan agar kita tidak perlu edit lagi trimakasih,positive,"['tujuan', 'berbeda', 'jalan', 'tol', 'tidak', 'driver', 'mengubahmeng', 'edit', 'tujuan', 'beda', 'segi', 'harga', 'jarak', 'dll', 'dikasih', 'opsi', 'memilih', 'jalan', 'tidak', 'edit', 'trimakasih']"
aplikasi yg sangat mempermudah kehidupan sehari terima kasih gojek,positive,"['aplikasi', 'mempermudah', 'kehidupan', 'sehari', 'terima', 'kasih', 'gojek']"
kenapa skrng jadi muncul iklan trus trus ga bisa berhenti in di pengaturan,positive,"['muncul', 'iklan', 'enggak', 'berhenti', 'pengaturan']"
makin kesini makin mahal gofood sama gobike nya promo diskon juga udah jarang kalo gini terus mah orang jadi males pake gojek mending jalan sendiri biaya admin nya dikira lah,negative,"['kesini', 'mahal', 'gofood', 'gobike', 'promo', 'diskon', 'jarang', 'mah', 'orang-orang', 'malas', 'pakai', 'gojek', 'mending', 'jalan', 'biaya', 'admin']"
