text,label,processed
"Buzzer #AhokDjarot galau, semua survei dan polling memenangkan #AniesSandi Invoice bakal tak dibayar nih!  <FACE WITH STUCK-OUT TOUNGES>",negative,"['buzzer', 'galau', 'survei', 'polling', 'memenangkan', 'invoice', 'dibayar', 'face', 'with', 'stuckout', 'tounges']"
@aniesbaswedan omonganmu tidak cocok dengan fakta <Thumbs Down> <Thumbs Down>@MataNajwa @Metro_TV #pilkadaDKI #voteahok #badja  @nu_online #ahokdjarot #DKI,negative,"['omonganmu', 'tidak', 'cocok', 'fakta', 'thumbs', 'down', 'thumbs', 'down', 'tv', 'online']"
"#AhokDjarot unggul dalam memainkan isu dan strategi. Apalagi dalam isu sara, serta matang dalam mengelola Strategi Musuh.  <FACE WITH STUCK-OUT TOUNGES>",negative,"['unggul', 'memainkan', 'isu', 'strategi', 'isu', 'sara', 'matang', 'mengelola', 'strategi', 'musuh', 'face', 'with', 'stuckout', 'tounges']"
nasi bungkus terdeteksi #ahokdjarot,negative,"['nasi', 'bungkus', 'terdeteksi']"
PDI-P perkuat kemenangan Ahok-Djarot #pilkadaDKI2017.,positive,"['pdip', 'perkuat', 'kemenangan', 'ahokdjarot']"
Inilah pemenang #PilkadaDKI2017 yang sesungguhnya. Mereka harus mengalah agar Jakarta tidak pecah oleh politik sara yang brutal dari pihak,positive,"['pemenang', 'sesungguhnya', 'mengalah', 'jakarta', 'tidak', 'pecah', 'politik', 'sara', 'brutal']"
Hujan Sembako dari Ahok-Djarot Jadi Sedekah bagi Anies-Sandi #PilkadaDKI2017,positive,"['hujan', 'sembako', 'ahokdjarot', 'sedekah', 'aniessandi']"
"Dalam hitungan saya, pemenang sesungguhnya dalam #PilkadaDKI2017 adalah #AhokDjarot, tapi mereka harus mengalah untuk kepentingan nasional.",positive,"['hitungan', 'pemenang', 'sesungguhnya', 'mengalah', 'kepentingan', 'nasional']"
terima kasih pak ahok  @basuki_btp #pilkadadki2017,positive,"['terima', 'kasih', 'ahok', 'btp']"
"Sempat terkejut karena Bapak Ahok kalah dalam versi Quick Count #pilkadadki2017. Tidak apa-apa, tetep keren terus ya pak! Tetap menginspiras",positive,"['terkejut', 'ahok', 'kalah', 'versi', 'quick', 'count', 'tidak', 'apaapa', 'keren-keren', 'menginspiras']"
"Jadi serahkan semua takdir kehidupan kepada Tuhan, kita hanya menjalankan sebaik mungkin. Bukan begitu pak @basuki_btp #pilkadadki2017",positive,"['serahkan', 'takdir', 'kehidupan', 'tuhan', 'menjalankan', 'sebaik-baik', 'bukan', 'btp']"
Trimakasih pak @basuki_btp atas kinerja bapak degan pak djarot dalam memimpin dki. #pilkadadki2017,positive,"['trimakasih', 'btp', 'kinerja', 'degan', 'djarot', 'memimpin', 'dki']"
"Melihat para @temanAhok, harapan itu kembali hidup. Mereka akan jadi ahok masa depan. Menyelamatkan NKRI dari tikus berdasi. #pilkadadki2017",positive,"['harapan', 'hidup', 'ahok', 'menyelamatkan', 'nkri', 'tikus', 'berdasi']"
Selamat istirahat pak @basuki_btp Setelah ronde panjang melawan penjahat Anda telah menang #pilkadajakarta #pilkadadki2017 #BasukiDjarot,positive,"['selamat', 'istirahat', 'btp', 'ronde', 'melawan', 'penjahat', 'menang']"
Kekuasaan itu Tuhan yang kasih Tuhan juga yang ambil. #TerimakasihPakAhok saya bangga memilih Pak Ahok #pilkadadki2017 #TerimaKasihAhok,positive,"['kekuasaan', 'tuhan', 'kasih', 'tuhan', 'ambil', 'bangga', 'memilih', 'ahok']"
"Yang 1 itu selama kerja sudah terbukti, yang diomongin jadi kenyataan. Yang 1 nya jadi menteri aja dipecat apalagi ini? #pilkadadki2017",positive,"['kerja', 'terbukti', 'diomongin', 'kenyataan', 'menteri', 'dipecat']"
"Tidak apa-apa Ahok kalah, supaya sedikit aman. Coba Ahok menang, calo akhirat pada ribet teriak-teriak di monas. #PilkadaDKI #pilkadadki2017",positive,"['tidak', 'apaapa', 'ahok', 'kalah', 'aman', 'coba', 'ahok', 'menang', 'calo', 'akhirat', 'ribet', 'teriakteriak', 'monas']"
Untuk bpk@basuki_btp terima kasih untuk perjuanganmu selama 5 tahun terakhir. Kami akan terus mendukungmu terbang lebih tinggi lagi.#pilkada,positive,"['bpk', 'btp', 'terima', 'kasih', 'perjuanganmu', 'tahun-tahun', 'mendukungmu', 'terbang']"
Artis pendukung Ahok selamati rekannya pendukung Anies http://ow.ly/XvnN30aYrAS  #PilkadaDKI2017,positive,"['artis-artis', 'pendukung', 'ahok', 'selamati', 'rekannya', 'pendukung', 'anies']"
"Saatnya menerima gubernur baru. Terima kasih kepada gubernur lama. Sudahi perselisihan, mari bersatu untuk maju.#pilkadadki2017",positive,"['menerima', 'gubernur', 'terima', 'kasih', 'gubernur', 'sudahi', 'perselisihan', 'mari', 'bersatu', 'maju']"
Kepemimpinan bapak @ahok membuat saya bangga menjadi bagian dari pegawai pemerintah.Terimakasih pak @ahok #salam2Jari,positive,"['kepemimpinan', 'bangga', 'pegawai', 'pemerintahterimakasih']"
@ahok @djarot saya mendukungmu di pilkada ini dengan sepenuh hati. Semoga menang menang merdeka,positive,"['mendukungmu', 'pilkada', 'sepenuh', 'hati-hati', 'semoga', 'menang', 'menang', 'merdeka']"
#pilkadadki2017 sangat mencintaimu pak @ahok. Menanglah dan lanjutkan,positive,"['mencintaimu', 'menanglah', 'lanjutkan']"
#HasilC10 #Ba2ukiDjarot #pilkadadki2017 #MataRakyat #KawalPilkada @basuki_btp @AhokDjarot unggul di TPS 58 Duri Kosambi Cengkareng,positive,"['btp', 'unggul', 'tps', 'duri', 'kosambi', 'cengkareng']"
"Warga Pluit : Kami Pilih Ahok Karena Kerjanya, Bukan Satu Etnis. https://goo.gl/KVN4o5  #pilkadadki2017 #wargapluit @basuki_btp",positive,"['warga', 'pluit', 'pilih', 'ahok', 'kerjanya', 'bukan', 'etnis', 'btp']"
Selesai untuk beberapa waktu. Kami tetap setia #pilkadadki2017 https://www.instagram.com/p/BTDXsnuDpP9/,positive,"['selesai', 'setia']"
Usai Nyoblos Ahok Hanya Tersenyum. https://goo.gl/Ea1PNS  #pilkadadki2017 #ahok,positive,"['nyoblos', 'ahok', 'tersenyum']"
"Warga bekasi-tangerang-bogor-depok dihimbau agar mencoblos No.3,jangan (((No.2))) Dan bagi SEMUA warga DKI coblos (((No.2))) #PilkadaDki2017",positive,"['warga', 'bekasitangerangbogordepok', 'dihimbau', 'mencoblos', 'nojangan', 'no', 'warga', 'dki', 'coblos', 'no']"
Selamat Pagi Salam 2 Jari untuk #pilkadadki2017 #pilkadajakarta,positive,"['selamat', 'pagi', 'salam', 'jari']"
"Mari kita berdoa, agar mereka semua dengan hati yang bersih coblos paslon no 2 . Berdoa dimulai... #pilkadadki2017",positive,"['mari', 'berdoa', 'hati-hati', 'bersih', 'coblos', 'paslon', 'no', 'berdoa']"
"Meski Saya warga Sultra, tetapi Saya dukung Ahok Djarot Untuk Gub.DKI Jakarta #pilkadadki2017 #pilkadajakarta #ahokmenang #ahok",positive,"['warga', 'sultra', 'dukung', 'ahok', 'djarot', 'gubdki', 'jakarta']"
"Apa yang dicari.? Pilih gubernur, yang bisa mimpin jakarta. Bukan yang hanya omong kosong #BesokGuaAhok #pilkadadki2017 #PastikanBesokDua",positive,"['apa-apa', 'dicari', 'pilih', 'gubernur', 'mimpin', 'jakarta', 'bukan', 'omong', 'kosong']"
satu orang pemimpin yang tahu bagaimana cara memimpin adalah lebih baik dari pada seribu orang yang belajar kepemimpinan #pilkadadki2017,positive,"['orang-orang', 'pemimpin', 'memimpin', 'seribu', 'orang-orang', 'belajar', 'kepemimpinan']"
#PilkadaDKI2017 KH Said Aqil Sebut #Ahok-Djarot Sejalan dengan NU,positive,"['kah', 'said', 'aqil', 'djarot', 'sejalan', 'nu']"
Kita Butuh Pemimpin BERMUTU Bukan Sebatas penjaja KARTU di #pilkadadki2017 Nanti Semoga @AhokDjarot Sukses dan menang,positive,"['butuh', 'pemimpin', 'bermutu', 'bukan', 'sebatas', 'penjaja', 'kartu', 'semoga', 'sukses', 'menang']"
3 hari lagi menuju #pilkadadki2017 .dari provinsi jambi aku turut mengAMINkan tuit ini moga pak purnama @basuki_btp Dan pak hidayat terpilih,positive,"['provinsi', 'jambi', 'mengaminkan', 'tuit', 'moga', 'purnama', 'btp', 'hidayat', 'terpilih']"
Iwan Fals saja pilih Ahok Djarot..tahu kan konsistennya Iwan Fals melawan korupsi ? #pilkadadki2017 @Takviri,positive,"['iwan', 'fals', 'pilih', 'ahok', 'djarottahu', 'konsistennya', 'iwan', 'fals', 'melawan', 'korupsi']"
Tanggal 19 pilih dengan hati nurani ya #pilkadadki2017 #BaDjaUntukJakarta,positive,"['tanggal', 'pilih', 'hati-hati', 'nurani']"
#1000Lilin #rizieqpulang #LilinUntukAhok #ahok #AhokDjarot andai saja ini bisa di contoh untuk seluruh indonesia,positive,"['andai', 'contoh', 'indonesia']"
Bener banget! Cuma yang nonton concert Coldplay aja yang ngerti #AhokDjarot,positive,"['banget', 'menonton', 'concert', 'coldplay', 'mengerti']"
"Pelajaran Kesabaran dari ""The Invisible"" Djarot http://kom.ps/AFwLJ5  #AhokSelaluDihati #badja #AhokDjarot #AhokMartir",positive,"['pelajaran', 'kesabaran', 'the', 'invisible', 'djarot']"
Apa pendapat anda tentang pak ahok? â€” Pemimpin hebat yang Tuhan utus utk Indonesia #gueahok #ahokdjarot #saveahok http://l.ask.fm/igoto,positive,"['apa-apa', 'pendapat', 'ahok', 'pemimpin', 'hebat', 'tuhan', 'utus', 'indonesia']"
gantungan kunci ahok berbagai model https://www.tokopedia.com/ #ahokfree #AhokIsHope #AhokDjarot #BasukiTjahajaPurnama #BTP #AhokTakBersalah,positive,"['gantungan', 'kunci', 'ahok', 'model']"
#freeahok #saveahok #ahokfornobel2017 #ahokdjarot #ahoklovers #ahokbtp #ahok https://www.instagram.com/p/BUBE8R_BJnj/,positive,[]
"Introspeksi diri #saveahok #ripjustice #basukibtp #ahokdjarot #indonesia @Bogor, Indonesia https://www.instagram.com/p/BUA2fQxlDza/",positive,"['introspeksi', 'indonesia']"
Ternyata mencari pemimpin yang dicintai itu tidak gampang.MSP. #AhokDjarot #AhokForNobel #silake5,positive,"['mencari', 'pemimpin', 'dicintai', 'tidak', 'gampangmsp']"
Djarot Ucapkan Terima Kasih Atas SYUKURAN AHOK DIPENJARA http://ow.ly/W7im30bFdmB  #ahok #ahokdjarot,positive,"['djarot', 'ucapkan', 'terima', 'kasih', 'syukuran', 'ahok', 'dipenjara']"
Kami mencintaimu Ahok and Djarot! #Ahok #SaveAhok #ahokdjarot,positive,"['mencintaimu', 'ahok', 'and', 'djarot']"
"Doaku Menyertai (Jakarta, May 2017) basukibtp @ahokdjarot #storyofthestreet #ahok #ahokdjarotâ€¦ https://www.instagram.com/p/BT8t9c9jQlx/",positive,"['doaku', 'menyertai', 'jakarta', 'basukibtp']"
1000 Lilin untuk pak Ahok #saveahok #ahokers #ahokdjarotâ€¦ https://www.instagram.com/p/BT6m67jFgW4IhB_AXM414EpDGHX3BA4-_8lc5w0/ â€¦,positive,"['lilin', 'ahok']"
#Ahok #ahokhebat #AhokDjarot #AhokTakBersalah #RIPJUSTICEINDONESIA #politikkotor,positive,[]
"Mas @addiems , keren banget... Selamat berjuang, NKRI harga mati #SaveAhok #AhokDjarot #RIPJUSTICEINDONESIA",positive,"['mas', 'keren-keren', 'banget', 'selamat', 'berjuang', 'nkri', 'harga', 'mati']"
Tugu proklamasi dibawah sinar bulan purnama #ahok #AhokDjarot #ahokfree,positive,"['tugu', 'proklamasi', 'dibawah', 'sinar', 'purnama']"
Dari NTT untuk Bapak Ahok basukibtp #saveahok #ahok #ahokdjarotâ€¦ https://www.instagram.com/p/BT6vCAkD2Odn28TQ0-1W-3a6HiqagNqDh_2T7g0/ â€¦,positive,"['ntt', 'ahok', 'basukibtp']"
Manado 1000 lilin #AhokDjarot #Hukum_yang_telah_mati #NKRI harga mati,positive,"['manado', 'lilin', 'yangtelahmati', 'harga', 'mati']"
1000 lilin untuk Ahok dari Manado @ManadoKota @temanAhok @basuki_btp @digembok #AhokDjarot #RipJustice #RIPHukum #Manado #saveNKRI,positive,"['lilin', 'ahok', 'manado', 'btp']"
pak @WagubDKI dan @basuki_btp itu adalah 2 sosok Band of Brothers di kehidupan nyata #DemiAhok #AhokDjarot,positive,"['btp', 'sosok', 'band', 'of', 'brothers', 'kehidupan', 'nyata']"
Sejuta Lilin demi Keadilan #AhokDjarot #lawinforcement #justice #JakartauntukSemua #IndonesiaRaya https://www.instagram.com/p/BT6ioErhYdo/,positive,"['sejuta', 'lilin', 'keadilan']"
"semoga #AhokDjarot bisa menyelesaikan tugas negaranya sampe oktober pas pelantikan gubernur baru, supaya APBN saat ini tidak diganggu2 amin",positive,"['semoga', 'menyelesaikan', 'tugas', 'negaranya', 'oktober', 'pas', 'pelantikan', 'gubernur', 'apbn', 'tidak', 'diganggu', 'amin']"
SALAM SUJUD DAN HORMAT SAYA PADA PAK DJAROT KHABARNYA PENANGGUHAN TAHANAN AHOK DI SETUJUIN DAN MALAM INI PAK AHOK PULANG,positive,"['salam', 'sujud', 'hormat', 'djarot', 'khabarnya', 'penangguhan', 'tahanan', 'ahok', 'setujuin', 'malam', 'ahok', 'pulang']"
semoga selalu #tegar #AhokDjarot https://twitter.com/cpdmkrkm/status/862234789859868672,positive,['semoga']
Dukungan Doa dan Pemasangan sejuta Lilin untuk AHOK dari Manado Untuk Indonesia. #SaveAhok #AhokDjarot #RIPJusticeInIndonesia,positive,"['dukungan', 'doa', 'pemasangan', 'sejuta', 'lilin', 'ahok', 'manado', 'indonesia']"
Manado untuk Pak @basuki_btp,positive,"['manado', 'btp']"
Rakyat Cinta NKRI Perjuangkan Keadilan #justice #lawinforcement #AhokDjarot #JakartauntukSemua @â€¦ https://www.instagram.com/p/BT6eQ61hZfW/,positive,"['rakyat', 'cinta', 'nkri', 'perjuangkan', 'keadilan']"
Semangat ya pak Djarot.. Doa kami menyertaimu.. #Ahok #AhokDjarot #Djarot #RIPJusticeInIndonesia,positive,"['semangat', 'djarot', 'doa', 'menyertaimu']"
Bagi bangsa ini kami berdiri Dan membawa doa dalam kemenangan Tuhan atas Indonesia ini melalui pak #Ahok #AhokDjarot #IndonesiaBerkabung,positive,"['bangsa', 'berdiri', 'membawa', 'doa', 'kemenangan', 'tuhan', 'indonesia']"
Suatu hari nanti orang-orang akan bercerita bahwa BATMAN DAN ROBBIN pernah melindungi jakarta !!#AhokDjarot,positive,"['orangorang', 'bercerita', 'batman', 'robbin', 'melindungi', 'jakarta']"
Perbedaan mana yang kerja keras dan mana yang suka cari muka ! #Ahok #AhokDjarot #freeahok #AhokIsHope #RIPJUSTICEINDONESIA #riphukum,positive,"['perbedaan', 'kerja', 'keras', 'suka', 'cari', 'muka-muka']"
Dukungan Doa dan Pemasangan Lilin untuk AHOK dari MANADO untuk Indonesia. #SaveAhok #AhokDjarot #AhokPresidenRIke8,positive,"['dukungan', 'doa', 'pemasangan', 'lilin', 'ahok', 'manado', 'indonesia']"
Jerih lelahmu memperjuangkan bangsa ini dari korupsi dan menegakkan kebenaran diperhitungkan oleh Tuhan pak. GBU #Ahok #AhokDjarot #freeahok,positive,"['jerih', 'lelahmu', 'memperjuangkan', 'bangsa', 'korupsi', 'menegakkan', 'kebenaran', 'diperhitungkan', 'tuhan', 'gbu']"
Tuhan selalu bersama pak @basuki_btp dan keluarga.kami selalu bersama pak ahok #freeahok #Ahok #keadilan #AhokDjarot,positive,"['tuhan', 'btp', 'keluargakami', 'ahok']"
"Tetap semangat pak Djarot, Air matamu akan selalu terkenang, Air mata yang menandakan kecintaanmu untuk Indonesia #Djarot #ahok #ahokDjarot",positive,"['semangat', 'djarot', 'air', 'matamu', 'terkenang', 'air', 'mata', 'menandakan', 'kecintaanmu', 'indonesia']"
doa kami untuk Jakarta.#AhokDjarot,positive,"['doa', 'jakarta']"
Paduan suara warga di balai kota #ahokdjarot,positive,"['paduan', 'suara', 'warga', 'balai', 'kota']"
Apakah ini bukan suatu sejarah? #IndonesiaBersih #AhokDjarot,positive,"['bukan', 'sejarah']"
DEMAM Karangan Bunga Dukung Ahok-Djarot Menjalar hingga Siantar,positive,"['demam', 'karangan', 'bunga', 'dukung', 'ahokdjarot', 'menjalar', 'siantar']"
Tidak ada pemimpin di Indonesia Sebaik jujur tegas dan kerja nyata Ahok Djarod is the Best #AhokDjarot,positive,"['tidak', 'pemimpin', 'indonesia', 'sebaik-baik', 'jujur', 'kerja', 'nyata', 'ahok', 'djarod', 'is', 'the', 'best']"
"Integrasi rusun, pasar dan bioskop rakyat semasa #AhokDjarot yang ditunggu kelanjutannya dibawah gubernur baru",positive,"['integrasi', 'rusun', 'pasar', 'bioskop', 'rakyat', 'ditunggu', 'kelanjutannya', 'dibawah', 'gubernur']"
Hampir tengah malam kami sekeluarga lewat balai kota karena anak mau lihat bunga. Ternyata sampai monas! #AhokDjarot,positive,"['malam', 'sekeluarga', 'balai', 'kota', 'anak-anak', 'lihat', 'bunga', 'monas']"
Ribuan Bunga untuk #AhokDjarot #AhokDicintaiRakyat #Jakarta,positive,"['ribuan', 'bunga']"
"#AhokDjarot selalu dihati #BuniYani masuk bui #Anies pecatan menteri, bloon",positive,"['dihati', 'masuk', 'bui', 'pecatan', 'menteri', 'bloon']"
Indonesia harum bunga #AhokDjarot ungkapan seribu bahasa Cinta,positive,"['indonesia', 'harum', 'bunga', 'ungkapan', 'seribu', 'bahasa', 'cinta']"
Jelas yaaaa.... #bunga bukan abal2... #badja #AhokDjarot #jakarta @ Kantor Balai Kota Jakarta https://www.instagram.com/p/BTgm0rKl2dY/,positive,"['jelas-jelas', 'bukan', 'abal-abal', 'kantor', 'balai', 'kota', 'jakarta']"
ke balaikota DKI Jakarta dan kehabisan kata-kata.. #AhokDjarot,positive,"['balaikota', 'dki', 'jakarta', 'kehabisan', 'katakata']"
Bukan hanya di jakarta saja tapi di medan juga #AhokDjarot #AhokDicintaiRakyat #AhokShow #FadliZon #Jakarta,positive,"['bukan', 'jakarta', 'medan']"
Karangan bunga untuk ahok Dari kota kecil yang indah.... #Ajibarang #Basuki_btp #Jakarta #Ahok #AhokDjarot #DKIJakarta,positive,"['karangan', 'bunga', 'ahok', 'kota', 'kecil-kecil', 'indah', 'btp']"
"Pemenang sejati adalah pemenang hati Rakyat. Udah kalah masih bisa datangkan rejeki buat tukang bunga,Pak #AhokDjarot #AhokDicintaiRakyat",positive,"['pemenang', 'sejati', 'pemenang', 'hati-hati', 'rakyat', 'kalah', 'datangkan', 'rejeki', 'tukang', 'bungapak']"
"@basuki_btp dan djarot semangat & sehat2 terus. Semoga diakhir masa jabatan ini, masyarakat DKI sadar akan pemimpin sebenarnya. #ahokdjarot",positive,"['btp', 'djarot', 'semangat', 'sehat', 'semoga', 'diakhir', 'jabatan', 'masyarakat', 'dki', 'sadar', 'pemimpin']"
Betul sekali itu abang yang keren Tuhan berkati #AhokDjarot dan berkati juga abang,positive,"['abang', 'keren-keren', 'tuhan', 'berkati', 'berkati', 'abang']"
"Balaikota masih rame, kiriman bunga pun masih terus mengalir untuk #ahok dan #djarot #badja #ahokdjarot",positive,"['balaikota', 'rame', 'kiriman', 'bunga', 'mengalir']"
Hari ini wisata ke balai kota. Mumpung gubernurnya masih pak ahok. Riang gembira dan gratis. Penuhnya luar biasa. #balaikotadki #AhokDjarot,positive,"['wisata', 'balai', 'kota', 'mumpung', 'gubernurnya', 'ahok', 'riang', 'gembira', 'gratis', 'penuhnya']"
Perlu IDE GILA #REDKARPET #LONGREDCARPET #LONGREDCARPETAhokDjarot #AhokDjarot,positive,"['ide', 'gila']"
"Allah bersama orang2 yang benar, subhanallah.. #DKIJakarta #AhokDjarot #PemProvAmanah #PemenangdiHatiRakyat #Piss",positive,"['allah', 'orang-orang', 'benar-benar', 'subhanallah']"
"Unik, Karangan bunga untuk Gubernur DKI Jakarta, Badja Viral di Medsos, ini salah satunya ... #POLEMIKPaluHakim #DKIJakarta #AhokDjarot",positive,"['unik', 'karangan', 'bunga', 'gubernur', 'dki', 'jakarta', 'badja', 'viral', 'medsos', 'salah', 'satunya']"
Tuhan Memberkati #AhokDjarot,positive,"['tuhan', 'memberkati']"
"Tuhan sayang Jakarta & AhokDjarot karena AhokDjarot kalah saja mereka masih marah, AhokDjarot menang apa yg terjadi di Jakarta terima kasih.",positive,"['tuhan', 'sayang', 'jakarta', 'ahokdjarot', 'ahokdjarot', 'kalah', 'marah', 'ahokdjarot', 'menang', 'apa-apa', 'jakarta', 'terima', 'kasih']"
"Kami sudah biasa dan tak bisa lepas dengan yang galak-galak. Kami sayang kamu, Pak #AhokDjarot",positive,"['lepas', 'galakgalak', 'sayang']"
Lagi nongkrong ada yang masang karangan bunga. Dan ternyata tidak sampai monas aja tapi sampai Jogja! #AhokDjarot #BungaAhok #bungauntukahok,positive,"['nongkrong', 'masang', 'karangan', 'bunga', 'tidak', 'monas', 'jogja']"
Heboh papan bunga untuk pak ahok #pakahok #ahok #jakarta #dkijakarta #ahokdjarot #indonesia https://www.instagram.com/p/BTbroj0hnCS/,positive,"['heboh', 'papan', 'bunga', 'ahok']"
#GombalinAhok kamu luar biasa pak begitu jahat ninggalin aku yg terlanjur sayang padamu #AhokDjarot ,positive,"['jahat', 'meninggalkan', 'terlanjur', 'sayang', 'padamu']"
Karangan bunga dan antrian foto bersama.... Il phenomenon baru kayaknya untuk seorg figur di indonesia #AhokDjarot,positive,"['karangan', 'bunga', 'antrian', 'foto-foto', 'il', 'phenomenon', 'kayaknya', 'figur', 'indonesia']"
Dari Batam untuk #ahokdjarot. Tetap semangat pak! https://www.instagram.com/p/BTbYtzqAQI6jzioWGmCLAnPDLEUHoxYZ8BWolU0/,positive,"['batam', 'semangat']"
KARANGAN BUNGA ucapan TERIMAKASIH masyarakat ke Pak @basuki_btp & Pak @AhokDjarot sampai Monas #karanganbungaahok #telkomsel #AhokDjarot ,positive,"['karangan', 'bunga', 'ucapan', 'terimakasih', 'masyarakat', 'btp', 'monas']"
#ahok #djarot tetap di hatiku #pilkadadki,positive,['hatiku']
#ahok #ahokdjarot #pilgubdki #saveahok #temanahok Gusur demi jutaan rakyat http://infototorqq.blogspot.com,positive,"['gusur', 'jutaan', 'rakyat']"
"#ahok #saveahok #ahokdjarot #pilgubjkt Anies Unggul di Pemilih Muslim, Ahok Kaum Pendidikan Tinggi TotorQQ: http://www.infototorqq.com",positive,"['anies', 'unggul', 'pemilih', 'muslim', 'ahok', 'kaum', 'pendidikan', 'totorqq']"
#duajari #ahokdjarot #badja #salamduajari #duajari #kode #code #gangster #farmer #foodhero https://www.instagram.com/p/BS1x10_Bovd/,positive,[]
"Sudahlah bikin pusing. Lagian @basuki_btp Sudah jawab dengan baik. tinggal semua tenang,konsentrasi,berdoa,selalu bahagia Untuk menang",positive,"['pusing', 'btp', 'tinggal', 'tenangkonsentrasiberdoaselalu', 'bahagia', 'menang']"
Terima kasih atas doanya pa Kyai .. #voteahok #AniesSandi #pilkadaDKI #ahokdjarot,positive,"['terima', 'kasih', 'doanya', 'kyai']"
Kita jatuh cinta dengan gubernur yang tidak kita miliki. <Heart With Arrow> #PilkadaDKI #PilkadaDKI2017,positive,"['jatuh', 'cinta', 'gubernur', 'tidak', 'miliki', 'heart', 'with', 'arrow']"
Betul tidak pak jokowi ? <Trophy> <Trophy> Oke lah ya pak basukibtp Dukung 100 % . . #pilkadadki #pilkadadki2017,positive,"['tidak', 'jokowi', 'trophy', 'trophy', 'oke', 'basukibtp', 'dukung']"
Peach #pilkadadki #pilkada #pilkadadki2017 #pilkada2017 #ahok #ahokdjarot #ahokers  https://www.instagram.com/p/BTDYVuNAw,positive,['peach']
Kami sudah. #vote #pilkada #pilkadadki #pilkadadki2017 #ahokdjarot @ TPS 07 https://www.instagram.com/p/BTDSmEylbz8/,positive,['tps']
Ayo coblos yang bijaksana untuk JAKARTA yang lebih baik  <Victory Hand>  #PilkadaDKI #PilkadaDKI2017 #PilkadaJakartaAman,positive,"['ayo', 'coblos', 'bijaksana', 'jakarta', 'victory', 'hand']"
Bapak Presiden sudah bilang Pilkada DKI akan aman tohh  <Smiling Face With Sunglasses>  <Smiling Face With Sunglasses> ... #PilkadaDKI2017 @jokowi @JokowiAhokJKT,positive,"['presiden', 'bilang-bilang', 'pilkada', 'dki', 'aman', 'smiling', 'face', 'with', 'sunglasses', 'smiling', 'face', 'with', 'sunglasses']"
"Kekalahan Ahok ini disengaja, biar bisa sepaket dengan AHY pada Pilpres nanti <FACE WITH STUCK-OUT TOUNGES> <grining face with smile eye> <grining face with smile eye> <Smiling Face With Sunglasses> <Smiling Face With Sunglasses> #PilkadaDKI. #Ahokers jangan risau hahahahahaha",positive,"['kekalahan', 'ahok', 'disengaja', 'sepaket', 'ahy', 'pilpres', 'face', 'with', 'stuckout', 'tounges', 'grining', 'face', 'with', 'smile', 'eye', 'grining', 'face', 'with', 'smile', 'eye', 'smiling', 'face', 'with', 'sunglasses', 'smiling', 'face', 'with', 'sunglasses', 'jangan-jangan', 'risau', 'hahahahahaha']"
"Pak Anies sepertinya semakin banyak dapat respon negatif dari netizen.Makin emosi-an.AHY, tetap hafalan.Badja paling ok <Smiling Face With Sunglasses> <Smiling Face With Sunglasses> <Victory Hand>",positive,"['anies', 'respon', 'negatif', 'netizenmakin', 'emosianahy', 'hafalanbadja', 'ok', 'smiling', 'face', 'with', 'sunglasses', 'smiling', 'face', 'with', 'sunglasses', 'victory', 'hand']"
Kekalahan Basuki Tjahaja Purnama-Djarot Saiful Hidayat di Pilkada DKI Jakarta tidak mempengaruhi elektabilitas PDI <Victory Hand>,positive,"['kekalahan', 'basuki', 'tjahaja', 'purnamadjarot', 'saiful', 'hidayat', 'pilkada', 'dki', 'jakarta', 'tidak', 'mempengaruhi', 'elektabilitas', 'pdi', 'victory', 'hand']"
"saya percaya, kondisi cuaca beberapa hari sebelum pilkada dki ikut serta memberikan kontribusi positif ke ahok-djarot. Aku 2!! <Victory Hand> <Victory Hand>",positive,"['percaya', 'kondisi', 'cuaca', 'pilkada', 'dki', 'kontribusi', 'positif', 'ahokdjarot', 'victory', 'hand', 'victory', 'hand']"
"Bagi Tompi, Ahok-Djarot <Victory Hand> <Victory Hand> Lakukan Perubahan Positif, Nih Buktinya! #PilkadaDKI",positive,"['tompi', 'ahokdjarot', 'victory', 'hand', 'victory', 'hand', 'lakukan', 'perubahan', 'positif', 'buktinya']"
"Positif, PDIP Usung Ahok-Djarot di Pilkada DKI 2017 <Victory Hand> - Suara Nasional http://fb.me/4WTHLLCNZ",positive,"['positif', 'pdip', 'usung', 'ahokdjarot', 'pilkada', 'dki', 'victory', 'hand', 'suara', 'nasional']"
Kalah karena jujur lebih baik daripada menang karena curang <Heavy Check Mark> <Heavy Check Mark>. Initerjadi di pilkada DKi.Makanya masih iri tidak terima sama Ahok,positive,"['kalah', 'jujur', 'menang', 'curang', 'heavy', 'check', 'mark', 'heavy', 'check', 'mark', 'initerjadi', 'pilkada', 'dkimakanya', 'iri', 'tidak', 'terima', 'ahok']"
KALAH PILKADA DKI AHOK DJAROT DAPAT KARANGAN BUNGA SIMPATI KARENA TERUJI DAN TERUKUR <Victory Hand> <Victory Hand> ANIES SANDI MENANG DAPAT BUNGA DP 0%,positive,"['kalah', 'pilkada', 'dki', 'ahok', 'djarot', 'karangan', 'bunga', 'simpati', 'teruji', 'terukur', 'victory', 'hand', 'victory', 'hand', 'anies', 'sandi', 'menang', 'bunga', 'dp']"
