text,score,label
kenapa promo ny cuma bisa dipake lewat paylater aj,2,Negatif
hidup lagi capek capek nya dibikin kesel sama gopay kanapa pin akun saya dinonaktifkan padahal mau ku beli makanan nyesel nyimpan uang di aplikasi ini saran buat temen mending di aplikasi dana saja lebih praktis dan mudah,1,Negatif
kak tolong cek akhir ini kenapa sering crash ya tiba nge frezze,5,Positif
makin kaya dana scam top up saldo ga masuk tf ke bank malah gangguan sistem,1,Negatif
pemakain paylater sudah tidak semudah dulu sebelum update paylater terbaru,2,Negatif
min kebijakan gopaylaternya ditinjau lagi dong masa biaya keterlambatannya besar banget sampai ribu masih mending yang kemarin hari masih ada toleransi belum lagi dcnya nelpon terus udah kayak pinjol ilegal padahal saya pasti bayar sebelum hari ke tolong ya min saya pengguna setia gojek merasa kecewa sih kalau peraturannya makin ketat gini,1,Negatif
aplikasi multi fungsi banyak bonus banyak potongan diskon mantapp hanya dg dowload gratis di google play store,5,Positif
pelayanan cs di app lama saya komplain gofood jam siang kemarin belum ada kejelasan sampai saat ini padahal biaya layanan app cukup tinggi dibandingkan dengan kompetitor tapi pelayanannya malah kurang seperti ini,1,Negatif
aplikasi sering gak respon paling update,2,Negatif
tetep jaga sikap para ojol utamakan kenyamanan dan salam sehat strong,4,Positif
tetep jaga sikap para ojol utamakan kenyamanan dan salam sehat strong,4,Positif
gojek rating sedangkan gopartner ini memperlihatkan secara tidak langsungkepuasan yg tidak seimbangsangat berbeda dengan aplikator sebelah gxxxxb dengan rating buat penggunadan buat driverdulu karya anak bangsasekarang penjajah anak bangsa,1,Negatif
gojek rating sedangkan gopartner ini memperlihatkan secara tidak langsungkepuasan yg tidak seimbangsangat berbeda dengan aplikator sebelah gxxxxb dengan rating buat penggunadan buat driverdulu karya anak bangsasekarang penjajah anak bangsa,1,Negatif
bisa ga sih kalo di bandara pake gocar normal aja gitu ga harus gocar instant karena kenapa disuruh nunggu tpi sampe jam an katanya instant tapi ga ada instantnya hadeh,1,Negatif
semenjak ada gojek mau kemana jadi mudah dan aman banyak promonya yang bikin kantong gak jebolhehehe,5,Positif
ah jd jelek masa gopay letter di update bukan nya jadi bagus malah dibikin periode udh bener pembayaran tiap akhr bln pas org gajian klo tgl siapa yg gajian balikin lg kyk awall dah gitu abis update limit nya malah jd turun bukan naik pdhl tiap bulan slalu pake dan gk prnh telat bayarr kecewa setelah update bukan tambah enakin customer malah download grade,3,Netral
gila aku gak cek inbox dan biasa nya paylater bukan bayar ditanggal ini tagihan jd tanggal dah gitu denda telat sehari rb gila bener padahal ketentuan dulu denda   perhari gimana cara non aktifkan paylater atau aku hapus aja aplikasinya gak mau pake gojek lagi,1,Negatif
aplikasi nya bagus tapi kalo menggunakan gopaylatter nya ya allah denda nya lebih sya menggunakan rp denda keterlambatan sehari nya rp apa gak meras itu padahal di keterangannya denda rp hari lah sya denda lebih dari pemakaiannya njeng pdhl sebelm nya saya bayar sebelum tanggal tiap awal bulan gak ada kena denda tuh aplikasi pemeras ini nama nya auto uninstal,2,Negatif
harga tidak sesuai dengan harga di aplikasi kecewa banget dan harga aslinya murah tapi malah jadi di mahalin,1,Negatif
apasih blm tgl aj udh   teror suruh cepetan bayar pdhal   app nya udh jelas smpe tgl klw gajian tgl gimna donk   teror teruuss udh kapok pake gopayletter bye,1,Negatif
apasih blm tgl aj udh   teror suruh cepetan bayar pdhal   app nya udh jelas smpe tgl klw gajian tgl gimna donk   teror teruuss udh kapok pake gopayletter bye,1,Negatif
biaya denda terlambat hari sangat mahal apa apa naik biayanya kecewa sama pay laternya,2,Negatif
sangat membantu disaat ribet sama macet,5,Positif
ini kenapa saya transfer uang dari semalam sampai sekarang status menunggu uang diambil tapi keterangan sedang tidak bisa tranfer ke semua bank tolong dijelasakan,1,Negatif
banyaknya driver yang tidak gerak sama sekali,1,Negatif
memudahkan aku banget sih apk ini tp akhir ini kenapa jd sering eror apk gamau berjalan padahal apk ku yg lain dibuka baik aja hampir aja aku ketinggalan krl gara masalah eror ini tolong kebijakannya lbh lanjut,3,Netral
untuk gopay later kl nagih yg wajar sampe jam malam msh terus wa sama tlp pdhl saya baru   telat,1,Negatif
setelah gopaylatter di upgrade malah   nyamanbeli pulsa telkomsel   bs pakai gopaylatterlimit malah turung tambah bagus malah menuruntagihan juga tidak bulankembalikan gopaylatter seperti dulu aj kl masih mau dpt respon positif dr konsumen,1,Negatif
saat ingin mengupgrade ke gopay plus tidak bisa dikarenakan data nik tidak sesuai atau tidak terdaftar di dukcapil sedangkan saat saya menanyakan pada pihak dukcapil data yg terlampir sudah sesuai dan terdaftar,1,Negatif
parah telat sehari langsung denda   aplikasi apaan nih malah melebihi pinjol auto delete aja deh gojek udah ga bersahabat,1,Negatif
bagus tapi titik jemput kurang akurat dan lama dapt driver kalau di jam pagi,5,Positif
paylater sekarang gak bisa digunakan buat beli pulsayang lama bisa tambah parah gak berguna,1,Negatif
setelah diupgrade data malah ga bisa dipakai,1,Negatif
saya harus membayar kali jika transaksi ke bank pending karena anda tidak tahu kebutuhan orang itu berbeda beda kenapa pending kok sampe   jam terlalu lama bos saya merasa dirugikan,1,Negatif
gofood udah kaya sampah aplikasi klw pesen nasi nyiksa orang laper bisa kali ganti driver aplikasi dzolim,1,Negatif
sekarang fitur gps nya gak langsung muncul kayak dulu jadi gak enak gak bisa tau posisi drivernya,1,Negatif
mantap perjalanan lancar tanpa hambatan,5,Positif
bagus dan tepat waktu,4,Positif
bertahun pakai aplikasi ini sdh jd anak sultan upgrade paylater fasilitas ini malah hilang,1,Negatif
untuk driver mode hemat di gofood itu lama banget hampir memakan waktu setengah jam dan sulit menemukan drivernya tolong dipermudah lagi,1,Negatif
saya kecewa dgn aplikasi gojek disuruh upgrade paylatertdnya saldonya jt pas upgrade malah trun jd rbini mah namanya kebohongan publikseharusnya lbh ditingkatkan lg saldonyapadahal saya tdk pernah bayar telatlumayan klo buat bli food dan bayar ojek motor buat pergiplng kerja   buat jalan,2,Negatif
gojek sekarang lama bgt order pakai mode biasa aja bisa jam apalagi mode hamat bisa jam buat apa order online kalo lama gini kita order online karna biar cepat,3,Netral
kali pesanan saya hilang ga tau kemanalaporan juga sama aja minimal kalau cari orang buat jadi driver bukan maling,1,Negatif
gopay ruwwet paylater gak bisa dipakai susah daftar aplikasinya kurang sipp bagaimana bisa menyingkirkan menu food yang tidak kita minati nonggoool terus tuku nasi goreng teko ngasem masuk akal nggak nggak usah kebanyakan filter tampilkan saja semua yang terdekat dan singkirkan yang tidak saya sukai,1,Negatif
tolong di perbaiki lagi jaringan sering hilang jd transaksi gagal mulu,2,Negatif
makin hari harga ongkos nya makin naik padahal lokasinya sama,1,Negatif
kapok pake pengiriman mode hemat pesan dr resto cm sekilo aja nyampenya sejam lebih udah keburu kelaparannn,1,Negatif
untuk bulan oktober ini setelah update kok sering logout dan aplikasi terhenti ya mohon diperbaiki,1,Negatif
loading lama mutermuter gajelas,1,Negatif
gak bisa di andalkan lagi di saat genting karena fitur paylater di nonaktifkan oleh sistem,1,Negatif
gopay later sekarang susah di akses yah biat pembayaran dulu limit sampek jt sekarang cuman   dan gak bisa di gunain buat transaksi lagi gimana sih ini tolong bantuannya tim gojek,1,Negatif
aplikasi ngelag lg buat pesen gofood rilod sendiri pdhl ram aman sinyal aman,1,Negatif
aplikasi ini mengapi mulu tolong diperbaiki saya pakai aplikasi sebelah ngak mengapi aplikasinya tolong diperbaiki saya ngak mau pakai aplikasi bukan berasal dari indonesia saya cuma mau mendukung produk indonesia,2,Negatif
kacau ga bisa login pake email doangribet harus pake nomer,1,Negatif
kasian customer memilih pilihan hemat di gofood seharusnya menit makanan sudah bisa tiba dan akhirnya bisa sampai jam baru datang layanan hemat juga merugikan drivercustomer bayar mahal akan tetapi driver hanya menerima ini namanya merugikan banyak customer dan driverakan tetapi keuntungan banyak buat aplikasi orang kantor dan owner bertahuntahun bukannya semakin bagus malah bobrok dengan peraturan sendiri,1,Negatif
lumayan ada gebrakan br agk surprise dg mode hemat sippp lbh murah lagi donkk,4,Positif
suka error apk loading terus gabisa di apa apain mana lagi buru buru,1,Negatif
saya kan pake go pinjam cara liat tagihan terus cara bayarnya gimana yasaya takut telatklo tertera belum ada tagihan itu memang belum,5,Positif
menjadi pelanggan setia dan selalu tepat membayar paylater namun ditolak saat aktivasi paylater karena penawaran limit yg tinggi padahal tidak menginginkan limit tinggi dari sononya aja yang suruh aktivasi ulang namun tetep ditolak mana harga semakin naik,2,Negatif
kok gojek jauh posisi jemputnya wktnya lama kami sangat tidak nyaman dgn kondisi sprt ini jarak dan waktu yang sama sekali tidak masuk akal saat memesan gojekgocar haruskah beralih ke lain hati,1,Negatif
ada promo go foodlumayan diskon tapi pakai pay laterya udah lah pake pay latereh begitu pay laternya aktifmau di pake gak bisaketerangannya masih ada perbaikandah laperrrmau pesen yg promo gak bisa,5,Positif
kasih tau dong zona merah setiap tempat jadi kalau orang bukan didaerah sendiri atau rantauan tau ga jd misscom chat juga masuk lama pdhal koneksi internet bagus dimarahin pula,4,Positif
setelah di upgrade malah jadi susah buat transaksi pakai gopaylater gangguan terus bikin kecewa aja,1,Negatif
mau pesan gofood tapi aplikasinya sering crash jadi bikin malas,1,Negatif
maaf sy mau buka aplikasi gojek transportasi akhirini lambatmacet bukanya dan mesti harus instal lagi,3,Netral
gopay saya dapat notif top up berhasil tapi ga masuk masuk sudah minggu saya chat cs gada solusi hati hati,1,Negatif
gopay saya dapat notif top up berhasil tapi ga masuk masuk sudah minggu saya chat cs gada solusi hati hati,1,Negatif
pantesan pengguna lama diturunkan limitnya menggunakan gopay latter lebih baik dipikirkan kembali karena denda keterlambatan dari sekarang menjadi di tgl dan tgl tambah pinjaman diawasi ojk hanya topeng,1,Negatif
gojek sudah gak asik sekarang tarifnya semakin mahal dan sistem paylaternya sudah berubah bahkan saya tidak bisa mendaftar di paylater yang sekarang padahal saya rajin membayarnya aneh gojek saya hapus aja aplikasinya dari pada tidak ada manfaatnya lagi buat saya kan masih ada ojol yang lain thankyou,1,Negatif
kenapa gopay latter saya ga bisa digunakan lagi padahal saya selalu bayar apakah masalahnya kecewa dech,4,Positif
harga makanan gofud nya selangit di menu udah naik banyak di akhir juga ada biaya tambahan lagi lumayan gede,2,Negatif
gojek pelayanan parah mode hemat lama sekalitlng diperbaiki sistem nyamurah bukan berarti lamakecewa,3,Netral
mudah transaksi lebih gampang yangbikin sulit ini banyak embel diluar biaya,5,Positif
ngefreeze mulu ngestuck tiap lagi pake aplikasi nya device samsung   tolong di update,2,Negatif
udahlah aneh gojek gopay gopaylater dan yang lainnya lumayan kecewa saat bayar gojek karena saat bayar gopaylater dan anehnya lagi masalah koneksi padahal lancar lancar saja internetnya saat saldo sudah terpotong dan sudah terbayar malah akun di blokir dan saat melaporkan masalah tersebut malah di anggap tidak layak lagi menggunakan fitur itu tidak paham lagi apa apa maksdunya dari gojek dah lah terserah gojek aja sory to say dah kecewa,1,Negatif
ada promo paylaterbesar tapi pas di pakai error terus pas diganti jadi gopay jadi bisa ada promo tapi nggak bisa dipakai buat apa tololllllllllllllll,1,Negatif
gimana sih gojekkk sebelum saya upgrade gopay later bisa digunakan seperti biasanya tapi kenapa setelah di upgrade gak bisa digunakan gopay laternya padahal limit tersedia ngacoo lebih enak gopaylater yg sebelumnya limit ada mudah digunakan,3,Netral
bagus aplikasi cukup lancar cuma kadang drivernya lama,5,Positif
kenapa paylater yg lama harus diganti udah bagus yg dari findaya limit juga jadi terbatas sampah,1,Negatif
setelah upgrade paylater ke mab jadi ga bisa di pakelimit gede ga bisa digunain buat apa mending yang awal walau limitnya kecil tapi masih bisa digunain klo lagi kepepet,1,Negatif
parah udah enak berlangganan tiap bulan sekarang paylater dipisahmana layanan provider nya belum lengkap,1,Negatif
udah brtaun taun pake gopay later giliran upgrade stelah bayar tagihan dan gak prnah telat bayar lohhehh blm juga isi data baru klik upgrade lgsung muncul ditolak dan gopaylater gak bsa dipakai skrg riwayat pmbayaran slma ini gak telat aneh,1,Negatif
gimana sih gopay later nya udah di update terbaru mala ga bisa di pakai alasan sedikit gangguanbagusan ga susah di update,1,Negatif
kok sering ngelag trus makin lama makin mahal nih biaya penanganan,4,Positif
lebih cepat gak ribet driver ramah,5,Positif
ramah dan baik sekali pelayanannya,5,Positif
kenapa biaya jasa aplikasi mahal sekali setiap kali transaksi dikenakan biaya jasa aplikasi rp menurut saya mahal banget loh berasa percuma banget ada promo kalau biaya jasa aplikasinya seperti itu,1,Negatif
dari awal pake gojek aman aja tapi sebulan ini kecewa banget gopaylater nya update naik limit eh malah ngga bisa di pake buat apa limit naik kalau ternyata ngga bisa di pake mending limit yg lama aja pembayaran ngga pernah telat juga mau uninstall tapi masih butuh,2,Negatif
ga banget ah gojek skrg apalgi pake mode hemat lamanya suka ga ngotak kdng makanan udh jdi msh blom dpet driver kira aja ikhlas ga sih ngasih promo mode nya sumpah mana maps nya gabisa diliat lgi skrg tunggu udah mau diantr baru bisa diliat pdahal dlu prosesnya diliatin skrg jdi tmbh susah mantaunya,3,Netral
tolong untuk pemilihan lokasi lebih diakuratkan lagi dong saya orang jogja sedang di salatiga masa mau milih lokasi sesuai alamat ga tersedia udah dikasi notes alamat drivernya juga gapaham tolong ditingkatkan kualitasnya,1,Negatif
sdah berbulan pake paylaterbulan ini jatuh tempo tgl gua byar tgl stalah byar paylaterdisuruh upgradestlah itu paylaternya mlah ditolakanak ngen,1,Negatif
argo murah bukan berarti custemer seneng sepenuhnya order gofood ngak ada yg mau pik up jam cuma gonta ganti driver aja pada ngak mau ambil orderan saya dicencel juga ngak bisa kelamaan payah,1,Negatif
terrllu bnyk iklan sangat mengganggu klu bisa tidak usah munculkan iklan,1,Negatif
semakin lama tarif semakin mahal titik aplikasi hrs diperbaiki lagi srring tak sesuai dngan titik penjemputan drivernya suka marah dianggap kita cheating utk digofoodnya juga semakin mahal,2,Negatif
mantap banyak promonya,5,Positif
aplikasinya bagus tapi sayang sekarang banyak biaya layanan ini itu ya biaya layanan gak apaapa tapi makin mahal banget udah kaya di pungli,2,Negatif
abis di update ko malah susah bgt dibuka lama dan kluar sendiri terus gagal muat bikin lama dan susah klo mau order,5,Positif
sebagai orang yang bekerja waktu penuh di ojol sebagai driver taxi online roda empat yang kebetulan satu bendera menurut saya aplikasi ini top banget khususnya untuk pelayanan goride dan gofoodnya memuaskan saya semoga rejeki abangabang ojolnya makin rame order dan lancar jaya aamiin salam satu aspal dari ojol bali,5,Positif
minimal bisa balikin duit yg sudah salah nomor saat beli pulsa lah kocak bener   bisa balik babi,2,Negatif
ini gojek gimana si saya terkecoh sama harga deket banget malah seharga jarak jauh udah gitu gabisa di ganti alamat driver juga gabisa kerja sama bikin kecewa banget,1,Negatif
menjadi aplikasi paling sering saya pakai sehari hari gak ngelag cepat aman,5,Positif
gopaylater yg skrg ko aneh ya saldo saya pas   update malah cuma dpt saldo tolong dong kenapa bisa begitu pokok nya semenjak update gopaylater nya banyak perubahan enakan yg pertama klo yg skrg saya ga ngerti dgn cara dlm pembayaran dan bunga nya tolong   cek agar lebih baik dr sebelumnya harapan saya saldo gopaylater nya bisa naik limit nya seperti semula yg saya terima,1,Negatif
selalu isi saldo di gopay buat game tapi gak pernah dapat diskon khusus game,2,Negatif
pesan gofood sering tidak dapet driver padahal driver pada banyak yg kosong,1,Negatif
ini kenapa aplikasinya sering eror keluar sendiri dari aplikasi tiba tiba layar gelap saja tidak bisa pencet apa apa,1,Negatif
aplikasi paylaternya sesudah di upgrate malah limitnya sedikit gak bagus,1,Negatif
semenjak pindah ke mabmlah jd susah limit juga kecil,1,Negatif
sistemnya kurang memuaskan driver masih antar penumpang tapi bisa terima pesanan baru jadi nunggunya lebih lama sistemnya perlu diperbaiki,3,Netral
pesanan makanan tidak bisa dibatalkan sayang sekali padahal mas driver nya belum berangkat tapi laporan sudah berangkat meski menghubungi pusat bantuan dan cs tetep tidak ada solusi pembatalan sangat disayangkan ini aplikasinya harus diperbaiki,2,Negatif
sangat membantu saya yg suka berpergian dan bingung dengan mencari kendaraan,5,Positif
aplikasi paling ribet pemakaiannya kenapa gak dibikin sederhana saja order makanan lebih setengah jam baru dapat driver ditambah antrian resto jadi tambah lamasatu jam lebih makanan tiba selera makan udah hilang,1,Negatif
gojek mantap kemana saja lebih cepat lebih ditingkatkan lagi ok,5,Positif
aplkasi paling mantap paling gampang diakses dan terjangkau,5,Positif
setelah melakukan update kenapa sekarang gak bisa pantau pesenan grabfood malah makin sulit,1,Negatif
semua bagus tapi tarifnya sekarang mahal,3,Netral
kalo ga bisa di instal di hapus aja dari playstore kalo gini saldo ketahan ga bisa buat transaksi,1,Negatif
laper mau gof   eh pas mau bayar udah kenyang sama ongkir lauk biaya tambahan mau pasang voucher ga ada nasib anak kos,1,Negatif
kok jadi licik banget luh tong gojek tolong lah jangan asal potong aja iklan per klik dipotong lagi hari pertama ribu hari ke ribu dua hari ber turut turut padahal saya sudah stop iklan orderan ordera masa keterangan diklik   gak mungkin diluar logika tolong jangan makam uang rakyat tanpa jerih payah orderan ribu dipotong ribu itu kan gak ada otaknyaketerangan iklan sudah berhenti,1,Negatif
bantu banget dalam dan banyak promonya,5,Positif
gilak go jek ngeri parah iseng order go food pakai ongkir mode hemat beli nasi pecel lamanya minta ampun padahal jarak resto ke lokasi km doang walaupun ada deskripsi pesanan ready dalam menit cuman untuk nyiapin nasi pecel seporsi ngga segitu lamanya juga kali hehe semoga next mode hemat ongkir semakin hemat waktu juga,2,Negatif
aplikasi beberapa waktu terakhir sering kali mengalami trouble sering kali terjadi force close sudah di update namun sama saja sudah di hapus lalu install lg namun hasil masih jg sama saja seringnya force close bikin jadi susah buat liat orderan karena tdk tahu udh sampai mana dan membuat hp jadi ikut ngelag,2,Negatif
supir ramahorderan cepat tibabanyak discount,5,Positif
lemot banget ya ampun pas buka aplikasi nya apalagi pas mau pesen gofood buka menu go food nya aja lama banget trus nge lag akhirnya aplikasi nya malah force close padahal sinyal lancar banget loh trus kenapa sekarang gojek ga ada suara notifikasi nya ya saya jadi ga tau info notifikasi apaapa karena suara notifikasi ga ada tolong diperbaiki kan baru aja di update aplikasi nya,1,Negatif
menu menu di aplikasi okebangettt,5,Positif
sistem investigasi akun gagal report menyelesaikan order tanpa mengantar itu di terima gojek merespon fitnah seorang penumpang jelas penumpang hanya kesal salah titik dan meminta saya mengantar ke tujuan saya antar tanpa meminta lebih bahkan dia bayar dngn harga kurang di sini gojek mengajarkan untuk tidak usah baik kepada penumpang di mana titik dia memesan di situ lah kita berhenti dan menyelesaikan jangan mau mengantar jauh dari titik pesanan walau pun penumpang meminta,1,Negatif
setelah upgrade gopaylater malah gak bisa dipakai limitnya bayar gak pernah telat hadeeeh sorry unistall,1,Negatif
respon cs lambat sekali masalah update gopay plus dari tanggal sampai tidak ada solusi padahal masalahnya sepele sudah lama direspon dijawabnya tidak sesuai dengan apa yang jadi casenya,2,Negatif
sedikit tidak jelas sudah brpa kali update tapi belum bisa gofood mau itu pakau voucher atau nggak kecewaaaa,1,Negatif
aplikasi gojek ini sekarang makin banyam udpate bukan makin bagusjadi susah bertransaksi masa iya gabisa transaksi pakai data seluler harus pakai wifigajelas ini lama uninstal aja msih banyak apk yg ga ribet selain disini,1,Negatif
aplikasinya bagus sangat membantu banget mantap deh pokoknya,5,Positif
tolong maksimal kan alamat yg ingin dituju dan harus lebih sesuai dengan titik maps,5,Positif
tolong dibuat agar bisa menghubungi resto sering banget pesanan kurang bingungkan komplainnya gimana,4,Positif
untuk aplikasinya baguspromo dan casback nya okekurirnya oketapi sayang order gofood gak bisa dicancel karena gak sempet pake mode hemat,5,Positif
cukup kecewa karena tagihan tol ada limit nya pake gocorp udah saya pikir bisa masuk semua untuk biaya tol dan parkir jadi harus keluar uang pribadi dan gabisa di reimburst karena gaada bukti struknya,1,Negatif
gojek skrg drivernya hampir semuanya ga beres seneaknya mari semuanya pindah aplikasi lain lah kecewa berat,1,Negatif
pake paket same day sampe jam sembilan malem menurut gua udah ga same day si jam segitu mah,1,Negatif
tadi pesan gofood tapi sudah hampir jam belum jadi padahal perkiraan hanya menit tempatnya hanya sekitar km dan gak pake mode hemat ternyata ketika driver jalan tulisannya driver drop pesanan serah disini saya kecewa saya lihat mapnya muter dan gak benar searah padahal saya disini bayar full dan yang saya dapatkan malah makan yang sudah tidak terlalu hangat sungguh saya merasa dizalimi,1,Negatif
saya senang bisa memakai app ini mudah cepat dan dapat di andalkan,4,Positif
ko gopaylatter aku ga masuk ke tokped ya biasnya ke sambung bulan terakhir udah ga ada lagi di sistem pembayaran padahal aku sering beli listrik ato pulsa di tokped pake gopaylatter dulu udah bikin pengaduan tetep gaadabperubahan mohon bantuannya,4,Positif
sangat disayangkan sudah buat laporan tapi tidak ditanggapi dengan baik malah menggunakan mesin pejawab driver ojolnya tidak amanah dan teliti masa pesann lain yg dtg lain sungguh tidak ada etika baiknya,1,Negatif
untuk go send perlu diperbaiki lagi server nya krn kita kasinya alamat tujuan tpi beda titik yg terbaca jadinya paket kemana untung drivernya mau antar sesuai alamat tujuan padahal bayarannya lebih murah kasian drivernya,4,Positif
go food makin kesini semakin mahal baik di ongkir atau pun biaya layanan,1,Negatif
lagi qris suka tiba peringatan tidak ada sinyal padahal sinyal penuh,1,Negatif
mau transfer ke bank lain dengan sumber dana gopay susah upgrade ke gojek plus gagal terus dan prosesnya berasa mau ngajuin pinjol pesan goride dan gocar susah pakai gopay giliran pakai asuransi bayar cash baru bisa saat dapat driver jarak mereka jauh auto cancel sama driver ataupun aplikasi pointnya sudah tidak menyenangkan lagi dan dipakai cuma buat jajan dengan qris terimakasih,5,Positif
udah masukin pin bener udah diganti pin baru tetep ae gak bisa transaksi asw,1,Negatif
apa sih baru aja saya update kok track pesanan gofood selalu tidak menanggapi,2,Negatif
gopaylater setelah update jadi tidak bisa digunakan sama sekali dulu limit kecil tapi masih lancar dan dapat digunakan sekarang dapat saldo   lipat malah zonk gak bsa digunakan sekarang sudah uninstall krena jadi aplikasi gak guna,1,Negatif
seluruh tagihan gopay later sudah dibayar limit masih banyak tapi ga bisa dipake alasan server error sudah seminggu gitu teruuus,1,Negatif
kecewa ketika saya mengubah pekerjaan saya yg saat ini malah ditolak pengajuan saya dan rentan waktu pengajuan ulang yg terlalu lama,1,Negatif
kecewa banget kapok gw pake jasa apk ini gw pesen makanan buat di anter ke alamat temen gw di keterangan udah di terima ternyata temen gw gaada yang nerima barang di bawa kabur driver do aplikasi gaada solusi buat nyelsein masalah di kira cari duit gampang kali yaz driver kek gtu di masih do pake ngerugiin banget perusahaan gak mau ganti rugi,1,Negatif
semenjak migrasi ke mablimit gopaylater saya jd turun jauh bgtpadahal saya customer aktif transaksi dan pembayaran tdk pernah telat,1,Negatif
aplikasi crash jadi pesanan gofood jadi dobel tolong diperbaiki secepatnya,2,Negatif
tolong perbaiki lagi sistim pembayarannya klo bisa sebelum transaksi pemesanan wajib memasukan pin utk keamanan bertransaksi soalnya   sy kejadian kepencet ngorder makanan padahal sy ndak niat pesan sedangkan   batalkan sdh tdk bs trs kepencet ngasi tip   driver sampe   tips dalam org hal ini sangat merugikan sy tolong gojek perbaikin ini,2,Negatif
tolong masukkan biaya parkir ke aplikasi agar mitra driver tidak meminta parkir ke pelanggan saya top up uang pas tapi ternyata ada tambahan ongkos parkir akhirnya top up lagi cuma buat parkir,1,Negatif
jasa aplikasinya mahal banget si promo juga cuma serebu dua rebu kok ngakunya meningkatkan kualitas pret,1,Negatif
cukup membantu dalam saat saat penting dan urgent semoga kepannya lebih baik lagi,5,Positif
aplikasi layanan bagus untuk para penumpang aplikasi ini mudah di gunakan,5,Positif
udh isi saldo malah ga bisa dipakepas masukin pin malah dibilang internet tidak tersedia,1,Negatif
sangat membantu dikala susah kemana terutama beli makan,5,Positif
lumayan cmn tingkatkan lagi waktu penjemputanpencarian drivernyri driver bsa smpe berjam jam pdhl lgi buru,3,Netral
sangat membantu untuk orang dwngan mobilitas tinggi,5,Positif
kenapa pas pake goplus gofood nya waktu dapet drivee dan waktu antarnya lama bangett sampe menit padahal km jaraknya dan resto udah konfirm dri tadi,3,Netral
gajelas bangke driver nya sering ga respon malah kemana mana gajelas di chat juga ga di bales malah tiba tiba ganti driver ga worth,1,Negatif
pake samsung   sering keluar sendiri aplikasinya padahal buat ngegame pake ojol sebelah lancarlancar aja,1,Negatif
saya sangat berterimakasih kepada gojek selain mempermudah beli makanan dan berkendara gojek juga memiliki gopay yang bisa bertransaksi dimanapun kapanpun sungguh luar biasa,5,Positif
saya sangat berterimakasih kepada gojek selain mempermudah beli makanan dan berkendara gojek juga memiliki gopay yang bisa bertransaksi dimanapun kapanpun sungguh luar biasa,5,Positif
gojek makin kesini makin ga bisa di pakebikin ga mood pagi mau pesen selalu ga ada driver no banget sama gojek,1,Negatif
kenapa sudah belakangan aplikasi sering hangsangkut tiba macet berhenti sndiri harus keluar dlu baru masuk lagibgmna smntra ada pesanan,2,Negatif
mesen makanan sekarang sering gangguan buang waktu ae buat nunggu doang status gaberubah sejam tiba dicancel otomatis,1,Negatif
terbantu dg adanya gofoodtp tlg dong jgn terlalu bsr biaya nyaongkirnya udh lmyn gedetrus hrga mkanan kan di up ama penjual tuk ganti setoran ke gojeknyajd plis jgn tgi biaya nya yabutoverall bgs kok,3,Netral
parah banget kayak mitra driverrestomarket kayak kryawannya aja,1,Negatif
ini uang kenapa bisa ketarik sendiri atas nama alexander lagi siapa tuh terus tiba tiba berlangganan aprikasi lain dan ada keluaran goggle play aprikasi california,1,Negatif
tolong kasih keringan bwt para drivery kasian bnyak yg ngeluh dari jarak yg di tempuh tdk sesuai ongkiry klw bisa kembali seperti semula,4,Positif
tlong perbaiki kendala saya tidak bisa buka menu gofod segera tangani,2,Negatif
sangant kecewa sekali dengan aplikasi gojek ini padahal aku gak pesan tapi sudah kepesan awalnya aku cuma lihat tapi belum kupencet beli trus hp ku lag dan ku kluarin dari apk eh pas asik main hp ada notifikasi peanan anda akan dibuat,2,Negatif
tolong min aplikasi gojek sering stuck atau macet tiba tibapromonya banyakin lagi min,3,Netral
aplikasi sangat tidak mundukung untuk daftar dem lemak maen grab apo dk maxim,1,Negatif
sangat puas hanya kadang sinyal aplikasi kalau sudah hujan,5,Positif
gak bisa ngasih rating ke restoran nya kecewa sih,1,Negatif
biasanya kita bisa memantau pergerakan driver ketika mengambil makanan dan mengantar makanan skrng kok ga bs lg lihat sm saja membuat driver bisa curang dan main dua kaki klo   di update system pantau yg order terhadap driver bs kacau makanan tambah lama dateng nya,3,Netral
nice membantu note titik lokasi kadang ga tepat overall good,5,Positif
aplikasinya bagus tapi kurang ny itu gak ada tombol atau opsi untuk chat resto duluan hari ini saya nunggu makanan sudah jam lebih dan driver sudah yang datang ke resto tp ttp gak bisa di ambil makanan ny karena pin ny gak keluar alasan kendala   hp orderny yg   bwa bos dan gk tau gimana cerita nya bisa kebawa saya mau batalin gk bisa kasian juga driver pada bulak balik ke resto coba kalo cs gojek ny sigap dan aplikasi ny ada opsi chat resto duluan mungkin gk sedongkol ini nunggu,1,Negatif
setelah update ke versi terbaru sangat disayangkan gojek bukannya berbenah malah semakin mundur banyak bug tibatiba aplikasi berhenti gopaylater tidak bisa digunakan sudah biaya lainlain banyak ketambah biaya aplikasi sekarang malah makin buruk kualitasnya jangan salahkan customer jika mereka pindah ke app serupa,1,Negatif
kenapa saldo saya terpotong dan tidak di kembalikan soalnya saya order gofood pesanan di batalkan restoran saldo di potong pada akun saya sudah kali terjadi ini maksud gojek indonesia gimana ya tolong di klarifikasi yang pertama yang kedua,1,Negatif
